Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country
537666,90214Z,"LETTER ""Z"" BLING KEY RING",1,2010-12-07 18:36:00,0.85,,United Kingdom
576463,23194,GYMKHANA TREASURE BOOK BOX,1,2011-11-15 11:37:00,2.25,17974.0,United Kingdom
580164,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-12-02 11:16:00,1.65,18097.0,United Kingdom
510428,82578,KITCHEN METAL SIGN,25,2010-05-30 12:48:00,0.55,17617.0,United Kingdom
560225,22378,WALL TIDY RETROSPOT ,6,2011-07-15 16:27:00,1.63,,United Kingdom
526748,22406,MONEY BOX KINGS CHOICE DESIGN,12,2010-10-13 09:42:00,1.25,15122.0,United Kingdom
547382,21179,NO JUNK MAIL METAL SIGN,2,2011-03-22 15:31:00,1.25,15457.0,United Kingdom
574663,23553,LANDMARK FRAME CAMDEN TOWN ,1,2011-11-06 12:04:00,12.5,13527.0,United Kingdom
490899,21917,SET 12 KIDS  WHITE CHALK STICKS,24,2009-12-08 13:04:00,0.42,16732.0,United Kingdom
501306,21884,CAKES AND BOWS GIFT  TAPE,1,2010-03-15 17:29:00,1.66,,United Kingdom
501137,22218,CAKE STAND LACE WHITE,6,2010-03-14 12:01:00,4.25,13802.0,United Kingdom
528613,22224,WHITE LOVEBIRD LANTERN,1,2010-10-22 15:57:00,5.91,,United Kingdom
509750,22219,LOVEBIRD HANGING DECORATION WHITE ,6,2010-05-25 14:05:00,1.66,,United Kingdom
532807,22188,BLACK HEART CARD HOLDER,2,2010-11-14 15:17:00,3.95,17841.0,United Kingdom
512047,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2010-06-11 17:19:00,1.25,13745.0,United Kingdom
534179,48138,DOORMAT UNION FLAG,2,2010-11-21 13:48:00,7.95,13484.0,United Kingdom
495805,22133,PINK LOVE HEART SHAPE CUP,1,2010-01-26 17:51:00,1.66,,United Kingdom
527053,21169,YOU'RE CONFUSING ME METAL SIGN ,2,2010-10-14 13:05:00,1.69,14343.0,United Kingdom
546007,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,1,2011-03-08 15:34:00,12.46,,United Kingdom
551997,85053,FRENCH ENAMEL CANDLEHOLDER,1,2011-05-05 15:47:00,4.13,,United Kingdom
537225,22424,ENAMEL BREAD BIN CREAM,2,2010-12-05 16:41:00,12.75,12748.0,United Kingdom
570829,22505,MEMO BOARD COTTAGE DESIGN,4,2011-10-12 13:17:00,4.95,16295.0,United Kingdom
575681,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,2011-11-10 15:32:00,1.25,16903.0,United Kingdom
520878,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,2,2010-08-31 15:36:00,25.49,,United Kingdom
491754,21412,VINTAGE GOLD TINSEL REEL,3,2009-12-14 12:13:00,0.42,17825.0,United Kingdom
562717,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,2,2011-08-08 15:42:00,2.46,,United Kingdom
563193,17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,1,2011-08-12 16:30:00,2.46,,United Kingdom
572663,23222,CHRISTMAS TREE HANGING GOLD,4,2011-10-25 12:54:00,0.83,12748.0,United Kingdom
562354,22094,RED RETROSPOT TISSUE BOX,36,2011-08-04 13:15:00,0.39,17470.0,United Kingdom
506730,21058,PARTY INVITES WOODLAND,12,2010-05-04 10:10:00,0.85,14911.0,EIRE
495356,22215,CAKE STAND WHITE TWO TIER LACE,4,2010-01-24 11:35:00,8.5,13036.0,United Kingdom
539459,22059,CERAMIC STRAWBERRY DESIGN MUG,10,2010-12-17 17:33:00,1.49,12839.0,United Kingdom
497921,84949,SILVER HANGING T-LIGHT HOLDER,6,2010-02-14 15:38:00,1.65,14869.0,United Kingdom
542272,22560,TRADITIONAL MODELLING CLAY,24,2011-01-27 09:42:00,1.25,16496.0,United Kingdom
528177,22492,MINI PAINT SET VINTAGE ,36,2010-10-21 10:46:00,0.65,17017.0,United Kingdom
505202,22087,PAPER BUNTING WHITE LACE,1,2010-04-20 16:21:00,5.91,,United Kingdom
554421,22978,PANTRY ROLLING PIN,6,2011-05-24 12:12:00,3.75,18202.0,United Kingdom
571441,85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,3,2011-10-17 13:31:00,1.63,14096.0,United Kingdom
551352,22549,PICTURE DOMINOES,12,2011-04-28 10:20:00,1.45,16637.0,United Kingdom
513200,90173,PAIR BUTTERFLY HAIR CLIPS,1,2010-06-22 16:28:00,3.81,,United Kingdom
516632,84836,ZINC METAL HEART DECORATION,12,2010-07-22 10:31:00,1.25,18074.0,United Kingdom
554009,22961,JAM MAKING SET PRINTED,12,2011-05-20 12:38:00,1.45,12935.0,United Kingdom
540681,22719,GUMBALL MONOCHROME COAT RACK,1,2011-01-10 16:25:00,2.51,,United Kingdom
537850,22562,MONSTERS STENCIL CRAFT,12,2010-12-08 15:38:00,1.25,16722.0,United Kingdom
511262,15044B,BLUE PAPER PARASOL ,1,2010-06-07 12:43:00,2.95,16655.0,United Kingdom
520222,21935,SUKI  SHOULDER BAG,10,2010-08-25 09:56:00,1.65,17416.0,United Kingdom
505004,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-04-19 12:45:00,2.55,13093.0,United Kingdom
568795,22488,NATURAL SLATE RECTANGLE CHALKBOARD,1,2011-09-29 10:19:00,1.65,17870.0,United Kingdom
489914,85064,CREAM SWEETHEART LETTER RACK,4,2009-12-03 10:28:00,5.45,12921.0,United Kingdom
515571,21635,MADRAS NOTEBOOK LARGE ,3,2010-07-13 12:38:00,3.75,17854.0,United Kingdom
567475,22079,RIBBON REEL HEARTS DESIGN ,1,2011-09-20 13:11:00,1.65,16360.0,United Kingdom
528384,85226A,WHITE/BLUE PULL BACK RACING CAR,2,2010-10-21 18:27:00,0.55,14686.0,United Kingdom
579196,21126,SET OF 6 GIRLS CELEBRATION CANDLES,1,2011-11-28 15:54:00,1.25,14096.0,United Kingdom
571903,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2011-10-19 14:40:00,3.75,15754.0,United Kingdom
564325,84660C,PINK STITCHED WALL CLOCK,120,2011-08-24 13:27:00,0.79,13694.0,United Kingdom
491971,21356,TOAST ITS - FAIRY FLOWER,2,2009-12-14 18:37:00,2.57,,United Kingdom
580639,22197,POPCORN HOLDER,2,2011-12-05 12:46:00,0.85,17254.0,United Kingdom
536876,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1,2010-12-03 11:36:00,8.47,,United Kingdom
505741,21627,ELEPHANT CARNIVAL POUFFE,1,2010-04-25 15:56:00,14.95,16984.0,United Kingdom
493997,22189,CREAM HEART CARD HOLDER,2,2010-01-10 13:51:00,3.95,17372.0,United Kingdom
563903,21213,PACK OF 72 SKULL CAKE CASES,4,2011-08-21 11:15:00,0.55,17068.0,United Kingdom
540551,22217,T-LIGHT HOLDER HANGING LACE,5,2011-01-10 09:43:00,2.51,,United Kingdom
575852,23199,JUMBO BAG APPLES,4,2011-11-11 12:17:00,2.08,17238.0,United Kingdom
532953,21705,BAG 500g SWIRLY MARBLES,1,2010-11-15 12:17:00,3.36,,United Kingdom
544839,85053,FRENCH ENAMEL CANDLEHOLDER,12,2011-02-24 10:50:00,2.1,14841.0,United Kingdom
579777,85049H,URBAN BLACK RIBBONS ,3,2011-11-30 15:13:00,0.83,,United Kingdom
498435,18094C,WHITE AND BLUE CERAMIC OIL BURNER,3,2010-02-18 18:29:00,1.25,14686.0,United Kingdom
568211,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-09-25 15:59:00,0.29,13429.0,United Kingdom
559174,81952V,ROUND PURPLE CLOCK WITH SUCKER,20,2011-07-07 10:04:00,0.19,18263.0,United Kingdom
570410,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,2011-10-10 13:04:00,0.85,16776.0,United Kingdom
528745,21805,WHITE CHRISTMAS TREE DECORATION ,2,2010-10-24 14:35:00,0.42,14551.0,United Kingdom
C567351,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,2011-09-19 16:05:00,7.65,15251.0,United Kingdom
558812,22350,ILLUSTRATED CAT BOWL ,6,2011-07-04 11:35:00,2.55,16265.0,United Kingdom
569866,22571,ROCKING HORSE RED CHRISTMAS ,6,2011-10-06 14:50:00,0.85,12757.0,Portugal
569524,22794,SWEETHEART WIRE MAGAZINE RACK,1,2011-10-04 14:42:00,7.95,14506.0,United Kingdom
532421,22838,3 TIER CAKE TIN RED AND CREAM,2,2010-11-12 09:39:00,14.95,15468.0,United Kingdom
570113,16225,RATTLE SNAKE EGGS,1,2011-10-07 12:31:00,1.25,15874.0,United Kingdom
509849,21564,PINK  HEART SHAPE LOVE BUCKET ,6,2010-05-26 08:27:00,2.95,17694.0,United Kingdom
542108,20685,DOORMAT RED RETROSPOT,2,2011-01-25 13:43:00,7.95,17460.0,United Kingdom
574074,85053,FRENCH ENAMEL CANDLEHOLDER,4,2011-11-02 15:33:00,4.13,,United Kingdom
501151,48111,DOOR MAT 3 SMILEY CATS,10,2010-03-14 14:11:00,6.35,13688.0,United Kingdom
549718,23156,SET OF 5 MINI GROCERY MAGNETS,12,2011-04-11 15:03:00,2.08,13846.0,United Kingdom
527338,22865,HAND WARMER OWL DESIGN,12,2010-10-15 15:32:00,2.1,16810.0,United Kingdom
534800,21967,PACK OF 12 SKULL TISSUES,4,2010-11-24 12:04:00,0.29,17019.0,United Kingdom
C514145,22221,CAKE STAND LOVEBIRD 2 TIER PINK,-2,2010-06-30 13:57:00,9.95,13920.0,United Kingdom
489866,21164,HOME SWEET HOME METAL SIGN ,1,2009-12-02 15:04:00,2.95,16200.0,United Kingdom
514461,37449,CERAMIC CAKE STAND + HANGING CAKES,1,2010-07-02 12:41:00,9.95,17841.0,United Kingdom
569653,23202,JUMBO BAG VINTAGE LEAF,10,2011-10-05 12:52:00,2.08,12451.0,Switzerland
524184,22572,ROCKING HORSE GREEN CHRISTMAS ,1,2010-09-27 17:15:00,0.85,14030.0,United Kingdom
562037,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-08-02 09:34:00,2.95,13023.0,United Kingdom
495929,84270,ASSTD DESIGN BUBBLE GUM RING,90,2010-01-27 15:17:00,0.21,15485.0,United Kingdom
579787,23437, 50'S CHRISTMAS GIFT BAG LARGE,1,2011-11-30 15:33:00,2.46,,United Kingdom
522273,21627,ELEPHANT CARNIVAL POUFFE,2,2010-09-13 12:41:00,14.95,16470.0,United Kingdom
496343,79323P,PINK CHERRY LIGHTS,4,2010-01-31 15:51:00,6.75,13478.0,United Kingdom
513657,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-06-28 10:12:00,1.25,16733.0,United Kingdom
548714,22294,HEART FILIGREE DOVE  SMALL,2,2011-04-03 15:07:00,1.25,17337.0,United Kingdom
573130,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,2011-10-27 16:41:00,3.75,13969.0,United Kingdom
580673,23206,LUNCH BAG APPLE DESIGN,12,2011-12-05 14:30:00,1.65,13089.0,United Kingdom
495400,21523,FANCY FONT HOME SWEET HOME DOORMAT,2,2010-01-25 09:29:00,6.75,14540.0,United Kingdom
551056,22521,CHILDS GARDEN TROWEL PINK,4,2011-04-26 11:51:00,0.85,16442.0,United Kingdom
512289,22344,PARTY PIZZA DISH PINK RETROSPOT,1,2010-06-14 14:49:00,1.66,,United Kingdom
496487,77101A,UNION FLAG WINDSOCK,1,2010-02-01 17:13:00,2.51,,United Kingdom
509188,21914,BLUE HARMONICA IN BOX ,12,2010-05-20 17:04:00,1.25,12422.0,Switzerland
536544,21349,IVY HEART WREATH,1,2010-12-01 14:32:00,13.57,,United Kingdom
566053,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-09-08 14:57:00,0.55,14410.0,United Kingdom
558432,21544,SKULLS  WATER TRANSFER TATTOOS ,12,2011-06-29 12:16:00,0.85,17730.0,United Kingdom
530367,22783,SET 3 WICKER OVAL BASKETS W LIDS,1,2010-11-02 16:06:00,19.95,14209.0,United Kingdom
489526,21535,RETRO SPOT SMALL MILK JUG,6,2009-12-01 11:50:00,2.55,12533.0,Germany
559951,22384,LUNCH BAG PINK POLKADOT,10,2011-07-14 10:52:00,1.65,14847.0,United Kingdom
574919,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-11-07 16:33:00,1.65,16241.0,United Kingdom
506724,15036,ASSORTED COLOURS SILK FAN,21,2010-05-04 10:02:00,1.28,,United Kingdom
494782,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,1,2010-01-18 13:15:00,3.36,,United Kingdom
571034,23170,REGENCY TEA PLATE ROSES ,12,2011-10-13 12:47:00,1.65,12359.0,Cyprus
543530,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-02-09 12:46:00,1.25,,United Kingdom
535265,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-11-25 13:30:00,1.25,13381.0,United Kingdom
519358,22029,SPACEBOY BIRTHDAY CARD,2,2010-08-16 12:36:00,0.85,,United Kingdom
517301,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,6,2010-07-28 10:48:00,3.75,13656.0,United Kingdom
518857,21930,JUMBO STORAGE BAG SKULLS,1,2010-08-12 12:33:00,1.95,15719.0,United Kingdom
498717,21916,SET 12 RETRO WHITE CHALK STICKS,1,2010-02-22 13:38:00,0.42,17259.0,United Kingdom
560385,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-07-18 12:53:00,4.95,14583.0,United Kingdom
541965,22744,MAKE YOUR OWN MONSOON CARD KIT,18,2011-01-24 13:27:00,2.95,12625.0,Germany
540418,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,2,2011-01-07 11:04:00,3.36,,United Kingdom
519242,21892,TRADITIONAL WOODEN CATCH CUP GAME ,144,2010-08-15 14:12:00,1.06,16553.0,United Kingdom
575331,22381,TOY TIDY PINK POLKADOT,5,2011-11-09 13:52:00,2.1,13209.0,United Kingdom
557499,22627,MINT KITCHEN SCALES,2,2011-06-20 15:25:00,8.5,16320.0,Unspecified
558888,20726,LUNCH BAG WOODLAND,3,2011-07-04 15:29:00,1.65,14056.0,United Kingdom
553946,21519,GIN & TONIC DIET GREETING CARD ,12,2011-05-20 10:48:00,0.42,15601.0,United Kingdom
C577683,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-11-21 10:51:00,3.75,14493.0,United Kingdom
553671,22983,CARD BILLBOARD FONT,12,2011-05-18 12:37:00,0.42,13659.0,United Kingdom
506558,22090,PAPER BUNTING RETRO SPOTS,1,2010-04-30 11:47:00,2.95,15013.0,United Kingdom
556050,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,2011-06-08 13:04:00,7.95,14367.0,United Kingdom
491966,21407,BROWN CHECK CAT DOORSTOP ,1,2009-12-14 17:16:00,8.65,,United Kingdom
492804,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,5,2009-12-20 12:10:00,3.25,15456.0,United Kingdom
559638,20985,HEART CALCULATOR,100,2011-07-11 12:17:00,1.06,17381.0,United Kingdom
496322,84868A,PINK BABY GIRL'S MEMORY BOX,1,2010-01-31 12:43:00,6.95,14481.0,United Kingdom
501657,21222,SET/4 BADGES BEETLES,1,2010-03-18 13:10:00,1.25,13243.0,United Kingdom
553120,21495,SKULLS AND CROSSBONES WRAP,25,2011-05-13 12:12:00,0.42,17139.0,United Kingdom
543978,22348,TEA BAG PLATE RED RETROSPOT,10,2011-02-14 15:37:00,0.85,12867.0,United Kingdom
519560,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,1,2010-08-18 11:34:00,2.98,,United Kingdom
530432,22379,RECYCLING BAG RETROSPOT ,5,2010-11-03 10:43:00,2.1,13562.0,United Kingdom
574683,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-11-06 12:50:00,1.65,16372.0,United Kingdom
561515,20828,GLITTER BUTTERFLY CLIPS,1,2011-07-27 15:16:00,4.96,,United Kingdom
554441,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-05-24 12:22:00,0.85,13213.0,United Kingdom
496008,20703,BLUE PADDED SOFT MOBILE,3,2010-01-28 12:36:00,4.25,14911.0,EIRE
578746,23298,SPOTTY BUNTING,9,2011-11-25 11:36:00,10.79,,United Kingdom
505200,22507,MEMO BOARD RETROSPOT  DESIGN,16,2010-04-20 16:06:00,4.25,16839.0,United Kingdom
575059,23555,LANDMARK FRAME NOTTING HILL ,1,2011-11-08 12:25:00,12.5,14071.0,United Kingdom
565431,23202,JUMBO BAG VINTAGE LEAF,4,2011-09-04 13:15:00,2.08,14965.0,United Kingdom
570823,23290,SPACEBOY CHILDRENS BOWL,8,2011-10-12 12:54:00,1.25,12691.0,France
559774,22457,NATURAL SLATE HEART CHALKBOARD ,1,2011-07-12 11:37:00,2.95,18122.0,United Kingdom
525710,84596E,SMALL LICORICE DES PINK BOWL,8,2010-10-06 13:53:00,1.25,16558.0,United Kingdom
536544,47559B,TEA TIME OVEN GLOVE,2,2010-12-01 14:32:00,2.51,,United Kingdom
C546128,22840,ROUND CAKE TIN VINTAGE RED,-1,2011-03-09 15:05:00,7.95,15622.0,United Kingdom
505916,48197,DOOR MAT BIRD ON THE WIRE,2,2010-04-26 14:47:00,7.49,15867.0,United Kingdom
508733,21843,RED RETROSPOT CAKE STAND,1,2010-05-18 10:34:00,10.95,15622.0,United Kingdom
491498,15056BL,EDWARDIAN PARASOL BLACK,1,2009-12-11 12:17:00,5.95,12835.0,United Kingdom
498443,20729,RED SPOTTY CANDY BAG,1,2010-02-19 09:49:00,2.51,,United Kingdom
552651,84922,PINK BUTTERFLY WASHBAG,1,2011-05-10 14:09:00,4.25,16431.0,United Kingdom
570285,22561,WOODEN SCHOOL COLOURING SET,12,2011-10-10 11:32:00,1.65,16637.0,United Kingdom
552816,21156,RETROSPOT CHILDRENS APRON,1,2011-05-11 12:47:00,1.95,15521.0,United Kingdom
495090,20682,RED SPOTTY CHILDS UMBRELLA,6,2010-01-21 10:49:00,3.25,14431.0,United Kingdom
492521,15056BL,EDWARDIAN PARASOL BLACK,3,2009-12-17 12:27:00,5.95,18006.0,United Kingdom
557222,22089,PAPER BUNTING VINTAGE PAISLEY,12,2011-06-17 13:14:00,2.95,14936.0,Channel Islands
547073,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2011-03-20 14:23:00,6.35,17211.0,United Kingdom
492303,84991,60 TEATIME FAIRY CAKE CASES,1,2009-12-16 11:57:00,1.3,,United Kingdom
529676,21527,RED RETROSPOT TRADITIONAL TEAPOT ,12,2010-10-29 12:37:00,6.95,16858.0,United Kingdom
514295,22379,RECYCLING BAG RETROSPOT ,5,2010-07-01 12:17:00,2.1,17651.0,United Kingdom
544894,22727,ALARM CLOCK BAKELIKE RED ,4,2011-02-24 12:09:00,3.75,15805.0,United Kingdom
544299,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,4,2011-02-17 12:55:00,4.15,13178.0,United Kingdom
543190,21682,LARGE MEDINA STAMPED METAL BOWL ,4,2011-02-04 11:52:00,4.95,17226.0,United Kingdom
531302,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,2010-11-07 12:03:00,1.25,16904.0,United Kingdom
581219,22995,TRAVEL CARD WALLET SUKI,3,2011-12-08 09:28:00,0.83,,United Kingdom
551623,22907,PACK OF 20 NAPKINS PANTRY DESIGN,6,2011-05-03 11:44:00,0.85,12843.0,United Kingdom
545649,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1,2011-03-04 13:14:00,4.25,14995.0,United Kingdom
565225,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,32,2011-09-01 19:34:00,0.85,16808.0,United Kingdom
504935,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2,2010-04-19 11:19:00,2.13,,United Kingdom
516287,71459,HANGING JAM JAR T-LIGHT HOLDER,36,2010-07-19 12:53:00,0.85,13081.0,United Kingdom
573137,23536,WALL ART VILLAGE SHOW ,1,2011-10-27 17:15:00,12.46,,United Kingdom
578065,85049A,TRADITIONAL CHRISTMAS RIBBONS,4,2011-11-22 15:41:00,2.46,,United Kingdom
535835,16168M,FUNKY MONKEY GIFT BAG MEDIUM,1,2010-11-29 09:46:00,0.85,,United Kingdom
575574,20963,APPLE BATH SPONGE,2,2011-11-10 11:37:00,1.25,14606.0,United Kingdom
567628,21803,CHRISTMAS TREE STAR DECORATION,36,2011-09-21 13:01:00,0.42,14060.0,United Kingdom
505016,22178,VICTORIAN GLASS HANGING T-LIGHT,2,2010-04-19 13:52:00,2.51,,United Kingdom
578836,23202,JUMBO BAG VINTAGE LEAF,2,2011-11-25 15:47:00,2.08,13069.0,United Kingdom
533737,21704,BAG 250g SWIRLY MARBLES,1,2010-11-18 13:55:00,1.66,,United Kingdom
561334,22754,SMALL RED BABUSHKA NOTEBOOK ,4,2011-07-26 14:27:00,0.85,15440.0,United Kingdom
491683,21527,RETRO SPOT TRADITIONAL TEAPOT ,1,2009-12-13 12:36:00,7.95,17539.0,United Kingdom
498517,21314,SMALL GLASS HEART TRINKET POT,4,2010-02-19 12:34:00,2.1,15808.0,United Kingdom
518133,22398,MAGNETS PACK OF 4 SWALLOWS,12,2010-08-04 14:50:00,1.25,13319.0,United Kingdom
494378,71053,WHITE METAL LANTERN,2,2010-01-13 17:03:00,8.47,,United Kingdom
543984,21116,OWL DOORSTOP,3,2011-02-15 09:35:00,4.95,15601.0,United Kingdom
534656,22147,FELTCRAFT BUTTERFLY HEARTS,2,2010-11-23 13:36:00,1.45,13869.0,United Kingdom
537603,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,24,2010-12-07 12:49:00,1.65,14673.0,United Kingdom
547788,90018A,SILVER M.O.P ORBIT DROP EARRINGS,1,2011-03-25 12:00:00,4.15,,United Kingdom
523004,22470,HEART OF WICKER LARGE,4,2010-09-19 16:18:00,2.95,13451.0,United Kingdom
523302,22560,TRADITIONAL MODELLING CLAY,24,2010-09-21 12:43:00,1.25,14911.0,EIRE
512725,22197,SMALL POPCORN HOLDER,4,2010-06-17 13:09:00,0.85,14508.0,United Kingdom
498548,21532,DAIRY MAID SUGAR JAM BOWL,2,2010-02-19 17:40:00,2.1,17400.0,United Kingdom
C555881,22704,WRAP RED APPLES ,-25,2011-06-07 15:37:00,0.42,12473.0,Germany
550331,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2011-04-17 13:43:00,2.08,15555.0,United Kingdom
505510,20726,LUNCH BAG WOODLAND,1,2010-04-22 14:33:00,4.21,,United Kingdom
497892,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,4,2010-02-14 12:22:00,1.49,13542.0,United Kingdom
492296,85104,SILVER GLASS T-LIGHT SET,4,2009-12-16 11:53:00,2.95,14667.0,United Kingdom
492371,21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,6,2009-12-16 14:22:00,5.95,14952.0,United Kingdom
540971,POST,POSTAGE,4,2011-01-12 14:10:00,15.0,12383.0,Belgium
535951,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2010-11-29 12:06:00,5.91,,United Kingdom
528782,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-10-25 10:00:00,1.25,13462.0,United Kingdom
562131,22747,POPPY'S PLAYHOUSE BATHROOM,6,2011-08-03 09:30:00,2.1,18178.0,United Kingdom
554098,22196,SMALL HEART MEASURING SPOONS,6,2011-05-22 13:01:00,0.85,14769.0,United Kingdom
529820,84378,SET OF 3 HEART COOKIE CUTTERS,36,2010-10-31 11:28:00,1.25,13795.0,United Kingdom
513307,47599A,PINK PARTY BAGS,30,2010-06-23 14:49:00,2.1,15738.0,United Kingdom
540551,90123C,GREEN HEART OF GLASS BRACELET,1,2011-01-10 09:43:00,5.94,,United Kingdom
514108,22450,SILK PURSE RUSSIAN DOLL BLUE,4,2010-06-30 12:47:00,3.35,13756.0,United Kingdom
530810,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2010-11-04 13:03:00,3.75,16327.0,United Kingdom
526761,22600,CHRISTMAS RETROSPOT STAR WOOD,144,2010-10-13 10:53:00,0.72,14646.0,Netherlands
530885,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,2010-11-04 15:07:00,0.55,14085.0,United Kingdom
507448,22162,HEART GARLAND RUSTIC PADDED,1,2010-05-10 09:55:00,5.91,,United Kingdom
578305,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,12,2011-11-23 15:44:00,8.5,14088.0,United Kingdom
525739,22366,DOORMAT AIRMAIL ,2,2010-10-07 08:27:00,7.95,15078.0,United Kingdom
545215,82552,WASHROOM METAL SIGN,1,2011-02-28 16:47:00,2.46,,United Kingdom
518202,82600,NO SINGING METAL SIGN,12,2010-08-05 11:33:00,2.1,13089.0,United Kingdom
509871,84886,BLUE METAL WALL SHELF,2,2010-05-26 11:03:00,9.95,14025.0,United Kingdom
537594,21949,SET OF 6 STRAWBERRY CHOPSTICKS,12,2010-12-07 12:28:00,1.25,12647.0,Germany
575904,23664,FLOWER SHOP DESIGN MUG,1,2011-11-11 15:28:00,1.65,18014.0,United Kingdom
527054,22553,PLASTERS IN TIN SKULLS,2,2010-10-14 13:09:00,1.65,16935.0,United Kingdom
502272,21897,POTTING SHED CANDLE CITRONELLA,4,2010-03-23 15:47:00,2.95,14344.0,United Kingdom
566426,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,96,2011-09-12 14:23:00,1.25,17865.0,United Kingdom
532419,22246,"GARLAND, MAGIC GARDEN 1.8M",1,2010-11-12 09:18:00,4.21,,United Kingdom
527130,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-10-15 09:31:00,2.95,15296.0,United Kingdom
509929,85131D,BEADED CRYSTAL HEART PINK\ON STICK,2,2010-05-26 12:32:00,1.25,14181.0,United Kingdom
509851,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2010-05-26 09:05:00,0.55,14911.0,EIRE
492783,20695,FLORAL BLUE MONSTER,1,2009-12-18 17:15:00,8.65,,United Kingdom
530332,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2010-11-02 13:57:00,5.91,,United Kingdom
551468,22098,BOUDOIR SQUARE TISSUE BOX,2,2011-04-28 16:21:00,2.46,,United Kingdom
520672,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-08-27 14:09:00,1.69,17270.0,United Kingdom
545681,21174,POTTERING IN THE SHED METAL SIGN,6,2011-03-06 11:28:00,2.08,16923.0,United Kingdom
562602,23292,SPACEBOY CHILDRENS CUP,8,2011-08-08 10:11:00,1.25,12865.0,Austria
543277,22727,ALARM CLOCK BAKELIKE RED ,2,2011-02-06 14:33:00,3.75,15808.0,United Kingdom
529833,84992,72 SWEETHEART FAIRY CAKE CASES,1,2010-10-31 12:32:00,0.55,16791.0,United Kingdom
489597,20975,12 PENCILS SMALL TUBE RED SPOTTY,1,2009-12-01 14:28:00,1.3,,United Kingdom
561797,23208,LUNCH BAG VINTAGE LEAF DESIGN,30,2011-07-29 13:37:00,1.65,13178.0,United Kingdom
544717,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-02-23 10:44:00,0.65,18172.0,United Kingdom
504916,21621,VINTAGE UNION JACK BUNTING,2,2010-04-19 10:28:00,16.98,,United Kingdom
496290,85066,CREAM SWEETHEART MINI CHEST,1,2010-01-29 17:55:00,25.49,,United Kingdom
C538341,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,2010-12-10 14:03:00,3.75,15514.0,United Kingdom
567529,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-09-21 09:22:00,4.15,18236.0,United Kingdom
558707,22244,3 HOOK HANGER MAGIC GARDEN,1,2011-07-01 12:58:00,1.95,12748.0,United Kingdom
