customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,segment
13849.0,51,3,248437.35,4,3,5,Loyal
13851.0,95,6,394176.3,3,4,5,Loyal
13852.0,610,1,19671.75,1,1,1,Hibernating
13854.0,23,24,794923.5,5,5,5,Champions
13855.0,720,1,52043.25,1,1,3,Hibernating
13856.0,183,9,95329.5,3,5,3,Loyal
13857.0,392,4,57432.9,2,4,3,At Risk
13858.0,56,1,22697.85,4,1,1,Potential
13859.0,325,2,54165.3,2,2,3,Hibernating
13860.0,0,5,130819.5,5,4,4,Champions
13861.0,530,1,13485.15,1,1,1,Hibernating
13862.0,17,7,199600.8,5,5,4,Champions
13863.0,247,4,130152.75,2,4,4,At Risk
13865.0,57,4,52663.799999999996,4,4,3,Loyal
13867.0,30,1,44357.25,4,1,2,Potential
13868.0,6,1,281925.0,5,1,5,Potential
13869.0,262,8,639966.6,2,5,5,At Risk
13870.0,39,9,396328.8,4,5,5,Champions
13871.0,22,10,498438.15,5,5,5,Champions
13872.0,526,3,96554.85,1,3,3,At Risk
13873.0,119,5,75575.85,3,4,3,Loyal
13874.0,503,3,104249.25,1,3,4,At Risk
13875.0,53,9,315174.3,4,5,5,Champions
13876.0,63,1,12883.5,4,1,1,Potential
13877.0,689,1,16257.15,1,1,1,Hibernating
13878.0,54,4,259671.3,4,4,5,Champions
13880.0,51,14,376723.2,4,5,5,Champions
13881.0,3,31,3720440.85,5,5,5,Champions
13882.0,10,4,104795.25,5,4,4,Champions
13883.0,10,9,476352.45,5,5,5,Champions
13884.0,276,6,131583.9,2,4,4,At Risk
13885.0,188,2,53214.0,3,2,3,Potential
13887.0,203,1,36702.75,3,1,2,Potential
13888.0,119,4,118005.3,3,4,4,Loyal
13889.0,92,4,143020.5,3,4,4,Loyal
13890.0,8,8,169930.95,5,5,4,Champions
13891.0,377,2,52253.25,2,2,3,Hibernating
13892.0,63,2,41551.65,4,2,2,Potential
13893.0,297,1,86215.5,2,1,3,Hibernating
13894.0,23,2,29627.85,5,2,2,Potential
13895.0,142,4,247038.75,3,4,5,Loyal
13896.0,625,1,40797.75,1,1,2,Hibernating
13897.0,437,2,89203.79999999999,1,2,3,Hibernating
13898.0,325,1,16372.65,2,1,1,Hibernating
13899.0,15,1,9452.1,5,1,1,Potential
13900.0,192,3,103321.04999999999,3,3,4,Loyal
13901.0,71,7,215082.0,4,5,4,Champions
13902.0,631,3,2801001.0,1,3,5,At Risk
13904.0,36,2,34927.2,4,2,2,Potential
13906.0,408,1,4410.0,2,1,1,Hibernating
13907.0,691,1,14364.0,1,1,1,Hibernating
13908.0,79,2,147413.7,3,2,4,Potential
13909.0,422,2,30093.0,2,2,2,Hibernating
13911.0,143,10,213252.9,3,5,4,Loyal
13912.0,423,1,13119.75,1,1,1,Hibernating
13913.0,506,1,4433.1,1,1,1,Hibernating
13914.0,11,1,32064.9,5,1,2,Potential
13915.0,393,1,7434.0,2,1,1,Hibernating
13916.0,463,2,68531.4,1,2,3,Hibernating
13917.0,49,1,21699.3,4,1,1,Potential
13919.0,424,2,102466.35,1,2,4,Hibernating
13920.0,431,4,186341.4,1,4,4,At Risk
13921.0,540,1,25866.75,1,1,2,Hibernating
13922.0,351,2,62522.25,2,2,3,Hibernating
13923.0,53,1,36868.65,4,1,2,Potential
13924.0,31,3,121932.29999999999,4,3,4,Loyal
13925.0,92,2,45110.1,3,2,2,Potential
13927.0,74,2,74367.29999999999,4,2,3,Potential
13929.0,168,9,283951.5,3,5,5,Loyal
13931.0,280,9,362907.3,2,5,5,At Risk
13932.0,294,1,32277.0,2,1,2,Hibernating
13935.0,596,3,642276.6,1,3,5,At Risk
13936.0,413,1,42858.9,2,1,2,Hibernating
13937.0,168,2,92413.65,3,2,3,Potential
13939.0,22,4,74334.75,5,4,3,Loyal
13940.0,16,2,46353.3,5,2,2,Potential
13941.0,21,11,724152.45,5,5,5,Champions
13945.0,394,2,89685.75,2,2,3,Hibernating
13946.0,78,3,88111.8,3,3,3,Loyal
13948.0,735,1,16343.25,1,1,1,Hibernating
13949.0,24,2,88487.7,5,2,3,Potential
13950.0,10,2,44605.05,5,2,2,Potential
13952.0,217,11,1205170.15,3,5,5,Loyal
13953.0,163,7,406875.0,3,5,5,Loyal
13954.0,1,2,46191.6,5,2,2,Potential
13955.0,153,2,35707.35,3,2,2,Potential
13956.0,137,2,58857.75,3,2,3,Potential
13957.0,571,2,27184.5,1,2,2,Hibernating
13958.0,590,5,203983.5,1,4,4,At Risk
13959.0,78,4,94106.25,3,4,3,Loyal
13960.0,20,2,24173.1,5,2,1,Potential
13961.0,391,1,56532.0,2,1,3,Hibernating
13962.0,21,2,17802.75,5,2,1,Potential
13963.0,307,13,215428.5,2,5,4,At Risk
13964.0,386,1,13991.25,2,1,1,Hibernating
13965.0,476,3,104644.05,1,3,4,At Risk
13966.0,434,1,41040.3,1,1,2,Hibernating
13968.0,422,1,12984.3,2,1,1,Hibernating
13969.0,7,25,1112603.1,5,5,5,Champions
13970.0,385,2,88887.75,2,2,3,Hibernating
13971.0,105,11,375146.1,3,5,5,Loyal
13972.0,201,1,15319.5,3,1,1,Potential
13973.0,286,1,27793.5,2,1,2,Hibernating
13974.0,581,1,27733.65,1,1,2,Hibernating
13975.0,30,9,400904.7,4,5,5,Champions
13976.0,206,3,96279.75,3,3,3,Loyal
13977.0,410,1,54580.05,2,1,3,Hibernating
13978.0,14,1,3969.0,5,1,1,Potential
13979.0,575,3,115324.65,1,3,4,At Risk
13980.0,59,5,83991.6,4,4,3,Loyal
13981.0,415,1,34769.7,2,1,2,Hibernating
13982.0,38,8,416890.95,4,5,5,Champions
13983.0,29,13,547471.05,4,5,5,Champions
13984.0,26,9,166254.9,4,5,4,Champions
13985.0,3,13,634727.1,5,5,5,Champions
13986.0,16,1,33648.3,5,1,2,Potential
13988.0,19,5,274928.85,5,4,5,Champions
13989.0,65,3,80609.55,4,3,3,Loyal
13990.0,212,1,32686.5,3,1,2,Potential
13991.0,11,4,56652.75,5,4,3,Loyal
13992.0,379,2,14983.5,2,2,1,Hibernating
13993.0,42,13,509529.3,4,5,5,Champions
13994.0,3,4,127728.3,5,4,4,Champions
13995.0,14,8,243941.25,5,5,5,Champions
13996.0,398,1,51699.9,2,1,3,Hibernating
13997.0,518,2,25069.8,1,2,2,Hibernating
13998.0,510,2,29284.5,1,2,2,Hibernating
13999.0,28,16,543195.45,4,5,5,Champions
14000.0,210,4,142342.2,3,4,4,Loyal
14001.0,45,6,288265.95,4,4,5,Champions
14004.0,78,9,568186.5,3,5,5,Loyal
14005.0,9,4,263510.1,5,4,5,Champions
14006.0,311,3,83065.5,2,3,3,At Risk
14009.0,197,2,73039.05,3,2,3,Potential
14010.0,564,1,9875.25,1,1,1,Hibernating
14011.0,479,1,17375.4,1,1,1,Hibernating
14012.0,277,1,34524.0,2,1,2,Hibernating
14013.0,145,4,92961.75,3,4,3,Loyal
14014.0,76,3,204562.05,3,3,4,Loyal
14016.0,161,8,861031.5,3,5,5,Loyal
14017.0,570,1,24123.75,1,1,1,Hibernating
14019.0,46,3,149269.05,4,3,4,Loyal
14020.0,16,3,96376.35,5,3,3,Loyal
14021.0,210,5,157942.05,3,4,4,Loyal
14022.0,486,1,36975.75,1,1,2,Hibernating
14023.0,6,2,61327.350000000006,5,2,3,Potential
14024.0,123,1,27557.25,3,1,2,Potential
14025.0,464,5,173847.45,1,4,4,At Risk
14026.0,470,2,74876.55,1,2,3,Hibernating
14027.0,60,1,11006.1,4,1,1,Potential
14028.0,549,2,712530.0,1,2,5,Hibernating
14029.0,143,1,17346.0,3,1,1,Potential
14030.0,17,11,491283.45,5,5,5,Champions
14031.0,6,27,2964597.3,5,5,5,Champions
14032.0,15,11,361150.64999999997,5,5,5,Champions
14033.0,554,1,11491.2,1,1,1,Hibernating
14034.0,21,2,20648.25,5,2,1,Potential
14035.0,28,6,166335.75,4,4,4,Champions
14037.0,175,5,64955.100000000006,3,4,3,Loyal
14038.0,143,4,272571.6,3,4,5,Loyal
14039.0,32,2,28064.4,4,2,2,Potential
14040.0,93,20,804120.45,3,5,5,Loyal
14041.0,265,1,14848.05,2,1,1,Hibernating
14043.0,490,1,14693.7,1,1,1,Hibernating
14044.0,144,5,140109.9,3,4,4,Loyal
14045.0,337,6,353277.75,2,4,5,At Risk
14046.0,283,1,16273.95,2,1,1,Hibernating
14047.0,8,8,267832.95,5,5,5,Champions
14049.0,16,8,979042.05,5,5,5,Champions
14050.0,105,1,51027.9,3,1,2,Potential
14051.0,0,21,1441907.25,5,5,5,Champions
14052.0,19,2,50485.05,5,2,2,Potential
14053.0,123,1,11130.0,3,1,1,Potential
14055.0,105,2,104995.79999999999,3,2,4,Potential
14056.0,0,18,715732.5,5,5,5,Champions
14057.0,23,16,688249.8,5,5,5,Champions
14058.0,462,1,15535.8,1,1,1,Hibernating
14059.0,266,1,19278.0,2,1,1,Hibernating
14060.0,56,20,657027.0,4,5,5,Champions
14061.0,506,2,77535.15,1,2,3,Hibernating
14062.0,71,11,1357152.3,4,5,5,Champions
14063.0,686,4,703854.9,1,4,5,At Risk
14064.0,112,10,215222.7,3,5,4,Loyal
14065.0,388,1,16458.75,2,1,1,Hibernating
14067.0,96,1,23590.35,3,1,1,Potential
14068.0,319,2,79130.1,2,2,3,Hibernating
14069.0,514,2,24156.300000000003,1,2,1,Hibernating
14070.0,684,1,34287.75,1,1,2,Hibernating
14071.0,3,5,98358.75,5,4,3,Loyal
14072.0,666,1,41039.25,1,1,2,Hibernating
14073.0,31,1,15859.2,4,1,1,Potential
14075.0,4,4,147767.55,5,4,4,Champions
14077.0,181,3,32592.0,3,3,2,Loyal
14078.0,101,7,137417.7,3,5,4,Loyal
14079.0,681,1,25581.15,1,1,2,Hibernating
14080.0,32,4,87746.4,4,4,3,Loyal
14081.0,301,6,304650.15,2,4,5,At Risk
14082.0,364,1,19136.25,2,1,1,Hibernating
14083.0,3,9,139512.45,5,5,4,Champions
14085.0,7,21,763143.15,5,5,5,Champions
14088.0,9,9,4663162.350000001,5,5,5,Champions
14089.0,56,1,16905.0,4,1,1,Potential
14091.0,653,2,1000658.4,1,2,5,Hibernating
14092.0,7,14,454498.8,5,5,5,Champions
14093.0,11,1,46499.25,5,1,2,Potential
14096.0,3,8,4225970.7,5,5,5,Champions
14097.0,480,2,44400.3,1,2,2,Hibernating
14098.0,36,1,15471.75,4,1,1,Potential
14099.0,42,10,312142.95,4,5,5,Champions
14100.0,137,1,20464.5,3,1,1,Potential
14101.0,73,8,660125.55,4,5,5,Champions
14102.0,4,3,67593.75,5,3,3,Loyal
14104.0,154,4,56269.5,3,4,3,Loyal
14105.0,238,2,200815.65,2,2,4,Hibernating
14107.0,51,5,196067.55,4,4,4,Champions
14108.0,30,4,109720.8,4,4,4,Champions
14109.0,72,1,15141.0,4,1,1,Potential
14110.0,3,15,569978.85,5,5,5,Champions
14111.0,13,3,62858.25,5,3,3,Loyal
14112.0,22,7,287820.75,5,5,5,Champions
14113.0,22,8,299870.55,5,5,5,Champions
14114.0,273,6,122740.8,2,4,4,At Risk
14115.0,501,2,65380.35,1,2,3,Hibernating
14116.0,19,3,88387.95,5,3,3,Loyal
14117.0,143,1,9450.0,3,1,1,Potential
14118.0,428,1,48137.25,1,1,2,Hibernating
14119.0,375,2,19253.85,2,2,1,Hibernating
14121.0,29,1,130978.05,4,1,4,Potential
14122.0,405,2,33655.65,2,2,2,Hibernating
14123.0,732,1,45798.9,1,1,2,Hibernating
14124.0,83,1,44055.9,3,1,2,Potential
14125.0,10,2,151725.0,5,2,4,Potential
14126.0,10,2,67581.15,5,2,3,Potential
14127.0,256,3,82661.25,2,3,3,At Risk
14128.0,255,1,32081.7,2,1,2,Hibernating
14129.0,1,5,151558.05,5,4,4,Champions
14130.0,318,3,160056.75,2,3,4,At Risk
14131.0,648,1,19726.35,1,1,1,Hibernating
14132.0,1,9,313220.25,5,5,5,Champions
14133.0,129,4,95669.7,3,4,3,Loyal
14134.0,382,10,708375.15,2,5,5,At Risk
14135.0,1,17,690882.15,5,5,5,Champions
14136.0,554,2,63474.600000000006,1,2,3,Hibernating
14137.0,695,1,34933.5,1,1,2,Hibernating
14138.0,1,2,103149.9,5,2,4,Potential
14139.0,45,3,77960.4,4,3,3,Loyal
14140.0,31,1,56803.95,4,1,3,Potential
14141.0,73,2,51377.55,4,2,2,Potential
14142.0,372,1,65480.1,2,1,3,Hibernating
14143.0,133,1,12159.0,3,1,1,Potential
14145.0,156,4,440669.25,3,4,5,Loyal
14146.0,80,7,618493.05,3,5,5,Loyal
14147.0,77,5,123690.0,3,4,4,Loyal
14149.0,220,1,46895.1,2,1,2,Hibernating
14150.0,35,1,37008.3,4,1,2,Potential
14151.0,716,1,36965.25,1,1,2,Hibernating
14152.0,74,5,137271.75,4,4,4,Champions
14153.0,482,1,24507.0,1,1,1,Hibernating
14154.0,238,5,467233.2,2,4,5,At Risk
14155.0,265,1,12468.75,2,1,1,Hibernating
14156.0,9,105,21973196.7,5,5,5,Champions
14157.0,19,3,67691.4,5,3,3,Loyal
14159.0,51,16,591964.8,4,5,5,Champions
14160.0,609,6,791077.35,1,4,5,At Risk
14161.0,215,3,193657.8,3,3,4,Loyal
14162.0,173,2,30382.800000000003,3,2,2,Potential
14163.0,86,4,229188.75,3,4,5,Loyal
14164.0,70,1,37590.0,4,1,2,Potential
14165.0,275,1,12866.7,2,1,1,Hibernating
14166.0,504,1,15214.5,1,1,1,Hibernating
14167.0,38,3,50587.95,4,3,2,Loyal
14168.0,564,1,31809.75,1,1,2,Hibernating
14169.0,430,2,65565.15,1,2,3,Hibernating
14170.0,374,2,45712.8,2,2,2,Hibernating
14172.0,642,1,13681.5,1,1,1,Hibernating
14173.0,10,5,49816.200000000004,5,4,2,Loyal
14174.0,32,1,14118.3,4,1,1,Potential
14175.0,59,5,613524.45,4,4,5,Champions
14176.0,296,2,31095.75,2,2,2,Hibernating
14177.0,427,5,63318.149999999994,1,4,3,At Risk
14178.0,8,5,137344.2,5,4,4,Champions
14179.0,40,1,17650.5,4,1,1,Potential
14180.0,10,21,454487.25,5,5,5,Champions
14181.0,410,1,9917.25,2,1,1,Hibernating
14182.0,528,2,29095.5,1,2,2,Hibernating
14183.0,410,1,15404.55,2,1,1,Hibernating
14186.0,520,3,103020.75,1,3,4,At Risk
14188.0,71,3,100491.3,4,3,3,Loyal
14189.0,1,5,149371.95,5,4,4,Champions
14191.0,9,7,248732.40000000002,5,5,5,Champions
14192.0,387,1,30842.7,2,1,2,Hibernating
14193.0,67,3,127069.95,4,3,4,Loyal
14194.0,4,20,1183654.5,5,5,5,Champions
14195.0,201,5,239652.0,3,4,5,Loyal
14196.0,106,1,35229.6,3,1,2,Potential
14198.0,144,5,95206.65,3,4,3,Loyal
14199.0,217,3,53345.25,3,3,3,Loyal
14200.0,616,1,39816.0,1,1,2,Hibernating
14201.0,80,6,89147.1,3,4,3,Loyal
14202.0,380,1,54027.75,2,1,3,Hibernating
14203.0,396,1,35630.7,2,1,2,Hibernating
14204.0,1,2,55891.5,5,2,3,Potential
14205.0,16,7,186191.25,5,5,4,Champions
14206.0,238,3,124426.05,2,3,4,At Risk
14208.0,94,2,59540.25,3,2,3,Potential
14209.0,140,7,269365.95,3,5,5,Loyal
14210.0,105,8,297641.4,3,5,5,Loyal
14211.0,79,11,249756.15000000002,3,5,5,Loyal
14212.0,445,1,117564.3,1,1,4,Hibernating
14213.0,404,1,125181.0,2,1,4,Hibernating
14214.0,30,4,86186.1,4,4,3,Loyal
14215.0,77,7,267217.65,3,5,5,Loyal
14216.0,2,3,146053.95,5,3,4,Loyal
14217.0,1,18,297937.5,5,5,5,Champions
14218.0,42,1,17795.4,4,1,1,Potential
14219.0,409,1,15566.25,2,1,1,Hibernating
14220.0,357,3,125535.9,2,3,4,At Risk
14221.0,41,10,476795.55,4,5,5,Champions
14223.0,91,3,104068.65,3,3,4,Loyal
14224.0,214,4,70502.25,3,4,3,Loyal
14225.0,434,3,146319.6,1,3,4,At Risk
14226.0,28,4,205417.8,4,4,4,Champions
14227.0,25,11,394083.9,4,5,5,Champions
14228.0,521,2,44466.45,1,2,2,Hibernating
14229.0,51,4,189994.35,4,4,4,Champions
14230.0,435,2,98138.25,1,2,3,Hibernating
14231.0,183,4,129740.1,3,4,4,Loyal
14232.0,42,4,182312.55,4,4,4,Champions
14233.0,48,4,215246.85,4,4,4,Champions
14234.0,21,2,50759.100000000006,5,2,2,Potential
14235.0,157,5,341593.35,3,4,5,Loyal
14236.0,80,4,151505.55,3,4,4,Loyal
14237.0,372,2,66374.7,2,2,3,Hibernating
14238.0,325,3,45594.15,2,3,2,At Risk
14239.0,70,10,183555.75,4,5,4,Champions
14240.0,225,1,23819.25,2,1,1,Hibernating
14241.0,183,2,35038.5,3,2,2,Potential
14243.0,37,10,552817.65,4,5,5,Champions
14244.0,660,1,38474.1,1,1,2,Hibernating
14245.0,219,2,177812.25,2,2,4,Hibernating
14246.0,110,3,154776.3,3,3,4,Loyal
14247.0,403,3,47956.65,2,3,2,At Risk
14248.0,317,3,108459.75,2,3,4,At Risk
14249.0,473,7,364866.71,1,5,5,At Risk
14250.0,6,3,199925.25,5,3,4,Loyal
14251.0,1,4,250847.09999999998,5,4,5,Champions
14252.0,380,1,36853.95,2,1,2,Hibernating
14253.0,622,1,21561.75,1,1,1,Hibernating
14254.0,432,1,63108.15,1,1,3,Hibernating
14256.0,259,3,201868.8,2,3,4,At Risk
14257.0,122,8,585959.85,3,5,5,Loyal
14258.0,89,16,1949115.0,3,5,5,Loyal
14259.0,141,1,12600.0,3,1,1,Potential
14260.0,470,2,29975.4,1,2,2,Hibernating
14261.0,50,2,122162.25,4,2,4,Potential
14262.0,7,7,252396.9,5,5,5,Champions
14263.0,422,1,33907.65,2,1,2,Hibernating
14264.0,154,5,108651.9,3,4,4,Loyal
14265.0,108,1,29203.65,3,1,2,Potential
14266.0,427,1,4258.8,1,1,1,Hibernating
14267.0,162,1,71387.4,3,1,3,Potential
14268.0,470,1,37259.25,1,1,2,Hibernating
14270.0,331,1,51728.25,2,1,3,Hibernating
14271.0,225,2,23008.65,2,2,1,Hibernating
14272.0,73,3,82815.6,4,3,3,Loyal
14273.0,50,4,58796.85,4,4,3,Loyal
14274.0,685,1,26943.0,1,1,2,Hibernating
14275.0,436,3,59539.200000000004,1,3,3,At Risk
14276.0,98,3,111918.45,3,3,4,Loyal
14277.0,14,4,454197.45,5,4,5,Champions
14279.0,520,1,8542.8,1,1,1,Hibernating
14281.0,407,1,25740.75,2,1,2,Hibernating
14282.0,2,17,567926.1,5,5,5,Champions
14283.0,501,2,34613.25,1,2,2,Hibernating
14284.0,30,3,136463.25,4,3,4,Loyal
14285.0,20,5,206252.55,5,4,4,Champions
14286.0,242,4,489625.5,2,4,5,At Risk
14287.0,7,2,16731.75,5,2,1,Potential
14289.0,134,4,74350.5,3,4,3,Loyal
14290.0,80,3,176258.25,3,3,4,Loyal
14291.0,66,16,663414.15,4,5,5,Champions
14292.0,7,7,495689.25,5,5,5,Champions
14293.0,2,6,164745.0,5,4,4,Champions
14295.0,438,4,230654.55,1,4,5,At Risk
14296.0,573,1,17666.25,1,1,1,Hibernating
14297.0,50,3,76119.75,4,3,3,Loyal
14298.0,79,36,4943157.45,3,5,5,Loyal
14299.0,7,20,1157733.15,5,5,5,Champions
14301.0,116,1,67214.7,3,1,3,Potential
14302.0,737,1,12033.0,1,1,1,Hibernating
14303.0,434,1,17073.0,1,1,1,Hibernating
14304.0,222,2,110819.1,2,2,4,Hibernating
14305.0,70,1,85103.55,4,1,3,Potential
14306.0,50,6,330897.0,4,4,5,Champions
14307.0,88,7,391499.85,3,5,5,Loyal
14308.0,548,2,120437.1,1,3,4,At Risk
14309.0,7,6,187238.1,5,4,4,Champions
14310.0,432,1,51670.5,1,1,3,Hibernating
14312.0,90,6,198005.84999999998,3,4,4,Loyal
14314.0,106,1,12600.0,3,1,1,Potential
14315.0,133,4,165360.3,3,4,4,Loyal
14316.0,546,3,79663.5,1,3,3,At Risk
14317.0,64,1,53400.9,4,1,3,Potential
14318.0,459,1,16592.1,1,1,1,Hibernating
14319.0,423,1,51959.25,1,1,3,Hibernating
14320.0,332,3,91925.4,2,3,3,At Risk
14321.0,10,6,200326.34999999998,5,4,4,Champions
14322.0,428,3,46063.5,1,3,2,At Risk
14323.0,114,1,32050.2,3,1,2,Potential
14324.0,409,1,35679.0,2,1,2,Hibernating
14325.0,569,1,25775.4,1,1,2,Hibernating
14326.0,241,2,66520.65,2,3,3,At Risk
14327.0,162,3,98234.85,3,3,3,Loyal
14329.0,16,11,729278.55,5,5,5,Champions
14330.0,623,1,21066.15,1,1,1,Hibernating
14331.0,123,2,48579.3,3,3,2,Loyal
14332.0,22,4,191569.35,5,4,4,Champions
14334.0,16,9,347644.5,5,5,5,Champions
14335.0,15,1,11446.05,5,1,1,Potential
14336.0,218,2,80267.25,3,3,3,Loyal
14338.0,160,3,97450.5,3,3,3,Loyal
14339.0,242,2,65128.35,2,3,3,At Risk
14340.0,218,1,14143.5,3,1,1,Potential
14341.0,44,10,253844.85,4,5,5,Champions
14342.0,20,4,75568.5,5,4,3,Loyal
14343.0,633,1,49931.7,1,1,2,Hibernating
14344.0,126,16,284343.15,3,5,5,Loyal
14345.0,38,1,11442.9,4,1,1,Potential
14346.0,120,4,237916.34999999998,3,4,5,Loyal
14348.0,259,1,43004.85,2,1,2,Hibernating
14349.0,9,1,14017.5,5,1,1,Potential
14350.0,429,1,40283.25,1,1,2,Hibernating
14351.0,164,1,5355.0,3,1,1,Potential
14352.0,156,2,30051.0,3,3,2,Loyal
14353.0,431,1,19429.2,1,1,1,Hibernating
14355.0,365,3,106517.25,2,3,4,At Risk
14357.0,42,1,23705.85,4,1,1,Potential
14358.0,388,1,15813.0,2,1,1,Hibernating
14359.0,18,3,95778.9,5,3,3,Loyal
14360.0,67,2,82171.95000000001,4,3,3,Loyal
14362.0,21,1,16926.0,5,1,1,Potential
14363.0,401,2,23884.35,2,3,1,At Risk
14364.0,108,4,172121.25,3,4,4,Loyal
14366.0,524,1,14280.0,1,1,1,Hibernating
14367.0,7,10,672533.4,5,5,5,Champions
14368.0,319,1,16275.0,2,1,1,Hibernating
14369.0,641,2,49258.65,1,3,2,At Risk
14370.0,582,3,88431.0,1,3,3,At Risk
14373.0,357,1,8037.75,2,1,1,Hibernating
14375.0,184,3,118963.95000000001,3,3,4,Loyal
14376.0,682,1,22623.3,1,1,1,Hibernating
14377.0,190,2,64790.25,3,3,3,Loyal
14378.0,621,1,13781.25,1,1,1,Hibernating
14379.0,43,2,36550.5,4,3,2,Loyal
14381.0,51,1,21281.4,4,1,1,Potential
14382.0,389,1,65176.65,2,1,3,Hibernating
14383.0,37,3,131007.45000000001,4,3,4,Loyal
14385.0,15,2,13309.8,5,3,1,Loyal
14387.0,73,2,97622.70000000001,4,3,3,Loyal
14388.0,9,12,532009.8,5,5,5,Champions
14389.0,64,4,167061.3,4,4,4,Champions
14390.0,9,9,425416.95,5,5,5,Champions
14391.0,576,1,14238.0,1,1,1,Hibernating
14393.0,217,1,7134.75,3,1,1,Potential
14394.0,564,1,9849.0,1,1,1,Hibernating
14395.0,222,8,318324.3,2,5,5,At Risk
14396.0,64,4,161507.85,4,4,4,Champions
14397.0,2,13,184195.2,5,5,4,Champions
14398.0,527,1,46881.45,1,1,2,Hibernating
14399.0,393,7,202582.80000000002,2,5,4,At Risk
14400.0,631,1,68906.25,1,1,3,Hibernating
14401.0,37,13,426196.05,4,5,5,Champions
14403.0,140,3,69038.55,3,3,3,Loyal
14404.0,33,7,132875.4,4,5,4,Champions
14406.0,118,1,16458.75,3,1,1,Potential
14407.0,106,4,157209.15,3,4,4,Loyal
14408.0,94,8,280303.8,3,5,5,Loyal
14409.0,149,5,307058.85,3,4,5,Loyal
14410.0,91,8,238382.55,3,5,5,Loyal
14411.0,310,1,111615.0,2,1,4,Hibernating
14412.0,42,2,101192.70000000001,4,3,3,Loyal
14413.0,361,2,48877.5,2,3,2,At Risk
14414.0,98,7,232416.45,3,5,5,Loyal
14415.0,0,14,849270.45,5,5,5,Champions
14418.0,24,1,93393.3,5,1,3,Potential
14419.0,10,2,44058.0,5,3,2,Loyal
14420.0,98,1,40689.6,3,1,2,Potential
14421.0,56,4,109114.95000000001,4,4,4,Champions
14422.0,52,11,753009.6,4,5,5,Champions
14423.0,437,2,68398.05,1,3,3,At Risk
14424.0,17,1,33818.4,5,1,2,Potential
14425.0,434,1,25105.5,1,1,2,Hibernating
14426.0,23,11,814397.85,5,5,5,Champions
14427.0,49,3,70184.1,4,3,3,Loyal
14428.0,6,2,34537.65,5,3,2,Loyal
14429.0,403,1,54209.4,2,1,3,Hibernating
14430.0,511,3,128194.5,1,3,4,At Risk
14431.0,302,2,62687.100000000006,2,3,3,At Risk
14432.0,25,3,163233.0,4,3,4,Loyal
14434.0,59,3,57960.0,4,3,3,Loyal
14435.0,501,1,9494.1,1,1,1,Hibernating
14436.0,98,2,28528.5,3,3,2,Loyal
14437.0,365,3,71078.7,2,3,3,At Risk
14438.0,305,1,13849.5,2,1,1,Hibernating
14439.0,319,4,774939.9,2,4,5,At Risk
14440.0,7,9,573282.15,5,5,5,Champions
14441.0,0,9,390621.0,5,5,5,Champions
14442.0,316,5,379473.15,2,4,5,At Risk
14443.0,309,2,101605.35,2,3,4,At Risk
14444.0,455,1,13864.2,1,1,1,Hibernating
14445.0,455,1,23273.25,1,1,1,Hibernating
14446.0,0,5,130337.55,5,4,4,Champions
14447.0,18,5,177264.15,5,4,4,Champions
14448.0,8,1,28665.0,5,1,2,Potential
14449.0,63,6,209338.5,4,4,4,Champions
14450.0,180,4,67645.2,3,4,3,Loyal
14451.0,59,8,255897.6,4,5,5,Champions
14452.0,10,3,41132.7,5,3,2,Loyal
14453.0,189,1,12592.65,3,1,1,Potential
14454.0,438,4,84378.0,1,4,3,At Risk
14455.0,431,2,50243.55,1,3,2,At Risk
14456.0,29,4,190770.3,4,4,4,Champions
14458.0,380,1,24929.1,2,1,2,Hibernating
14459.0,154,2,564452.8,3,3,5,Loyal
14460.0,109,7,91173.6,3,5,3,Loyal
14461.0,147,9,535698.45,3,5,5,Loyal
14462.0,83,6,150673.95,3,4,4,Loyal
14463.0,97,3,70418.25,3,3,3,Loyal
14464.0,567,2,11655.0,1,3,1,At Risk
14465.0,246,7,326202.45,2,5,5,At Risk
14466.0,28,9,384174.0,4,5,5,Champions
14467.0,17,10,200772.6,5,5,4,Champions
14469.0,415,3,175671.3,2,3,4,At Risk
14470.0,11,3,74764.2,5,3,3,Loyal
14471.0,590,2,42099.75,1,3,2,At Risk
14472.0,131,6,151163.25,3,4,4,Loyal
14473.0,73,2,24605.7,4,3,1,Loyal
14474.0,579,1,76694.1,1,1,3,Hibernating
14475.0,71,3,87730.65,4,3,3,Loyal
14476.0,256,1,22648.5,2,1,1,Hibernating
14477.0,183,2,54915.0,3,3,3,Loyal
14478.0,485,3,97918.8,1,3,3,At Risk
14479.0,732,1,37288.65,1,1,2,Hibernating
14480.0,10,3,100377.9,5,3,3,Loyal
14481.0,164,4,160640.55,3,4,4,Loyal
14482.0,17,7,242508.0,5,5,5,Champions
14483.0,736,1,12600.0,1,1,1,Hibernating
14484.0,400,2,32929.05,2,3,2,At Risk
14485.0,38,1,17403.75,4,1,1,Potential
14487.0,82,4,86613.45,3,4,3,Loyal
14489.0,492,1,32996.25,1,1,2,Hibernating
14490.0,405,1,83620.95,2,1,3,Hibernating
14491.0,174,2,49153.65,3,3,2,Loyal
14492.0,429,6,169539.3,1,4,4,At Risk
14493.0,6,7,368311.65,5,5,5,Champions
14494.0,730,1,12001.5,1,1,1,Hibernating
