customer_id,gender,age,tenure_months,monthly_income,segment,has_loan,has_card,churned,churn_score,Contract,InternetService,MonthlyCharges
4159-NAAIX,Female,62,63,87705.0,HNI,0,1,0,0.1505,Two year,Fiber optic,97.45
0971-QIFJK,Female,65,69,21825.0,Mass,0,1,0,0.0416,Two year,No,24.25
9397-TZSHA,Female,65,69,22140.0,Mass,0,1,0,0.042,Two year,No,24.6
3391-JSQEW,Male,50,40,45135.0,Affluent,1,0,0,0.4038,Month-to-month,DSL,50.15
0343-QLUZP,Male,61,60,35640.0,Mass,0,1,0,0.0856,Two year,DSL,39.6
9763-PDTKK,Female,30,4,84960.0,HNI,1,1,1,0.9583,Month-to-month,Fiber optic,94.4
2176-LVPNX,Female,68,71,80865.0,HNI,0,0,0,0.119,Two year,DSL,89.85
7627-JKIAZ,Female,48,37,71055.0,Affluent,1,1,1,0.8484,Month-to-month,Fiber optic,78.95
3312-UUMZW,Male,45,32,88965.0,HNI,1,1,0,0.4872,Month-to-month,Fiber optic,98.85
1271-UODNO,Male,49,39,48465.0,Affluent,0,1,0,0.1612,Two year,DSL,53.85
8461-EFQYM,Female,48,38,21825.0,Mass,0,0,0,0.1265,One year,No,24.25
6900-RBKER,Male,56,52,80505.0,HNI,0,1,0,0.1705,Two year,Fiber optic,89.45
6891-JPYFF,Female,54,48,94725.0,HNI,1,1,0,0.4514,Month-to-month,Fiber optic,105.25
1459-QNFQT,Male,65,70,53550.0,Affluent,0,1,0,0.0834,Two year,DSL,59.5
1047-NNCBF,Male,39,20,63495.0,Affluent,1,1,0,0.4843,Month-to-month,Fiber optic,70.55
3696-XRIEN,Female,55,50,74250.0,HNI,0,1,0,0.1672,One year,DSL,82.5
4081-DYXAV,Female,38,19,40365.0,Mass,0,1,1,0.6046,One year,DSL,44.85
0074-HDKDG,Male,41,25,55440.0,Affluent,0,1,0,0.2093,One year,DSL,61.6
8791-GFXLZ,Male,34,12,44145.0,Mass,1,1,0,0.4791,Month-to-month,DSL,49.05
8111-SLLHI,Male,68,39,95085.0,HNI,1,0,1,0.8766,Month-to-month,Fiber optic,105.65
0927-LCSMG,Male,31,7,67185.0,Affluent,1,0,1,0.9251,Month-to-month,Fiber optic,74.65
9330-DHBFL,Female,40,23,59625.0,Affluent,0,0,0,0.2207,One year,DSL,66.25
0098-BOWSO,Male,42,27,17460.0,Mass,1,0,0,0.4005,Month-to-month,No,19.4
3452-ABWRL,Male,68,47,77445.0,HNI,1,1,0,0.4299,Month-to-month,Fiber optic,86.05
5859-HZYLF,Male,42,26,17235.0,Mass,0,1,0,0.153,Two year,No,19.15
8257-RZAHR,Female,35,14,58230.0,Affluent,1,1,1,0.8934,Month-to-month,DSL,64.7
5293-WXJAK,Female,68,11,93645.0,HNI,1,1,1,0.9513,Month-to-month,Fiber optic,104.05
3156-QLHBO,Male,29,2,17325.0,Mass,1,0,0,0.4688,Month-to-month,No,19.25
2208-NQBCT,Female,42,26,73755.0,HNI,1,0,0,0.4823,Month-to-month,Fiber optic,81.95
1779-PWPMG,Female,68,72,103185.0,HNI,0,1,0,0.1476,Two year,Fiber optic,114.65
6621-NRZAK,Female,62,63,18000.0,Mass,0,1,0,0.0527,Two year,No,20.0
0831-JNISG,Male,65,71,17820.0,Mass,0,0,0,0.0305,Two year,No,19.8
0774-IFUVM,Male,34,11,58635.0,Affluent,1,1,0,0.5022,Month-to-month,DSL,65.15
3082-WQRVY,Male,68,14,17685.0,Mass,0,0,0,0.1865,One year,No,19.65
9553-DLCLU,Female,35,13,80055.0,HNI,0,1,0,0.2767,Two year,DSL,88.95
1641-BYBTK,Male,31,6,18180.0,Mass,1,0,0,0.4591,Month-to-month,No,20.2
2460-NGXBJ,Male,68,11,67680.0,Affluent,1,1,0,0.5149,Month-to-month,Fiber optic,75.2
2446-ZKVAF,Male,37,18,51120.0,Affluent,1,1,0,0.4724,Month-to-month,DSL,56.8
0841-NULXI,Male,28,1,31995.0,Mass,1,0,1,0.8922,Month-to-month,DSL,35.55
3522-CDKHF,Female,45,32,67950.0,Affluent,1,1,0,0.4577,Month-to-month,Fiber optic,75.5
1430-SFQSA,Male,43,29,32040.0,Mass,0,0,0,0.1655,One year,DSL,35.6
0411-EZJZE,Female,29,3,54225.0,Affluent,1,0,0,0.5179,Month-to-month,DSL,60.25
7851-WZEKY,Female,29,2,85635.0,HNI,1,0,1,0.9647,Month-to-month,Fiber optic,95.15
8844-TONUD,Male,35,13,86985.0,HNI,1,0,1,0.9365,Month-to-month,Fiber optic,96.65
8807-ARQET,Female,50,41,36315.0,Mass,1,0,0,0.3886,Month-to-month,DSL,40.35
8992-CEUEN,Female,28,1,16965.0,Mass,1,0,0,0.4711,Month-to-month,No,18.85
4320-QMLLA,Male,31,7,49365.0,Affluent,1,0,0,0.5001,Month-to-month,DSL,54.85
8777-PVYGU,Female,56,52,57870.0,Affluent,0,0,0,0.1388,One year,DSL,64.3
8292-ITGYJ,Female,52,45,22185.0,Mass,0,1,0,0.1078,Two year,No,24.65
6870-ZWMNX,Male,65,70,68490.0,Affluent,0,1,0,0.1043,Two year,DSL,76.1
0621-CXBKL,Female,57,53,16830.0,Mass,0,0,0,0.0784,Two year,No,18.7
5268-DSMNQ,Female,68,62,88155.0,HNI,0,1,0,0.1539,One year,Fiber optic,97.95
5334-JLAXU,Female,61,60,84690.0,HNI,1,1,0,0.4045,Month-to-month,Fiber optic,94.1
4086-YQSNZ,Female,68,3,72360.0,HNI,1,0,1,0.9433,Month-to-month,Fiber optic,80.4
6242-MBHPK,Female,68,23,85590.0,HNI,1,0,0,0.5071,Month-to-month,Fiber optic,95.1
5868-CZJDR,Male,28,1,28215.0,Mass,1,0,1,0.8869,Month-to-month,DSL,31.35
9359-UGBTK,Female,64,67,65115.0,Affluent,0,1,0,0.1078,One year,DSL,72.35
0135-NMXAP,Female,34,12,80775.0,HNI,1,1,1,0.9305,Month-to-month,Fiber optic,89.75
4782-OSFXZ,Female,68,71,74430.0,HNI,0,1,0,0.1099,Two year,DSL,82.7
6479-OAUSD,Male,41,25,17910.0,Mass,0,1,0,0.1566,One year,No,19.9
7129-ACFOG,Female,30,5,48420.0,Affluent,1,0,0,0.5043,Month-to-month,DSL,53.8
4189-NAKJS,Male,42,26,46395.0,Affluent,0,1,0,0.1939,One year,DSL,51.55
5562-BETPV,Male,28,1,17685.0,Mass,0,0,0,0.2221,One year,No,19.65
1282-IHQAC,Male,68,70,39645.0,Mass,0,1,0,0.0639,One year,DSL,44.05
9127-FHJBZ,Male,65,72,102600.0,HNI,0,0,0,0.1467,Two year,Fiber optic,114.0
6270-OMFIW,Male,61,60,84960.0,HNI,0,0,1,0.5549,One year,Fiber optic,94.4
1641-RQDAY,Female,68,32,90360.0,HNI,1,0,0,0.4891,Month-to-month,Fiber optic,100.4
0107-WESLM,Male,28,1,17865.0,Mass,1,0,1,0.8723,Month-to-month,No,19.85
6994-ORCWG,Female,35,14,48825.0,Affluent,0,0,0,0.2302,One year,DSL,54.25
1346-UFHAX,Female,35,13,72000.0,HNI,1,1,0,0.5154,Month-to-month,Fiber optic,80.0
3992-YWPKO,Female,31,6,98910.0,HNI,1,1,1,0.9724,Month-to-month,Fiber optic,109.9
2933-XEUJM,Female,53,46,71280.0,Affluent,0,0,0,0.174,Two year,DSL,79.2
0125-LZQXK,Male,36,15,91215.0,HNI,1,0,1,0.9369,Month-to-month,Fiber optic,101.35
5461-QKNTN,Male,68,43,84870.0,HNI,1,0,0,0.4513,Month-to-month,Fiber optic,94.3
4835-YSJMR,Male,49,39,44820.0,Mass,0,1,0,0.1561,Two year,DSL,49.8
8399-YNDCH,Male,68,21,54045.0,Affluent,1,1,1,0.8683,Month-to-month,DSL,60.05
3164-YAXFY,Male,59,57,48375.0,Affluent,1,0,0,0.3617,Month-to-month,DSL,53.75
0887-WBJVH,Female,57,53,84105.0,HNI,0,0,0,0.1728,One year,Fiber optic,93.45
4660-IRIBM,Male,37,18,79110.0,HNI,1,0,0,0.5117,Month-to-month,Fiber optic,87.9
5673-FSSMF,Female,28,1,54135.0,Affluent,1,0,1,0.9232,Month-to-month,DSL,60.15
7670-ZBPOQ,Female,59,58,54945.0,Affluent,0,1,0,0.1182,One year,DSL,61.05
8089-UZWLX,Female,68,71,93645.0,HNI,0,1,0,0.1369,Two year,Fiber optic,104.05
0080-OROZO,Female,47,35,89325.0,HNI,0,0,0,0.2295,One year,Fiber optic,99.25
3916-NRPAP,Male,29,3,77130.0,HNI,1,1,0,0.55,Month-to-month,Fiber optic,85.7
6807-SIWJI,Male,48,38,94365.0,HNI,0,0,0,0.2283,One year,Fiber optic,104.85
8221-HVAYI,Male,47,35,62235.0,Affluent,0,1,0,0.1915,Two year,DSL,69.15
1579-KLYDT,Male,31,7,81405.0,HNI,1,0,1,0.9451,Month-to-month,Fiber optic,90.45
5232-NXPAY,Female,53,47,67005.0,Affluent,0,0,0,0.1653,Two year,DSL,74.45
8967-SZQAS,Female,35,14,45405.0,Affluent,1,0,0,0.4754,Month-to-month,DSL,50.45
4468-KAZHE,Female,68,20,54000.0,Affluent,1,0,0,0.471,Month-to-month,DSL,60.0
0455-ENTCR,Male,64,66,76725.0,HNI,0,0,0,0.1269,Two year,DSL,85.25
8944-AILEF,Male,36,15,17505.0,Mass,1,1,0,0.4335,Month-to-month,No,19.45
5542-NKVRU,Female,51,42,18675.0,Mass,0,1,0,0.1111,Two year,No,20.75
7126-RBHSD,Female,37,17,71010.0,Affluent,1,0,0,0.5031,Month-to-month,Fiber optic,78.9
5370-IIVVL,Male,48,37,94050.0,HNI,0,1,0,0.2306,One year,Fiber optic,104.5
6789-HJBWG,Female,34,12,44460.0,Mass,1,0,0,0.4795,Month-to-month,DSL,49.4
3927-NLNRY,Male,57,53,84825.0,HNI,0,1,1,0.5738,One year,Fiber optic,94.25
9087-EYCPR,Female,61,60,22500.0,Mass,0,0,0,0.0672,Two year,No,25.0
6791-YBNAK,Male,37,18,22995.0,Mass,1,1,0,0.433,Month-to-month,DSL,25.55
6358-LYNGM,Male,28,1,67410.0,Affluent,1,0,1,0.9419,Month-to-month,Fiber optic,74.9
6077-BDPXA,Female,29,3,63135.0,Affluent,1,0,0,0.5304,Month-to-month,Fiber optic,70.15
0013-MHZWF,Female,32,9,62460.0,Affluent,1,1,0,0.513,Month-to-month,DSL,69.4
5494-HECPR,Female,28,1,72225.0,HNI,1,0,1,0.9486,Month-to-month,Fiber optic,80.25
8268-YDIXR,Male,58,56,83835.0,HNI,0,0,0,0.1642,One year,Fiber optic,93.15
9824-BEMCV,Male,37,17,62100.0,Affluent,1,0,1,0.8906,Month-to-month,Fiber optic,69.0
1373-ORVIZ,Female,34,11,59715.0,Affluent,1,0,1,0.9037,Month-to-month,DSL,66.35
4291-SHSBH,Male,31,7,62595.0,Affluent,1,0,0,0.5187,Month-to-month,Fiber optic,69.55
6980-IMXXE,Female,65,69,18180.0,Mass,0,1,0,0.0365,Two year,No,20.2
9866-QEVEE,Male,38,19,77400.0,HNI,1,1,1,0.9066,Month-to-month,Fiber optic,86.0
9897-KXHCM,Female,29,3,72270.0,HNI,1,0,1,0.9432,Month-to-month,Fiber optic,80.3
0040-HALCW,Male,57,54,18360.0,Mass,0,1,0,0.0778,Two year,No,20.4
0784-GTUUK,Male,62,62,21375.0,Mass,0,1,0,0.0601,One year,No,23.75
7979-CORPM,Male,41,24,81495.0,HNI,1,1,1,0.8986,Month-to-month,Fiber optic,90.55
2294-DMMUS,Female,62,62,63405.0,Affluent,1,1,0,0.3691,Month-to-month,DSL,70.45
0872-JCPIB,Male,37,17,59175.0,Affluent,1,1,0,0.4865,Month-to-month,DSL,65.75
3055-MJDSB,Male,32,9,22140.0,Mass,1,0,0,0.4564,Month-to-month,DSL,24.6
9091-WTUUY,Male,63,64,62325.0,Affluent,0,0,0,0.1121,Two year,DSL,69.25
1618-CFHME,Female,29,2,68310.0,Affluent,1,0,1,0.9404,Month-to-month,Fiber optic,75.9
3165-HDOEW,Male,28,1,41265.0,Mass,1,0,1,0.9052,Month-to-month,DSL,45.85
6581-NQCBA,Female,36,16,44955.0,Mass,1,0,1,0.8693,Month-to-month,DSL,49.95
7115-IRDHS,Female,65,72,22185.0,Mass,0,1,0,0.0339,Two year,No,24.65
8496-DMZUK,Male,44,30,81360.0,HNI,0,1,0,0.232,One year,Fiber optic,90.4
2040-VZIKE,Female,54,49,90765.0,HNI,1,0,0,0.4431,Month-to-month,Fiber optic,100.85
9068-VPWQQ,Male,61,61,67815.0,Affluent,0,1,0,0.1281,Two year,DSL,75.35
0178-SZBHO,Male,53,47,78480.0,HNI,1,0,0,0.4314,Month-to-month,Fiber optic,87.2
0384-RVBPI,Male,39,20,57960.0,Affluent,1,1,0,0.4766,Month-to-month,DSL,64.4
1689-MRZQR,Male,46,34,70470.0,Affluent,1,0,1,0.8558,Month-to-month,Fiber optic,78.3
1299-AURJA,Female,65,70,22230.0,Mass,0,1,0,0.0394,Two year,No,24.7
4525-VZCZG,Male,57,54,95265.0,HNI,0,0,0,0.1858,One year,Fiber optic,105.85
1543-LLLFT,Male,68,61,88470.0,HNI,0,0,0,0.157,One year,Fiber optic,98.3
5835-BEQEU,Male,29,3,69255.0,Affluent,1,0,1,0.939,Month-to-month,Fiber optic,76.95
2788-CJQAQ,Male,35,13,17505.0,Mass,0,0,0,0.189,One year,No,19.45
5565-FILXA,Female,68,16,86535.0,HNI,1,0,1,0.9276,Month-to-month,Fiber optic,96.15
0319-QZTCO,Female,29,3,52830.0,Affluent,1,1,0,0.5159,Month-to-month,DSL,58.7
2120-SMPEX,Male,41,25,18135.0,Mass,1,0,0,0.407,Month-to-month,No,20.15
0096-FCPUF,Male,44,30,58050.0,Affluent,1,0,0,0.4493,Month-to-month,DSL,64.5
0668-OGMHD,Female,39,21,25650.0,Mass,1,0,0,0.4285,Month-to-month,DSL,28.5
5552-ZNFSJ,Male,28,1,40770.0,Mass,1,0,1,0.9045,Month-to-month,DSL,45.3
2223-KAGMX,Female,36,15,17460.0,Mass,1,1,1,0.8334,Month-to-month,No,19.4
6507-ZJSUR,Male,68,23,81405.0,HNI,1,0,0,0.5012,Month-to-month,Fiber optic,90.45
9408-HRXRK,Female,52,45,94635.0,HNI,1,0,0,0.4595,Month-to-month,Fiber optic,105.15
5593-SUAOO,Female,41,24,74835.0,HNI,0,1,0,0.2393,One year,Fiber optic,83.15
7321-PKUYW,Female,34,11,81135.0,HNI,1,0,1,0.9337,Month-to-month,Fiber optic,90.15
2833-SLKDQ,Male,28,1,40545.0,Mass,1,0,1,0.9042,Month-to-month,DSL,45.05
6766-HFKLA,Female,58,56,92880.0,HNI,0,1,0,0.1769,Two year,Fiber optic,103.2
7595-EUIVN,Female,28,1,68220.0,Affluent,1,0,1,0.943,Month-to-month,Fiber optic,75.8
7617-EYGLW,Male,28,1,17505.0,Mass,1,0,0,0.4718,Month-to-month,No,19.45
2026-TGDHM,Female,31,7,71370.0,Affluent,1,0,1,0.931,Month-to-month,Fiber optic,79.3
9220-ZNKJI,Female,68,55,79920.0,HNI,0,1,0,0.1615,Two year,Fiber optic,88.8
4030-VPZBD,Female,29,2,27810.0,Mass,1,0,1,0.8836,Month-to-month,DSL,30.9
2226-ICFDO,Female,65,72,77310.0,HNI,0,1,0,0.1112,Two year,DSL,85.9
0723-VSOBE,Female,68,45,30780.0,Mass,0,0,0,0.1199,One year,DSL,34.2
5529-GIBVH,Female,53,47,18135.0,Mass,0,0,0,0.0967,Two year,No,20.15
4187-CINZD,Female,68,46,85725.0,HNI,0,1,1,0.5943,One year,Fiber optic,95.25
9992-UJOEL,Male,29,2,45270.0,Affluent,1,0,0,0.5081,Month-to-month,DSL,50.3
4741-WWJQZ,Female,29,2,72135.0,HNI,1,0,0,0.5458,Month-to-month,Fiber optic,80.15
6625-UTXEW,Female,34,12,46125.0,Affluent,1,0,0,0.4819,Month-to-month,DSL,51.25
6818-WOBHJ,Female,68,68,80640.0,HNI,1,1,1,0.7769,Month-to-month,Fiber optic,89.6
6244-BESBM,Male,65,69,85680.0,HNI,0,1,0,0.1312,Two year,Fiber optic,95.2
1004-NOZNR,Male,68,56,85320.0,HNI,0,1,0,0.1663,One year,Fiber optic,94.8
1251-STYSZ,Female,68,4,72225.0,HNI,1,0,0,0.5404,Month-to-month,Fiber optic,80.25
2612-PHGOX,Male,63,64,68490.0,Affluent,0,1,0,0.1208,Two year,DSL,76.1
2408-TZMJL,Male,60,59,99135.0,HNI,0,0,1,0.5775,One year,Fiber optic,110.15
8480-PPONV,Male,62,62,103995.0,HNI,0,1,0,0.1761,Two year,Fiber optic,115.55
8780-IHCRN,Male,62,63,22185.0,Mass,0,1,0,0.0585,Two year,No,24.65
4598-ZADCK,Female,57,53,48240.0,Affluent,0,0,0,0.1225,One year,DSL,53.6
1257-SXUXQ,Male,30,5,17505.0,Mass,1,0,0,0.4609,Month-to-month,No,19.45
9681-KYGYB,Male,68,49,79380.0,HNI,1,0,0,0.4272,Month-to-month,Fiber optic,88.2
7182-OVLBJ,Female,62,62,91035.0,HNI,0,1,0,0.1579,Two year,Fiber optic,101.15
5095-ETBRJ,Female,58,55,51120.0,Affluent,0,0,0,0.1211,Two year,DSL,56.8
7005-CYUIL,Female,68,71,89460.0,HNI,0,0,0,0.131,Two year,Fiber optic,99.4
4821-WQOYN,Female,65,72,18090.0,Mass,0,1,0,0.0281,Two year,No,20.1
4730-AWNAU,Male,47,36,54630.0,Affluent,0,1,0,0.178,One year,DSL,60.7
3452-FLHYD,Male,41,25,18855.0,Mass,0,1,0,0.158,One year,No,20.95
2388-LAESQ,Female,68,72,103365.0,HNI,0,1,0,0.1478,Two year,Fiber optic,114.85
9531-NSBMR,Female,47,36,17325.0,Mass,0,1,0,0.1257,One year,No,19.25
6260-ONULR,Male,28,1,56520.0,Affluent,1,0,0,0.5266,Month-to-month,DSL,62.8
4389-UEFCZ,Female,65,72,94950.0,HNI,0,0,0,0.136,Two year,Fiber optic,105.5
8711-LOBKY,Male,60,59,17865.0,Mass,0,0,0,0.0634,Two year,No,19.85
9134-CEQMF,Male,68,7,80550.0,HNI,1,0,1,0.9439,Month-to-month,Fiber optic,89.5
8985-OOPOS,Female,28,1,66690.0,Affluent,0,1,0,0.2909,One year,DSL,74.1
8800-ZKRFW,Female,44,30,96750.0,HNI,1,0,0,0.5036,Month-to-month,Fiber optic,107.5
2616-FLVQC,Male,63,64,17595.0,Mass,0,0,0,0.0494,Two year,No,19.55
9968-FFVVH,Male,62,63,61920.0,Affluent,0,1,0,0.1143,One year,DSL,68.8
3108-PCCGG,Male,68,72,76005.0,HNI,0,1,0,0.1094,Two year,DSL,84.45
7993-PYKOF,Male,32,8,67500.0,Affluent,1,0,1,0.9228,Month-to-month,Fiber optic,75.0
8390-FESFV,Female,62,62,76050.0,HNI,0,1,0,0.1369,Two year,DSL,84.5
3022-BEXHZ,Male,64,67,100080.0,HNI,0,1,0,0.1569,Two year,Fiber optic,111.2
5027-XWQHA,Male,31,6,40275.0,Mass,1,0,1,0.8901,Month-to-month,DSL,44.75
6248-TKCQV,Female,65,70,72540.0,HNI,0,1,0,0.11,Two year,DSL,80.6
6729-GDNGC,Female,68,20,72630.0,HNI,1,1,0,0.4971,Month-to-month,Fiber optic,80.7
6198-ZFIOJ,Female,30,5,68040.0,Affluent,1,0,0,0.5318,Month-to-month,Fiber optic,75.6
5989-OMNJE,Female,41,24,51840.0,Affluent,0,0,0,0.207,One year,DSL,57.6
4566-QVRRW,Female,34,11,39645.0,Mass,1,0,1,0.8755,Month-to-month,DSL,44.05
1291-CUOCY,Male,65,72,99540.0,HNI,0,1,0,0.1424,Two year,Fiber optic,110.6
9795-SHUHB,Female,64,66,52380.0,Affluent,0,1,0,0.0927,Two year,DSL,58.2
3230-IUALN,Female,52,45,72900.0,HNI,0,0,0,0.179,Two year,DSL,81.0
0042-RLHYP,Female,65,69,17730.0,Mass,0,1,0,0.0358,Two year,No,19.7
8519-IMDHU,Male,68,15,77040.0,HNI,1,1,1,0.917,Month-to-month,Fiber optic,85.6
4945-RVMTE,Female,43,28,53595.0,Affluent,1,1,0,0.4485,Month-to-month,DSL,59.55
0201-OAMXR,Female,65,70,103995.0,HNI,0,1,1,0.5542,One year,Fiber optic,115.55
1866-NXPSP,Female,47,36,67995.0,Affluent,0,0,0,0.1968,One year,DSL,75.55
3372-KWFBM,Male,68,16,77940.0,HNI,1,0,1,0.9156,Month-to-month,Fiber optic,86.6
7831-QGOXH,Female,37,18,76680.0,HNI,1,0,1,0.9083,Month-to-month,Fiber optic,85.2
6393-WRYZE,Female,46,34,87885.0,HNI,1,0,1,0.8802,Month-to-month,Fiber optic,97.65
3941-XTSKM,Male,51,42,40590.0,Mass,0,1,0,0.1419,One year,DSL,45.1
1661-CZBAU,Male,54,48,63855.0,Affluent,0,1,0,0.1581,One year,DSL,70.95
6599-RCLCJ,Male,53,47,98595.0,HNI,1,0,1,0.8596,Month-to-month,Fiber optic,109.55
9831-BPFRI,Female,49,39,80595.0,HNI,0,0,1,0.6063,One year,Fiber optic,89.55
5158-RIVOP,Female,34,11,18810.0,Mass,0,1,0,0.1963,Two year,No,20.9
9788-YTFGE,Male,31,7,17955.0,Mass,1,0,0,0.456,Month-to-month,No,19.95
9277-JOOMO,Female,29,3,22140.0,Mass,1,0,0,0.4729,Month-to-month,No,24.6
1907-YLNYW,Male,32,8,60030.0,Affluent,1,0,0,0.5123,Month-to-month,DSL,66.7
1725-MIMXW,Male,28,1,17505.0,Mass,1,0,1,0.8718,Month-to-month,No,19.45
8947-YRTDV,Male,45,32,85320.0,HNI,0,0,0,0.2321,One year,Fiber optic,94.8
3161-ONRWK,Male,61,60,59265.0,Affluent,0,1,0,0.1188,One year,DSL,65.85
0114-RSRRW,Female,33,10,17955.0,Mass,1,1,0,0.4478,Month-to-month,No,19.95
4565-NLZBV,Female,65,71,22185.0,Mass,0,1,0,0.0366,Two year,No,24.65
0031-PVLZI,Female,30,4,18315.0,Mass,1,0,1,0.8647,Month-to-month,No,20.35
7206-GZCDC,Female,68,1,62325.0,Affluent,1,0,1,0.9347,Month-to-month,Fiber optic,69.25
6682-VCIXC,Female,51,43,46125.0,Affluent,0,1,0,0.1469,One year,DSL,51.25
4791-QRGMF,Male,60,59,89550.0,HNI,0,1,1,0.564,One year,Fiber optic,99.5
6475-VHUIZ,Female,40,23,48825.0,Affluent,1,0,0,0.4555,Month-to-month,DSL,54.25
3910-MRQOY,Female,65,72,17460.0,Mass,0,1,0,0.0272,Two year,No,19.4
0661-WCQNQ,Male,40,22,50625.0,Affluent,0,1,0,0.2108,One year,DSL,56.25
7537-RBWEA,Female,28,1,22635.0,Mass,1,0,0,0.479,Month-to-month,DSL,25.15
4656-CAURT,Male,65,69,21555.0,Mass,0,1,0,0.0412,Two year,No,23.95
0121-SNYRK,Male,55,50,31860.0,Mass,0,0,0,0.1077,One year,DSL,35.4
1768-ZAIFU,Female,68,1,22680.0,Mass,1,0,1,0.8791,Month-to-month,DSL,25.2
4671-LXRDQ,Male,29,2,40500.0,Mass,1,0,1,0.9014,Month-to-month,DSL,45.0
3733-LSYCE,Female,36,15,67815.0,Affluent,1,1,0,0.5041,Month-to-month,Fiber optic,75.35
6265-FRMTQ,Male,45,31,18360.0,Mass,0,1,0,0.1408,Two year,No,20.4
1934-SJVJK,Male,28,1,18135.0,Mass,1,0,1,0.8727,Month-to-month,No,20.15
3838-OZURD,Male,64,66,94500.0,HNI,1,1,1,0.8018,Month-to-month,Fiber optic,105.0
1371-DWPAZ,Female,28,0,50445.0,Affluent,0,1,0,0.2708,Two year,DSL,56.05
9269-CQOOL,Male,29,3,49230.0,Affluent,1,1,1,0.9109,Month-to-month,DSL,54.7
2017-CCBLH,Female,32,8,18000.0,Mass,0,0,0,0.2033,Two year,No,20.0
7690-KPNCU,Male,63,64,65745.0,Affluent,0,1,0,0.1169,One year,DSL,73.05
0536-BGFMZ,Female,43,28,18450.0,Mass,1,0,0,0.3992,Month-to-month,No,20.5
2293-IJWPS,Female,59,57,90675.0,HNI,0,1,0,0.1711,One year,Fiber optic,100.75
2845-HSJCY,Female,35,14,78525.0,HNI,1,0,1,0.9219,Month-to-month,Fiber optic,87.25
5469-NUJUR,Male,38,19,17955.0,Mass,0,0,0,0.1731,Two year,No,19.95
1184-PJVDB,Male,33,10,71955.0,Affluent,1,0,1,0.9236,Month-to-month,Fiber optic,79.95
2625-TRCZQ,Female,56,51,44685.0,Mass,1,0,0,0.373,Month-to-month,DSL,49.65
4102-HLENU,Female,64,67,59085.0,Affluent,0,0,0,0.0994,Two year,DSL,65.65
7266-GSSJX,Male,34,11,18405.0,Mass,1,0,0,0.4457,Month-to-month,No,20.45
7722-VJRQD,Male,65,72,54855.0,Affluent,0,1,0,0.0797,Two year,DSL,60.95
7073-QETQY,Male,64,66,18315.0,Mass,0,0,0,0.0449,One year,No,20.35
9415-DPEWS,Female,37,18,79515.0,HNI,1,0,1,0.9123,Month-to-month,Fiber optic,88.35
5624-RYAMH,Female,32,9,17550.0,Mass,1,0,0,0.45,Month-to-month,No,19.5
0196-JTUQI,Female,32,9,67680.0,Affluent,1,1,0,0.5203,Month-to-month,Fiber optic,75.2
7130-YXBRO,Male,54,48,100305.0,HNI,1,1,0,0.4593,Month-to-month,Fiber optic,111.45
9272-LSVYH,Male,33,10,63135.0,Affluent,1,0,0,0.5112,Month-to-month,Fiber optic,70.15
7943-RQCHR,Female,32,9,85275.0,HNI,1,0,1,0.945,Month-to-month,Fiber optic,94.75
3793-MMFUH,Female,68,13,85545.0,HNI,1,0,1,0.9344,Month-to-month,Fiber optic,95.05
3249-ZPQRG,Male,30,4,70605.0,Affluent,1,0,1,0.9381,Month-to-month,Fiber optic,78.45
2568-BRGYX,Male,30,4,63180.0,Affluent,1,0,1,0.9277,Month-to-month,Fiber optic,70.2
3084-DOWLE,Female,65,72,82800.0,HNI,0,1,0,0.119,Two year,DSL,92.0
1084-MNSMJ,Female,56,51,76950.0,HNI,0,1,0,0.1683,Two year,DSL,85.5
7721-JXEAW,Male,60,59,36945.0,Mass,1,1,1,0.7402,Month-to-month,DSL,41.05
7249-WBIYX,Male,33,10,77040.0,HNI,1,0,1,0.9307,Month-to-month,Fiber optic,85.6
4238-HFHSN,Male,68,61,73935.0,HNI,1,0,0,0.3866,Month-to-month,Fiber optic,82.15
6250-CGGUN,Male,57,54,75960.0,HNI,0,0,0,0.1587,One year,Fiber optic,84.4
5478-JJVZK,Female,46,33,54810.0,Affluent,1,0,0,0.4365,Month-to-month,DSL,60.9
7596-IIWYC,Female,42,27,18225.0,Mass,0,1,0,0.1516,Two year,No,20.25
6567-HOOPW,Female,68,1,71280.0,Affluent,1,0,1,0.9473,Month-to-month,Fiber optic,79.2
9793-WECQC,Male,40,23,85770.0,HNI,1,0,0,0.5074,Month-to-month,Fiber optic,95.3
4291-HPAXL,Male,28,1,17865.0,Mass,1,0,0,0.4723,Month-to-month,No,19.85
8999-YPYBV,Male,52,45,75915.0,HNI,0,0,0,0.1833,Two year,DSL,84.35
1839-FBNFR,Female,49,39,17865.0,Mass,0,1,0,0.1182,Two year,No,19.85
3164-AALRN,Male,30,5,63000.0,Affluent,0,0,1,0.6747,One year,DSL,70.0
3071-MVJCD,Male,65,72,74070.0,HNI,0,1,0,0.1067,Two year,DSL,82.3
1697-BCSHV,Female,59,58,60120.0,Affluent,1,1,0,0.3755,Month-to-month,DSL,66.8
0562-KBDVM,Female,65,70,40140.0,Mass,0,1,0,0.0646,Two year,DSL,44.6
1131-SUEKT,Male,61,61,88605.0,HNI,0,1,0,0.1572,One year,Fiber optic,98.45
3717-OEAUQ,Male,29,2,63630.0,Affluent,1,0,0,0.5338,Month-to-month,Fiber optic,70.7
