loan_id,product,principal_inr,duration_months,credit_score,dti_ratio,age,default_flag,risk_score,purpose
GL-00376,Personal,691650.0,48,636,0.23,37,1,0.7838,others
GL-00377,Personal,208800.0,18,739,0.16,34,0,0.1553,domestic appliances
GL-00378,Personal,76140.0,7,729,0.24,36,0,0.1824,domestic appliances
GL-00379,Auto,1288620.0,36,624,0.39,57,1,0.8291,car (new)
GL-00380,Auto,32580.0,6,726,0.32,52,0,0.2018,car (new)
GL-00381,Personal,199080.0,20,698,0.32,39,0,0.2329,radio/television
GL-00382,Auto,1167840.0,18,625,0.31,38,1,0.812,car (used)
GL-00383,Auto,115470.0,22,710,0.32,25,0,0.2196,car (new)
GL-00384,Auto,119700.0,12,691,0.32,26,0,0.2407,car (new)
GL-00385,Personal,384480.0,30,735,0.16,26,0,0.1598,others
GL-00386,Personal,201420.0,18,734,0.16,25,0,0.1609,domestic appliances
GL-00387,Personal,101340.0,18,708,0.32,21,0,0.2218,domestic appliances
GL-00388,Personal,663660.0,18,699,0.32,40,0,0.2318,radio/television
GL-00389,Personal,209340.0,15,715,0.16,27,0,0.182,others
GL-00390,Personal,130410.0,9,723,0.24,27,0,0.1891,others
GL-00391,Auto,163800.0,18,737,0.16,30,0,0.1576,car (new)
GL-00392,Personal,88470.0,12,722,0.08,19,0,0.1582,radio/television
GL-00393,Auto,292410.0,36,722,0.16,39,0,0.1742,car (new)
GL-00394,Personal,176130.0,6,730,0.08,31,0,0.1493,domestic appliances
GL-00395,Personal,216540.0,9,738,0.16,31,0,0.1564,radio/television
GL-00396,Personal,1058400.0,39,718,0.16,32,0,0.1787,retraining
GL-00397,Personal,232020.0,12,720,0.24,55,0,0.1924,radio/television
GL-00398,Personal,211320.0,36,715,0.24,46,0,0.198,radio/television
GL-00399,Auto,110070.0,12,654,0.15,46,1,0.7478,car (new)
GL-00400,Personal,136440.0,24,721,0.32,43,0,0.2073,domestic appliances
GL-00401,Personal,132570.0,18,730,0.24,39,0,0.1813,domestic appliances
GL-00402,Personal,169830.0,18,692,0.32,28,0,0.2396,others
GL-00403,Personal,778320.0,24,650,0.23,27,1,0.7682,others
GL-00404,Auto,72180.0,14,711,0.32,27,0,0.2184,car (new)
GL-00405,Auto,260910.0,18,701,0.32,43,0,0.2296,car (new)
GL-00406,Personal,183510.0,24,639,0.15,22,1,0.7644,domestic appliances
GL-00407,Auto,197730.0,24,721,0.32,43,0,0.2073,car (used)
GL-00408,Personal,94770.0,15,691,0.32,27,0,0.2407,domestic appliances
GL-00409,Personal,291150.0,24,723,0.24,26,0,0.1891,domestic appliances
GL-00410,Auto,84510.0,12,607,0.39,28,1,0.848,car (new)
GL-00411,Personal,177030.0,24,687,0.32,20,0,0.2451,domestic appliances
GL-00412,Auto,652770.0,33,728,0.24,35,0,0.1836,car (used)
GL-00413,Personal,206280.0,12,635,0.39,42,1,0.8169,others
GL-00414,Auto,143730.0,10,731,0.24,40,0,0.1802,car (new)
GL-00415,Auto,124290.0,24,611,0.39,35,1,0.8436,car (new)
GL-00416,Auto,525780.0,36,740,0.16,35,0,0.1542,car (used)
GL-00417,Auto,232110.0,12,610,0.39,33,1,0.8447,car (new)
GL-00418,Personal,762390.0,18,725,0.08,23,0,0.1549,retraining
GL-00419,Auto,250380.0,21,750,0.08,31,0,0.1271,car (new)
GL-00420,Auto,93780.0,18,610,0.39,33,1,0.8447,car (new)
GL-00421,Auto,286740.0,15,731,0.16,20,0,0.1642,car (new)
GL-00422,Auto,182520.0,12,693,0.32,30,0,0.2384,car (used)
GL-00423,Auto,86220.0,12,727,0.16,47,0,0.1687,car (new)
GL-00424,Personal,143190.0,21,715,0.32,34,0,0.214,radio/television
GL-00425,Personal,248580.0,12,641,0.15,25,1,0.7622,radio/television
GL-00426,Auto,250110.0,18,724,0.08,21,0,0.156,car (used)
GL-00427,Personal,246870.0,28,712,0.32,29,0,0.2173,domestic appliances
GL-00428,Personal,103410.0,18,723,0.32,46,0,0.2051,domestic appliances
GL-00429,Personal,118170.0,9,743,0.08,20,0,0.1349,radio/television
GL-00430,Personal,107100.0,18,647,0.23,55,1,0.7716,education
GL-00431,Personal,310320.0,5,775,0.08,74,0,0.0993,others
GL-00432,Personal,1019520.0,24,631,0.23,29,1,0.7893,furniture/equipment
GL-00433,Personal,168480.0,6,697,0.32,36,0,0.234,radio/television
GL-00434,Personal,185220.0,24,715,0.32,33,0,0.214,education
GL-00435,Personal,192240.0,9,702,0.24,25,0,0.2124,radio/television
GL-00436,Personal,133560.0,12,629,0.23,25,1,0.7916,domestic appliances
GL-00437,Personal,59400.0,6,733,0.16,23,0,0.162,education
GL-00438,Auto,115830.0,24,717,0.32,37,0,0.2118,car (new)
GL-00439,Personal,305460.0,42,714,0.32,65,0,0.2151,education
GL-00440,Personal,54810.0,12,606,0.39,26,1,0.8491,others
GL-00441,Auto,169560.0,12,718,0.32,39,0,0.2107,car (new)
GL-00442,Personal,145800.0,12,717,0.16,30,0,0.1798,radio/television
GL-00443,Personal,236610.0,20,716,0.16,29,0,0.1809,furniture/equipment
GL-00444,Personal,64710.0,12,635,0.39,41,1,0.8169,retraining
GL-00445,Personal,458640.0,48,632,0.23,30,1,0.7882,radio/television
GL-00446,Personal,111960.0,9,720,0.32,41,0,0.2084,retraining
GL-00447,Auto,165780.0,36,610,0.39,34,1,0.8447,car (new)
GL-00448,Personal,231840.0,7,720,0.16,35,0,0.1764,domestic appliances
GL-00449,Personal,128160.0,12,720,0.24,55,0,0.1924,radio/television
GL-00450,Personal,136080.0,15,639,0.31,61,1,0.7964,education
GL-00451,Auto,994860.0,36,713,0.32,30,0,0.2162,car (used)
GL-00452,Personal,46620.0,6,724,0.24,29,0,0.188,domestic appliances
GL-00453,Personal,248310.0,12,739,0.16,34,0,0.1553,radio/television
GL-00454,Auto,240300.0,24,716,0.32,35,0,0.2129,car (used)
GL-00455,Auto,433530.0,24,633,0.23,31,1,0.7871,car (new)
GL-00456,Auto,241110.0,24,712,0.32,29,0,0.2173,car (used)
GL-00457,Auto,351450.0,11,721,0.16,36,0,0.1753,car (new)
GL-00458,Auto,304740.0,12,623,0.31,35,1,0.8142,car (used)
GL-00459,Personal,30870.0,6,691,0.32,27,0,0.2407,repairs
GL-00460,Personal,413460.0,18,726,0.24,32,0,0.1858,domestic appliances
GL-00461,Personal,325800.0,36,733,0.08,37,0,0.146,radio/television
GL-00462,Auto,154890.0,15,721,0.16,36,0,0.1753,car (new)
GL-00463,Personal,271530.0,12,707,0.24,34,0,0.2069,radio/television
GL-00464,Business,67860.0,12,698,0.32,38,0,0.2329,business
GL-00465,Personal,175500.0,18,715,0.32,34,0,0.214,others
GL-00466,Auto,263160.0,24,725,0.24,63,0,0.1869,car (used)
GL-00467,Personal,149310.0,24,607,0.39,29,1,0.848,domestic appliances
GL-00468,Personal,651420.0,48,726,0.24,32,0,0.1858,domestic appliances
GL-00469,Personal,248760.0,33,735,0.16,26,0,0.1598,others
GL-00470,Auto,421110.0,24,728,0.24,35,0,0.1836,car (used)
GL-00471,Personal,278280.0,24,615,0.31,22,1,0.8231,domestic appliances
GL-00472,Personal,40320.0,6,604,0.39,23,1,0.8513,retraining
GL-00473,Auto,58860.0,9,607,0.39,28,1,0.848,car (new)
GL-00474,Business,111420.0,6,717,0.32,36,0,0.2118,business
GL-00475,Personal,112050.0,18,610,0.39,33,1,0.8447,domestic appliances
GL-00476,Personal,280260.0,18,642,0.15,26,1,0.7611,radio/television
GL-00477,Auto,231210.0,39,709,0.32,24,0,0.2207,car (used)
GL-00478,Personal,463680.0,24,690,0.32,25,0,0.2418,domestic appliances
GL-00479,Personal,93330.0,12,710,0.24,39,0,0.2036,others
GL-00480,Personal,133020.0,15,701,0.32,44,0,0.2296,radio/television
GL-00481,Personal,321570.0,12,725,0.08,23,0,0.1549,domestic appliances
GL-00482,Auto,108090.0,24,691,0.32,26,0,0.2407,car (new)
GL-00483,Personal,325980.0,30,709,0.32,57,0,0.2207,radio/television
GL-00484,Personal,86400.0,15,725,0.24,30,0,0.1869,radio/television
GL-00485,Auto,104670.0,12,721,0.32,44,0,0.2073,car (new)
GL-00486,Auto,108810.0,6,618,0.39,47,1,0.8358,car (new)
GL-00487,Personal,276930.0,12,750,0.16,52,0,0.1431,domestic appliances
GL-00488,Auto,338130.0,24,732,0.32,62,0,0.1951,car (new)
GL-00489,Auto,127620.0,10,728,0.24,35,0,0.1836,car (new)
GL-00490,Auto,316620.0,6,735,0.16,26,0,0.1598,car (new)
GL-00491,Personal,174060.0,12,735,0.16,26,0,0.1598,domestic appliances
GL-00492,Personal,748620.0,27,639,0.23,42,1,0.7804,others
GL-00493,Personal,111330.0,6,747,0.08,27,0,0.1304,domestic appliances
GL-00494,Personal,33120.0,6,698,0.32,38,0,0.2329,domestic appliances
GL-00495,Auto,190980.0,12,710,0.24,39,0,0.2036,car (new)
GL-00496,Personal,269640.0,24,626,0.23,20,1,0.7949,radio/television
GL-00497,Personal,813060.0,36,607,0.39,29,1,0.848,radio/television
GL-00498,Personal,142650.0,24,719,0.32,40,0,0.2096,radio/television
GL-00499,Personal,117090.0,18,694,0.32,32,0,0.2373,domestic appliances
GL-00500,Auto,119070.0,6,716,0.16,28,0,0.1809,car (new)
GL-00501,Auto,281070.0,24,606,0.39,27,1,0.8491,car (new)
GL-00502,Auto,494370.0,36,724,0.16,42,0,0.172,car (used)
GL-00503,Personal,101340.0,9,728,0.16,49,0,0.1676,domestic appliances
GL-00504,Personal,109440.0,24,613,0.39,38,1,0.8413,domestic appliances
GL-00505,Auto,108630.0,24,604,0.39,24,1,0.8513,car (new)
GL-00506,Auto,117810.0,10,626,0.39,27,1,0.8269,car (new)
GL-00507,Auto,212400.0,15,721,0.16,36,0,0.1753,car (used)
GL-00508,Auto,616500.0,15,646,0.15,34,1,0.7567,car (new)
GL-00509,Personal,127170.0,24,712,0.32,28,0,0.2173,domestic appliances
GL-00510,Auto,772920.0,39,722,0.32,45,0,0.2062,car (used)
GL-00511,Auto,68310.0,12,606,0.39,26,1,0.8491,car (new)
GL-00512,Auto,421740.0,36,738,0.16,32,0,0.1564,car (used)
GL-00513,Personal,241830.0,15,715,0.16,26,0,0.182,others
GL-00514,Personal,52650.0,12,687,0.32,20,0,0.2451,domestic appliances
GL-00515,Auto,202950.0,24,727,0.32,54,0,0.2007,car (new)
GL-00516,Auto,54810.0,6,697,0.32,37,0,0.234,car (new)
GL-00517,Auto,122490.0,6,723,0.16,40,0,0.1731,car (new)
GL-00518,Personal,641430.0,36,648,0.23,23,1,0.7704,radio/television
GL-00519,Auto,108270.0,6,713,0.24,43,0,0.2002,car (new)
GL-00520,Personal,63000.0,6,717,0.32,36,0,0.2118,domestic appliances
GL-00521,Personal,495630.0,24,733,0.24,44,0,0.178,education
GL-00522,Personal,287100.0,18,628,0.23,24,1,0.7927,domestic appliances
GL-00523,Personal,640710.0,48,634,0.31,53,1,0.802,radio/television
GL-00524,Auto,313920.0,24,721,0.24,23,0,0.1913,car (used)
GL-00525,Personal,100170.0,18,691,0.32,26,0,0.2407,domestic appliances
GL-00526,Auto,716940.0,26,717,0.16,30,0,0.1798,car (used)
GL-00527,Personal,137880.0,15,714,0.32,31,0,0.2151,retraining
GL-00528,Personal,135270.0,4,744,0.16,42,0,0.1498,domestic appliances
GL-00529,Personal,207180.0,36,609,0.39,31,1,0.8458,domestic appliances
GL-00530,Auto,59580.0,6,712,0.24,41,0,0.2013,car (new)
GL-00531,Personal,204570.0,36,706,0.24,32,0,0.208,retraining
GL-00532,Auto,236790.0,15,631,0.23,28,1,0.7893,car (new)
GL-00533,Auto,135270.0,12,720,0.32,41,0,0.2084,car (used)
GL-00534,Personal,117990.0,24,711,0.32,26,0,0.2184,domestic appliances
GL-00535,Personal,279450.0,24,710,0.32,25,0,0.2196,domestic appliances
GL-00536,Personal,208710.0,21,634,0.23,33,1,0.786,retraining
GL-00537,Auto,123660.0,6,720,0.32,75,0,0.2084,car (new)
GL-00538,Personal,325080.0,18,709,0.24,37,0,0.2047,radio/television
GL-00539,Auto,698670.0,48,615,0.39,42,1,0.8391,car (new)
GL-00540,Personal,274410.0,18,738,0.08,45,0,0.1404,radio/television
GL-00541,Personal,138060.0,12,640,0.15,23,1,0.7633,domestic appliances
GL-00542,Auto,182880.0,24,731,0.32,60,0,0.1962,car (new)
GL-00543,Personal,571500.0,30,609,0.39,31,1,0.8458,radio/television
GL-00544,Personal,257760.0,18,634,0.23,34,1,0.786,radio/television
GL-00545,Auto,112950.0,12,732,0.32,61,0,0.1951,car (new)
GL-00546,Auto,119970.0,24,616,0.39,43,1,0.838,car (new)
GL-00547,Auto,181980.0,24,717,0.32,37,0,0.2118,car (new)
GL-00548,Personal,139680.0,24,726,0.24,32,0,0.1858,domestic appliances
GL-00549,Personal,56340.0,12,604,0.39,24,1,0.8513,domestic appliances
GL-00550,Auto,797220.0,48,740,0.16,35,0,0.1542,car (used)
GL-00551,Personal,89640.0,12,709,0.32,23,0,0.2207,education
GL-00552,Personal,157500.0,6,746,0.16,45,0,0.1476,domestic appliances
GL-00553,Home,629910.0,48,646,0.15,34,1,0.7567,domestic appliances
GL-00554,Auto,179550.0,12,691,0.32,27,0,0.2407,car (new)
GL-00555,Personal,107910.0,9,715,0.32,67,0,0.214,retraining
GL-00556,Personal,119790.0,12,627,0.23,22,1,0.7938,domestic appliances
GL-00557,Auto,205020.0,18,619,0.31,28,1,0.8187,car (new)
GL-00558,Auto,450270.0,21,663,0.15,29,1,0.7378,car (new)
GL-00559,Personal,319680.0,24,618,0.31,27,1,0.8198,radio/television
GL-00560,Personal,173520.0,18,633,0.23,31,1,0.7871,radio/television
GL-00561,Auto,266760.0,24,704,0.32,49,0,0.2262,car (used)
GL-00562,Personal,139140.0,24,604,0.39,24,1,0.8513,domestic appliances
GL-00563,Personal,61470.0,6,716,0.16,29,0,0.1809,domestic appliances
GL-00564,Auto,1115010.0,36,648,0.15,37,1,0.7544,car (new)
GL-00565,Personal,424080.0,24,697,0.32,37,0,0.234,others
GL-00566,Personal,139770.0,24,701,0.24,23,0,0.2136,domestic appliances
GL-00567,Auto,123480.0,12,636,0.23,36,1,0.7838,car (new)
GL-00568,Personal,232020.0,24,739,0.16,34,0,0.1553,domestic appliances
GL-00569,Personal,358110.0,48,700,0.32,41,0,0.2307,domestic appliances
GL-00570,Personal,608220.0,48,621,0.31,31,1,0.8164,domestic appliances
GL-00571,Personal,291060.0,24,604,0.39,23,1,0.8513,radio/television
GL-00572,Personal,535860.0,30,730,0.24,38,0,0.1813,domestic appliances
GL-00573,Auto,488970.0,24,735,0.16,26,0,0.1598,car (used)
GL-00574,Personal,72540.0,15,688,0.32,22,0,0.244,others
GL-00575,Personal,97380.0,9,691,0.32,27,0,0.2407,domestic appliances
GL-00576,Personal,250920.0,15,733,0.16,24,0,0.162,radio/television
GL-00577,Personal,263700.0,12,715,0.16,27,0,0.182,domestic appliances
GL-00578,Personal,173430.0,24,727,0.24,33,0,0.1847,retraining
GL-00579,Auto,253800.0,36,606,0.39,27,1,0.8491,car (new)
GL-00580,Business,84330.0,24,711,0.32,27,0,0.2184,business
GL-00581,Auto,95040.0,18,620,0.31,30,1,0.8176,car (new)
GL-00582,Auto,281160.0,12,740,0.08,49,0,0.1382,car (new)
GL-00583,Personal,124920.0,9,711,0.32,26,0,0.2184,radio/television
GL-00584,Personal,214560.0,36,610,0.39,33,1,0.8447,education
GL-00585,Auto,191970.0,12,726,0.32,52,0,0.2018,car (new)
GL-00586,Personal,183510.0,18,638,0.15,20,1,0.7656,radio/television
GL-00587,Auto,251910.0,9,721,0.16,36,0,0.1753,car (new)
GL-00588,Personal,116010.0,12,688,0.32,21,0,0.244,radio/television
GL-00589,Personal,109530.0,18,618,0.39,47,1,0.8358,repairs
GL-00590,Personal,202140.0,12,638,0.31,60,1,0.7976,radio/television
GL-00591,Personal,34650.0,12,710,0.32,58,0,0.2196,domestic appliances
GL-00592,Auto,176850.0,24,700,0.32,42,0,0.2307,car (new)
GL-00593,Personal,141480.0,21,717,0.32,36,0,0.2118,others
GL-00594,Auto,244620.0,24,614,0.31,20,1,0.8242,car (new)
GL-00595,Personal,122220.0,24,614,0.39,40,1,0.8402,furniture/equipment
GL-00596,Auto,83790.0,6,645,0.15,32,1,0.7578,car (new)
GL-00597,Auto,129780.0,24,604,0.39,23,1,0.8513,car (new)
GL-00598,Home,381690.0,24,648,0.15,36,1,0.7544,others
GL-00599,Auto,249750.0,18,653,0.23,31,1,0.7649,car (new)
GL-00600,Personal,347670.0,24,750,0.08,32,0,0.1271,others
GL-00601,Personal,209610.0,7,738,0.08,45,0,0.1404,domestic appliances
GL-00602,Personal,82620.0,9,608,0.39,30,1,0.8469,radio/television
GL-00603,Personal,165330.0,24,610,0.39,34,1,0.8447,retraining
GL-00604,Personal,301410.0,36,627,0.39,28,1,0.8258,radio/television
GL-00605,Personal,114750.0,10,689,0.32,23,0,0.2429,radio/television
GL-00606,Personal,254520.0,24,688,0.32,22,0,0.244,radio/television
GL-00607,Home,407340.0,24,751,0.24,74,0,0.158,others
GL-00608,Personal,240390.0,36,620,0.39,50,1,0.8336,domestic appliances
GL-00609,Personal,184590.0,18,715,0.32,33,0,0.214,domestic appliances
GL-00610,Auto,117000.0,15,722,0.32,45,0,0.2062,car (used)
GL-00611,Personal,66690.0,12,603,0.39,22,1,0.8524,repairs
GL-00612,Auto,111600.0,10,655,0.15,48,1,0.7467,car (new)
GL-00613,Personal,302130.0,21,692,0.32,29,0,0.2396,domestic appliances
GL-00614,Auto,326880.0,24,724,0.08,22,0,0.156,car (used)
GL-00615,Personal,162720.0,18,623,0.39,22,1,0.8302,radio/television
GL-00616,Personal,1098360.0,48,728,0.16,48,0,0.1676,others
GL-00617,Personal,824130.0,60,715,0.16,27,0,0.182,domestic appliances
GL-00618,Auto,330840.0,6,733,0.08,37,0,0.146,car (new)
GL-00619,Personal,309690.0,30,627,0.23,21,1,0.7938,radio/television
GL-00620,Auto,57600.0,12,724,0.32,49,0,0.204,car (new)
GL-00621,Personal,328680.0,21,715,0.16,27,0,0.182,others
GL-00622,Auto,137700.0,18,641,0.31,32,1,0.7942,car (new)
GL-00623,Personal,352260.0,48,633,0.39,38,1,0.8191,others
GL-00624,Personal,167220.0,12,688,0.32,22,0,0.244,radio/television
GL-00625,Personal,234000.0,18,629,0.39,65,1,0.8236,domestic appliances
GL-00626,Personal,178110.0,15,716,0.32,35,0,0.2129,domestic appliances
GL-00627,Personal,190440.0,6,724,0.16,41,0,0.172,radio/television
GL-00628,Auto,129330.0,9,631,0.23,29,1,0.7893,car (new)
GL-00629,Home,363780.0,42,717,0.32,36,0,0.2118,radio/television
GL-00630,Personal,344880.0,9,769,0.08,64,0,0.106,retraining
GL-00631,Personal,329400.0,24,716,0.16,28,0,0.1809,domestic appliances
GL-00632,Personal,139770.0,18,616,0.39,44,1,0.838,radio/television
GL-00633,Personal,129960.0,15,689,0.32,23,0,0.2429,domestic appliances
GL-00634,Personal,178200.0,9,645,0.23,19,1,0.7738,radio/television
GL-00635,Auto,121950.0,24,617,0.31,25,1,0.8209,car (new)
GL-00636,Personal,125370.0,12,723,0.32,47,0,0.2051,retraining
GL-00637,Personal,123840.0,24,712,0.32,28,0,0.2173,domestic appliances
GL-00638,Personal,1408770.0,60,732,0.16,21,0,0.1631,domestic appliances
GL-00639,Personal,134370.0,12,715,0.32,34,0,0.214,domestic appliances
GL-00640,Personal,393300.0,42,618,0.31,26,1,0.8198,domestic appliances
GL-00641,Personal,67500.0,18,606,0.39,27,1,0.8491,retraining
GL-00642,Personal,117720.0,15,698,0.32,38,0,0.2329,education
GL-00643,Personal,416070.0,15,646,0.31,40,1,0.7887,retraining
GL-00644,Personal,166590.0,24,715,0.32,33,0,0.214,domestic appliances
GL-00645,Personal,169200.0,18,694,0.32,32,0,0.2373,domestic appliances
GL-00646,Personal,718200.0,36,626,0.39,27,1,0.8269,others
GL-00647,Home,412470.0,30,718,0.16,32,0,0.1787,radio/television
GL-00648,Auto,124740.0,12,650,0.23,26,1,0.7682,car (new)
GL-00649,Auto,85230.0,24,613,0.39,38,1,0.8413,car (new)
GL-00650,Personal,61560.0,12,614,0.39,40,1,0.8402,retraining
GL-00651,Personal,672840.0,48,705,0.32,50,0,0.2251,retraining
GL-00652,Personal,172980.0,12,612,0.39,37,1,0.8424,radio/television
GL-00653,Auto,207270.0,24,617,0.39,45,1,0.8369,car (new)
GL-00654,Auto,727740.0,36,639,0.23,42,1,0.7804,car (new)
GL-00655,Auto,211140.0,24,716,0.32,35,0,0.2129,car (used)
GL-00656,Auto,357570.0,14,724,0.08,22,0,0.156,car (new)
GL-00657,Auto,79920.0,12,615,0.39,41,1,0.8391,car (new)
GL-00658,Personal,919980.0,48,717,0.32,37,0,0.2118,domestic appliances
GL-00659,Personal,379890.0,30,716,0.16,28,0,0.1809,others
GL-00660,Personal,572490.0,18,724,0.16,41,0,0.172,radio/television
GL-00661,Personal,116730.0,12,701,0.24,23,0,0.2136,domestic appliances
GL-00662,Auto,81000.0,12,604,0.39,23,1,0.8513,car (new)
GL-00663,Personal,201690.0,21,725,0.32,50,0,0.2029,radio/television
GL-00664,Personal,94500.0,6,696,0.32,35,0,0.2351,radio/television
GL-00665,Personal,94230.0,6,729,0.16,50,0,0.1664,retraining
GL-00666,Personal,568260.0,24,711,0.32,27,0,0.2184,furniture/equipment
GL-00667,Personal,314640.0,30,695,0.32,34,0,0.2362,radio/television
GL-00668,Personal,324810.0,48,747,0.08,27,0,0.1304,others
GL-00669,Auto,435870.0,12,628,0.31,43,1,0.8087,car (new)
GL-00670,Personal,271530.0,30,703,0.32,47,0,0.2273,domestic appliances
GL-00671,Personal,372510.0,24,723,0.24,27,0,0.1891,others
GL-00672,Personal,516780.0,36,738,0.16,31,0,0.1564,others
GL-00673,Auto,932940.0,60,744,0.16,42,0,0.1498,car (new)
GL-00674,Auto,187200.0,6,745,0.08,24,0,0.1327,car (new)
GL-00675,Personal,232200.0,21,635,0.39,41,1,0.8169,others
GL-00676,Personal,407700.0,30,711,0.32,26,0,0.2184,domestic appliances
GL-00677,Personal,463500.0,24,715,0.32,33,0,0.214,radio/television
GL-00678,Personal,503550.0,72,628,0.23,24,1,0.7927,domestic appliances
GL-00679,Personal,214560.0,24,713,0.32,64,0,0.2162,domestic appliances
GL-00680,Personal,130770.0,18,723,0.24,26,0,0.1891,domestic appliances
GL-00681,Personal,138420.0,6,765,0.08,56,0,0.1104,retraining
GL-00682,Personal,205110.0,12,717,0.32,37,0,0.2118,domestic appliances
GL-00683,Personal,133020.0,15,715,0.32,33,0,0.214,domestic appliances
GL-00684,Personal,459270.0,24,735,0.24,47,0,0.1758,domestic appliances
GL-00685,Personal,887130.0,36,730,0.08,31,0,0.1493,others
GL-00686,Auto,587430.0,60,715,0.32,34,0,0.214,car (new)
GL-00687,Personal,121230.0,10,691,0.32,27,0,0.2407,domestic appliances
GL-00688,Auto,257580.0,36,693,0.32,30,0,0.2384,car (new)
GL-00689,Personal,247770.0,9,728,0.24,35,0,0.1836,domestic appliances
GL-00690,Auto,328590.0,12,730,0.08,31,0,0.1493,car (new)
GL-00691,Personal,87750.0,15,714,0.16,25,0,0.1831,radio/television
GL-00692,Personal,236790.0,15,702,0.24,25,0,0.2124,education
GL-00693,Personal,260640.0,24,716,0.16,29,0,0.1809,domestic appliances
GL-00694,Home,424440.0,6,737,0.08,44,0,0.1416,car (new)
GL-00695,Personal,205560.0,24,712,0.32,28,0,0.2173,domestic appliances
GL-00696,Auto,111240.0,6,749,0.16,50,0,0.1442,car (used)
GL-00697,Personal,99270.0,12,692,0.32,29,0,0.2396,domestic appliances
GL-00698,Auto,83340.0,12,754,0.08,38,0,0.1227,car (new)
GL-00699,Personal,162000.0,18,709,0.32,24,0,0.2207,domestic appliances
GL-00700,Personal,171450.0,15,699,0.32,40,0,0.2318,retraining
GL-00701,Personal,101070.0,12,627,0.39,29,1,0.8258,radio/television
GL-00702,Auto,569790.0,48,618,0.39,46,1,0.8358,car (used)
GL-00703,Personal,123930.0,24,703,0.32,47,0,0.2273,domestic appliances
GL-00704,Personal,225270.0,30,700,0.32,41,0,0.2307,others
GL-00705,Personal,227520.0,27,694,0.32,32,0,0.2373,others
GL-00706,Auto,479160.0,15,752,0.08,35,0,0.1249,car (new)
GL-00707,Auto,590400.0,48,616,0.31,24,1,0.822,car (new)
GL-00708,Personal,267210.0,12,605,0.39,25,1,0.8502,radio/television
GL-00709,Personal,108540.0,9,690,0.32,25,0,0.2418,domestic appliances
GL-00710,Personal,190620.0,9,721,0.16,37,0,0.1753,domestic appliances
GL-00711,Personal,56610.0,18,714,0.32,32,0,0.2151,domestic appliances
GL-00712,Personal,107820.0,6,611,0.39,35,1,0.8436,retraining
GL-00713,Auto,222840.0,21,723,0.32,46,0,0.2051,car (used)
GL-00714,Personal,102420.0,9,690,0.32,25,0,0.2418,domestic appliances
GL-00715,Auto,1262430.0,60,606,0.39,27,1,0.8491,car (new)
GL-00716,Auto,683640.0,30,769,0.08,63,0,0.106,car (used)
GL-00717,Personal,276930.0,30,731,0.24,40,0,0.1802,domestic appliances
GL-00718,Personal,135450.0,18,714,0.32,32,0,0.2151,domestic appliances
GL-00719,Personal,283320.0,24,706,0.24,31,0,0.208,domestic appliances
GL-00720,Auto,553320.0,20,706,0.24,31,0,0.208,car (used)
GL-00721,Personal,120330.0,9,610,0.39,34,1,0.8447,domestic appliances
GL-00722,Personal,38970.0,6,604,0.39,24,1,0.8513,retraining
GL-00723,Auto,110520.0,12,604,0.39,24,1,0.8513,car (new)
GL-00724,Personal,71100.0,9,715,0.32,66,0,0.214,domestic appliances
GL-00725,Auto,231300.0,27,635,0.31,21,1,0.8009,car (new)
GL-00726,Auto,22500.0,6,744,0.16,41,0,0.1498,car (new)
GL-00727,Personal,118440.0,15,747,0.16,47,0,0.1464,domestic appliances
GL-00728,Personal,169380.0,18,605,0.39,25,1,0.8502,domestic appliances
GL-00729,Personal,577440.0,48,625,0.39,59,1,0.828,others
GL-00730,Personal,114750.0,24,721,0.16,36,0,0.1753,others
GL-00731,Personal,576270.0,24,731,0.08,33,0,0.1482,domestic appliances
GL-00732,Personal,178830.0,24,627,0.23,21,1,0.7938,domestic appliances
GL-00733,Personal,68400.0,8,701,0.32,44,0,0.2296,domestic appliances
GL-00734,Auto,234270.0,24,736,0.16,28,0,0.1587,car (used)
GL-00735,Auto,304200.0,4,753,0.08,37,0,0.1238,car (new)
GL-00736,Personal,359100.0,36,704,0.24,29,0,0.2102,repairs
GL-00737,Auto,1040400.0,24,640,0.15,23,1,0.7633,car (used)
GL-00738,Auto,394200.0,18,708,0.24,35,0,0.2058,car (new)
GL-00739,Auto,608490.0,6,758,0.08,45,0,0.1182,car (new)
GL-00740,Personal,385200.0,30,606,0.39,26,1,0.8491,others
GL-00741,Auto,209250.0,24,718,0.16,32,0,0.1787,car (new)
GL-00742,Personal,94320.0,10,689,0.32,23,0,0.2429,domestic appliances
GL-00743,Personal,284400.0,21,720,0.32,41,0,0.2084,domestic appliances
GL-00744,Personal,223470.0,24,688,0.32,22,0,0.244,radio/television
GL-00745,Personal,1276110.0,39,693,0.32,30,0,0.2384,radio/television
GL-00746,Personal,161730.0,13,704,0.24,28,0,0.2102,others
GL-00747,Auto,225990.0,15,725,0.08,23,0,0.1549,car (new)
GL-00748,Auto,114660.0,12,624,0.31,37,1,0.8131,car (new)
GL-00749,Auto,472320.0,21,747,0.08,26,0,0.1304,car (used)
GL-00750,Auto,272610.0,15,739,0.16,33,0,0.1553,car (used)
GL-00751,Personal,38520.0,6,728,0.16,49,0,0.1676,radio/television
GL-00752,Auto,87840.0,18,640,0.15,23,1,0.7633,car (new)
