txn_id,Time,hour,amount_inr,channel,rule_hit,fraud_score,fraud_flag,Amount
CC-002946,82503.0,22,82.17,ATM,night_burst,0.07,0,0.99
CC-002947,170234.0,23,663.17,ATM,night_burst,0.1484,0,7.99
CC-002948,123595.0,10,0.0,POS,clean,0.0427,0,0.0
CC-002949,64443.0,17,194.22,POS,clean,0.0913,0,2.34
CC-002950,156739.0,19,4179.05,POS,clean,0.2483,0,50.35
CC-002951,75441.0,20,82.17,POS,clean,0.0606,0,0.99
CC-002952,142046.0,15,2656.0,POS,clean,0.2236,0,32.0
CC-002953,65941.0,18,5941.97,POS,clean,0.3025,0,71.59
CC-002954,100924.0,4,83.0,ATM,night_burst,0.7,1,1.0
CC-002955,87529.0,0,415.0,ATM,night_burst,0.1181,0,5.0
CC-002956,29355.0,8,3712.59,ATM,clean,0.2623,0,44.73
CC-002957,161628.0,20,82.17,POS,clean,0.0808,0,0.99
CC-002958,67958.0,18,348.6,POS,clean,0.1676,0,4.2
CC-002959,165030.0,21,3602.2,ATM,clean,0.247,0,43.4
CC-002960,3896.0,1,2725.72,ATM,night_burst,0.3634,0,32.84
CC-002961,81033.0,22,2340.6,ATM,night_burst,0.215,0,28.2
CC-002962,67495.0,18,83.0,POS,clean,0.1056,0,1.0
CC-002963,122461.0,10,3519.2,POS,clean,0.2511,0,42.4
CC-002964,56333.0,15,107.07,POS,clean,0.0889,0,1.29
CC-002965,163033.0,21,83.0,ATM,clean,0.059,0,1.0
CC-002966,128615.0,11,73.87,POS,clean,0.0737,0,0.89
CC-002967,40790.0,11,3735.0,POS,clean,0.2442,0,45.0
CC-002968,42001.0,11,82.17,POS,clean,0.0395,0,0.99
CC-002969,67711.0,18,746.17,POS,clean,0.146,0,8.99
CC-002970,133971.0,13,629415.56,Ecom,amount_spike,0.5311,0,7583.32
CC-002971,169135.0,22,6557.0,ATM,night_burst,0.3138,0,79.0
CC-002972,152466.0,18,11537.0,Ecom,clean,0.3524,0,139.0
CC-002973,131227.0,12,4940.16,POS,clean,0.2977,0,59.52
CC-002974,55739.0,15,414.17,POS,clean,0.165,0,4.99
CC-002975,122975.0,10,0.0,POS,clean,0.0508,0,0.0
CC-002976,121737.0,9,83.0,POS,clean,0.0761,0,1.0
CC-002977,116675.0,8,3237.0,ATM,clean,0.3555,0,39.0
CC-002978,36243.0,10,11581.82,Ecom,clean,0.3216,0,139.54
CC-002979,76052.0,21,6217.53,ATM,clean,0.2938,0,74.91
CC-002980,17424.0,4,83.0,ATM,night_burst,0.1822,0,1.0
CC-002981,170823.0,23,415.0,ATM,night_burst,0.1276,0,5.0
CC-002982,80564.0,22,40064.1,Ecom,amount_spike,0.3748,0,482.7
CC-002983,2557.0,0,436.58,ATM,night_burst,0.1299,0,5.26
CC-002984,52803.0,14,35026.83,Ecom,amount_spike,0.386,0,422.01
CC-002985,76677.0,21,6308.0,ATM,clean,0.2916,0,76.0
CC-002986,31992.0,8,1659.17,ATM,clean,0.1872,0,19.99
CC-002987,139715.0,14,7677.5,POS,clean,0.3194,0,92.5
CC-002988,64615.0,17,1041.65,POS,clean,0.1848,0,12.55
CC-002989,148220.0,17,2322.34,POS,clean,0.2189,0,27.98
CC-002990,157543.0,19,2241.0,POS,clean,0.2546,0,27.0
CC-002991,80970.0,22,83.0,ATM,night_burst,0.0725,0,1.0
CC-002992,19912.0,5,415.0,ATM,night_burst,0.2622,0,5.0
CC-002993,58185.0,16,107.07,POS,clean,0.0796,0,1.29
CC-002994,66335.0,18,829.17,POS,clean,0.1921,0,9.99
CC-002995,131368.0,12,1755.45,POS,clean,0.238,0,21.15
CC-002996,169086.0,22,82.17,ATM,night_burst,0.0803,0,0.99
CC-002997,122605.0,10,5021.5,POS,clean,0.329,0,60.5
CC-002998,77202.0,21,83.0,ATM,geo_mismatch,0.7,1,1.0
CC-002999,74632.0,20,1113.03,POS,intl_first,0.2074,0,13.41
CC-003000,168191.0,22,63.91,ATM,night_burst,0.0596,0,0.77
CC-003001,81433.0,22,8128.19,ATM,night_burst,0.3076,0,97.93
CC-003002,72224.0,20,762.77,POS,clean,0.162,0,9.19
CC-003003,71229.0,19,5061.34,POS,clean,0.286,0,60.98
CC-003004,141437.0,15,1909.0,POS,clean,0.2031,0,23.0
CC-003005,38089.0,10,2968.08,POS,clean,0.265,0,35.76
CC-003006,114006.0,7,725.42,ATM,clean,0.162,0,8.74
CC-003007,134421.0,13,4141.7,POS,clean,0.2917,0,49.9
CC-003008,47208.0,13,7470.0,POS,clean,0.3219,0,90.0
CC-003009,52267.0,14,3320.0,POS,clean,0.2657,0,40.0
CC-003010,163264.0,21,73.87,ATM,clean,0.0422,0,0.89
CC-003011,85867.0,23,25764.86,Ecom,geo_mismatch,0.9761,1,310.42
CC-003012,32719.0,9,10458.0,Ecom,clean,0.3501,0,126.0
CC-003013,70058.0,19,17570.27,Ecom,clean,0.4044,0,211.69
CC-003014,160376.0,20,107.07,POS,clean,0.0941,0,1.29
CC-003015,104440.0,5,4979.17,ATM,night_burst,0.371,0,59.99
CC-003016,53195.0,14,332.0,POS,clean,0.1234,0,4.0
CC-003017,39055.0,10,9488.56,Ecom,clean,0.3541,0,114.32
CC-003018,137816.0,14,712.97,POS,clean,0.1205,0,8.59
CC-003019,120773.0,9,2407.0,POS,clean,0.217,0,29.0
CC-003020,152998.0,18,22425.77,Ecom,clean,0.3997,0,270.19
CC-003021,147462.0,16,5675.54,POS,clean,0.307,0,68.38
CC-003022,107038.0,5,228.25,ATM,night_burst,0.1947,0,2.75
CC-003023,65868.0,18,164.34,POS,clean,0.0692,0,1.98
CC-003024,155035.0,19,996.0,POS,clean,0.1582,0,12.0
CC-003025,41843.0,11,439.9,POS,clean,0.1579,0,5.3
CC-003026,85285.0,23,0.0,ATM,geo_mismatch,0.7,1,0.0
CC-003027,98473.0,3,6279.78,ATM,night_burst,0.4219,0,75.66
CC-003028,79740.0,22,83.0,ATM,night_burst,0.0645,0,1.0
CC-003029,87883.0,0,68841.03,Ecom,amount_spike,0.7,1,829.41
CC-003030,132154.0,12,97.94,POS,clean,0.0809,0,1.18
CC-003031,136714.0,13,5824.94,POS,clean,0.2929,0,70.18
CC-003032,58522.0,16,83.0,POS,clean,0.1096,0,1.0
CC-003033,33771.0,9,645.74,POS,clean,0.1133,0,7.78
CC-003034,169702.0,23,2481.7,ATM,night_burst,0.2486,0,29.9
CC-003035,36690.0,10,82.17,POS,clean,0.0704,0,0.99
CC-003036,126199.0,11,47310.0,Ecom,amount_spike,0.3578,0,570.0
CC-003037,77967.0,21,164.34,ATM,clean,0.0631,0,1.98
CC-003038,149084.0,17,6635.85,POS,clean,0.3136,0,79.95
CC-003039,81120.0,22,164.34,ATM,night_burst,0.1151,0,1.98
CC-003040,81773.0,22,3464.42,ATM,night_burst,0.2432,0,41.74
CC-003041,63161.0,17,244.85,POS,clean,0.1471,0,2.95
CC-003042,283.0,0,7843.5,ATM,night_burst,0.3018,0,94.5
CC-003043,117596.0,8,333.66,ATM,clean,0.1165,0,4.02
CC-003044,32788.0,9,1867.5,POS,clean,0.2315,0,22.5
CC-003045,141184.0,15,806.76,POS,clean,0.1643,0,9.72
CC-003046,49401.0,13,2097.41,POS,clean,0.2399,0,25.27
CC-003047,72046.0,20,73.87,POS,clean,0.0492,0,0.89
CC-003048,140383.0,14,1968.76,POS,clean,0.2244,0,23.72
CC-003049,171524.0,23,22659.0,Ecom,night_burst,0.3461,0,273.0
CC-003050,140463.0,15,11122.0,Ecom,clean,0.3604,0,134.0
CC-003051,120923.0,9,2905.0,POS,clean,0.2411,0,35.0
CC-003052,9778.0,2,829.17,ATM,night_burst,0.2291,0,9.99
CC-003053,137858.0,14,500.49,POS,clean,0.1473,0,6.03
CC-003054,167385.0,22,1377.8,ATM,night_burst,0.1863,0,16.6
CC-003055,127358.0,11,10499.5,Ecom,clean,0.2991,0,126.5
CC-003056,131120.0,12,50999.35,Ecom,amount_spike,0.4116,0,614.45
CC-003057,141817.0,15,760.28,POS,clean,0.1264,0,9.16
CC-003058,51733.0,14,83.0,POS,clean,0.1042,0,1.0
CC-003059,28490.0,7,4149.17,ATM,clean,0.2644,0,49.99
CC-003060,149731.0,17,829.17,POS,clean,0.16,0,9.99
CC-003061,74452.0,20,979.4,POS,clean,0.1423,0,11.8
CC-003062,133494.0,13,41500.0,Ecom,amount_spike,0.3694,0,500.0
CC-003063,70940.0,19,912.17,POS,clean,0.1682,0,10.99
CC-003064,122633.0,10,871.5,POS,clean,0.1794,0,10.5
CC-003065,77877.0,21,4897.0,ATM,clean,0.284,0,59.0
CC-003066,55795.0,15,73.87,POS,clean,0.0337,0,0.89
CC-003067,155346.0,19,1463.29,POS,clean,0.2104,0,17.63
CC-003068,145925.0,16,2066.7,POS,clean,0.2521,0,24.9
CC-003069,72857.0,20,4270.35,POS,clean,0.3085,0,51.45
CC-003070,66156.0,18,121672.19,Ecom,amount_spike,0.3974,0,1465.93
CC-003071,34512.0,9,1973.74,POS,clean,0.1998,0,23.78
CC-003072,64572.0,17,830.0,POS,clean,0.1898,0,10.0
CC-003073,163104.0,21,1186.07,ATM,clean,0.2362,0,14.29
CC-003074,164075.0,21,2125.63,ATM,clean,0.2593,0,25.61
CC-003075,52143.0,14,747.0,POS,clean,0.1557,0,9.0
CC-003076,159187.0,20,34835.1,Ecom,amount_spike,0.3719,0,419.7
CC-003077,168426.0,22,164.34,ATM,night_burst,0.0937,0,1.98
CC-003078,149242.0,17,3777.33,POS,clean,0.294,0,45.51
CC-003079,138627.0,14,269.75,POS,clean,0.0977,0,3.25
CC-003080,39411.0,10,1245.0,POS,clean,0.2076,0,15.0
CC-003081,40004.0,11,61747.02,Ecom,amount_spike,0.372,0,743.94
CC-003082,43658.0,12,10038.02,Ecom,clean,0.3371,0,120.94
CC-003083,53105.0,14,189.24,POS,clean,0.0948,0,2.28
CC-003084,162389.0,21,576.85,ATM,clean,0.1241,0,6.95
CC-003085,58908.0,16,7655.09,POS,clean,0.2955,0,92.23
CC-003086,171338.0,23,614.2,ATM,night_burst,0.1218,0,7.4
CC-003087,10268.0,2,1826.0,ATM,night_burst,0.3399,0,22.0
CC-003088,58657.0,16,18653.42,Ecom,clean,0.3367,0,224.74
CC-003089,77578.0,21,954.5,ATM,clean,0.1926,0,11.5
CC-003090,161642.0,20,10819.88,Ecom,clean,0.339,0,130.36
CC-003091,103522.0,4,83.0,ATM,night_burst,0.1831,0,1.0
CC-003092,75925.0,21,2158.0,ATM,clean,0.2245,0,26.0
CC-003093,146158.0,16,10501.99,Ecom,clean,0.3482,0,126.53
CC-003094,126505.0,11,913.83,POS,clean,0.1646,0,11.01
CC-003095,79921.0,22,3481.02,ATM,night_burst,0.2435,0,41.94
CC-003096,145891.0,16,63.08,POS,clean,0.0445,0,0.76
CC-003097,87741.0,0,4772.5,ATM,night_burst,0.3298,0,57.5
CC-003098,108196.0,6,125.33,ATM,clean,0.1679,0,1.51
CC-003099,64927.0,18,11512.1,Ecom,clean,0.3435,0,138.7
CC-003100,51089.0,14,15218.05,Ecom,clean,0.3378,0,183.35
CC-003101,126252.0,11,1438.39,POS,clean,0.2207,0,17.33
CC-003102,83947.0,23,34075.65,Ecom,amount_spike,0.3517,0,410.55
CC-003103,145852.0,16,9959.17,Ecom,clean,0.3448,0,119.99
CC-003104,171725.0,23,632.46,ATM,night_burst,0.1359,0,7.62
CC-003105,113020.0,7,14276.0,Ecom,clean,0.3413,0,172.0
CC-003106,33138.0,9,1021.73,POS,clean,0.2558,0,12.31
CC-003107,151946.0,18,41662.68,Ecom,amount_spike,0.3691,0,501.96
CC-003108,66814.0,18,745.34,POS,clean,0.1257,0,8.98
CC-003109,115531.0,8,16906.27,Ecom,clean,0.3222,0,203.69
CC-003110,142939.0,15,20750.0,Ecom,clean,0.3539,0,250.0
CC-003111,130507.0,12,1611.86,POS,clean,0.2519,0,19.42
CC-003112,105432.0,5,175.96,ATM,night_burst,0.1792,0,2.12
CC-003113,42889.0,11,2005.28,POS,clean,0.2245,0,24.16
CC-003114,19914.0,5,830.0,ATM,night_burst,0.3138,0,10.0
CC-003115,77313.0,21,73.87,ATM,clean,0.0441,0,0.89
CC-003116,37956.0,10,164.34,POS,clean,0.1095,0,1.98
CC-003117,76331.0,21,2104.05,ATM,clean,0.2264,0,25.35
CC-003118,169883.0,23,2075.0,ATM,night_burst,0.2535,0,25.0
CC-003119,26902.0,7,184.26,ATM,clean,0.1206,0,2.22
CC-003120,14152.0,3,83.0,ATM,geo_mismatch,0.7,1,1.0
CC-003121,135811.0,13,497.17,POS,clean,0.1372,0,5.99
CC-003122,55895.0,15,17690.62,Ecom,clean,0.3684,0,213.14
CC-003123,69073.0,19,12201.0,Ecom,clean,0.3235,0,147.0
CC-003124,149661.0,17,63.08,POS,clean,0.0702,0,0.76
CC-003125,80749.0,22,90518.14,Ecom,amount_spike,0.4545,0,1090.58
CC-003126,88476.0,0,3319.17,ATM,night_burst,0.2482,0,39.99
CC-003127,100826.0,4,1240.85,ATM,night_burst,0.2767,0,14.95
CC-003128,128289.0,11,6855.8,POS,clean,0.3151,0,82.6
CC-003129,28495.0,7,148.57,ATM,clean,0.0808,0,1.79
CC-003130,127737.0,11,124.5,POS,clean,0.0903,0,1.5
CC-003131,150215.0,17,5519.5,POS,clean,0.3134,0,66.5
CC-003132,32865.0,9,1655.85,POS,clean,0.2154,0,19.95
CC-003133,14573.0,4,9960.0,Ecom,night_burst,0.3986,0,120.0
CC-003134,70656.0,19,829.17,POS,clean,0.195,0,9.99
CC-003135,147362.0,16,307.93,POS,clean,0.0932,0,3.71
CC-003136,43136.0,11,63.08,POS,clean,0.0304,0,0.76
CC-003137,117152.0,8,5874.74,ATM,clean,0.3147,0,70.78
CC-003138,97364.0,3,1240.85,ATM,night_burst,0.2546,0,14.95
CC-003139,168258.0,22,954.5,ATM,night_burst,0.1418,0,11.5
CC-003140,16260.0,4,580.17,ATM,night_burst,0.2332,0,6.99
CC-003141,28476.0,7,23655.0,Ecom,clean,0.3612,0,285.0
CC-003142,63126.0,17,959.48,POS,clean,0.1736,0,11.56
CC-003143,126948.0,11,166.0,POS,clean,0.0908,0,2.0
CC-003144,3333.0,0,73.87,ATM,geo_mismatch,0.2142,0,0.89
CC-003145,129361.0,11,6919.71,POS,clean,0.2897,0,83.37
CC-003146,126508.0,11,3735.0,POS,clean,0.2569,0,45.0
CC-003147,56736.0,15,3104.2,POS,clean,0.2519,0,37.4
CC-003148,146797.0,16,3456.12,POS,clean,0.2463,0,41.64
CC-003149,95023.0,2,4150.0,ATM,night_burst,0.4088,0,50.0
CC-003150,86165.0,23,8217.0,ATM,night_burst,0.3348,0,99.0
CC-003151,73105.0,20,3882.74,POS,clean,0.3653,0,46.78
CC-003152,126039.0,11,3320.0,POS,clean,0.2678,0,40.0
CC-003153,116589.0,8,2975.55,ATM,clean,0.2526,0,35.85
CC-003154,149826.0,17,11740.35,Ecom,clean,0.3176,0,141.45
CC-003155,36622.0,10,829.17,POS,clean,0.1551,0,9.99
CC-003156,21662.0,6,83.0,ATM,geo_mismatch,0.7,1,1.0
CC-003157,166408.0,22,82.17,ATM,night_burst,0.0589,0,0.99
CC-003158,168415.0,22,2612.84,ATM,night_burst,0.2529,0,31.48
CC-003159,33764.0,9,103115.05,Ecom,amount_spike,0.3824,0,1242.35
CC-003160,163190.0,21,497.17,ATM,clean,0.1361,0,5.99
CC-003161,125536.0,10,17762.0,Ecom,clean,0.3575,0,214.0
CC-003162,57006.0,15,6102.16,POS,clean,0.3108,0,73.52
CC-003163,88721.0,0,414.17,ATM,geo_mismatch,0.2322,0,4.99
CC-003164,32103.0,8,1786.16,ATM,clean,0.2255,0,21.52
CC-003165,74981.0,20,4912.77,POS,clean,0.309,0,59.19
CC-003166,125935.0,10,7425.18,POS,clean,0.2873,0,89.46
CC-003167,156035.0,19,63.08,POS,clean,0.1861,0,0.76
CC-003168,137959.0,14,83.0,POS,clean,0.0683,0,1.0
CC-003169,158764.0,20,9960.0,Ecom,clean,0.3193,0,120.0
CC-003170,156596.0,19,1112.2,POS,clean,0.2128,0,13.4
CC-003171,152759.0,18,2861.84,POS,clean,0.2436,0,34.48
CC-003172,124098.0,10,9881.15,Ecom,clean,0.294,0,119.05
CC-003173,38987.0,10,2549.76,POS,clean,0.2716,0,30.72
CC-003174,118236.0,8,63.91,ATM,clean,0.0752,0,0.77
CC-003175,159457.0,20,630.8,POS,clean,0.148,0,7.6
CC-003176,87102.0,0,83.0,ATM,night_burst,0.1158,0,1.0
CC-003177,46657.0,12,13944.0,Ecom,clean,0.3466,0,168.0
CC-003178,87067.0,0,83.0,ATM,night_burst,0.0594,0,1.0
CC-003179,125020.0,10,21526.88,Ecom,clean,0.3541,0,259.36
CC-003180,153616.0,18,166.0,POS,clean,0.1441,0,2.0
CC-003181,70527.0,19,2098.24,POS,clean,0.2015,0,25.28
CC-003182,151382.0,18,4614.8,POS,clean,0.2775,0,55.6
CC-003183,46639.0,12,1049.12,POS,clean,0.1726,0,12.64
CC-003184,164534.0,21,3311.7,ATM,clean,0.2669,0,39.9
CC-003185,159150.0,20,223.27,POS,clean,0.1285,0,2.69
CC-003186,83564.0,23,1659.17,ATM,night_burst,0.1924,0,19.99
CC-003187,80181.0,22,1236.7,ATM,night_burst,0.1982,0,14.9
CC-003188,73926.0,20,2075.0,POS,clean,0.2394,0,25.0
CC-003189,158524.0,20,3730.85,POS,clean,0.2472,0,44.95
CC-003190,47465.0,13,4897.0,POS,clean,0.2616,0,59.0
CC-003191,121151.0,9,223.27,POS,clean,0.1082,0,2.69
CC-003192,122159.0,9,107.07,POS,clean,0.1,0,1.29
CC-003193,124973.0,10,3320.0,POS,clean,0.2747,0,40.0
CC-003194,142331.0,15,10350.1,Ecom,clean,0.3097,0,124.7
CC-003195,169165.0,22,13087.44,Ecom,night_burst,0.3468,0,157.68
CC-003196,149380.0,17,746.17,POS,clean,0.151,0,8.99
CC-003197,157539.0,19,3942.5,POS,clean,0.265,0,47.5
CC-003198,36667.0,10,1660.0,POS,clean,0.216,0,20.0
CC-003199,140364.0,14,2362.18,POS,clean,0.2309,0,28.46
CC-003200,75958.0,21,4150.0,ATM,clean,0.2664,0,50.0
CC-003201,101709.0,4,825.85,ATM,night_burst,0.2687,0,9.95
CC-003202,161968.0,20,20070.23,Ecom,clean,0.4151,0,241.81
CC-003203,64475.0,17,20060.27,Ecom,clean,0.3727,0,241.69
CC-003204,68207.0,18,83.0,POS,geo_mismatch,0.7,1,1.0
CC-003205,43383.0,12,497.17,POS,clean,0.1405,0,5.99
CC-003206,119961.0,9,23590.26,Ecom,clean,0.4092,0,284.22
CC-003207,163956.0,21,3553.23,ATM,clean,0.2872,0,42.81
CC-003208,52678.0,14,83.0,POS,clean,0.0888,0,1.0
CC-003209,163670.0,21,2988.0,ATM,clean,0.2513,0,36.0
CC-003210,78424.0,21,13944.0,Ecom,clean,0.3348,0,168.0
CC-003211,80556.0,22,107.07,ATM,night_burst,0.0619,0,1.29
CC-003212,48244.0,13,637.44,POS,clean,0.1595,0,7.68
CC-003213,81903.0,22,372.67,ATM,night_burst,0.1175,0,4.49
CC-003214,55323.0,15,1743.0,POS,clean,0.2186,0,21.0
CC-003215,165598.0,21,378.48,ATM,clean,0.1146,0,4.56
CC-003216,139143.0,14,1506.45,POS,clean,0.2557,0,18.15
CC-003217,19904.0,5,415.0,ATM,night_burst,0.2604,0,5.0
CC-003218,78224.0,21,1037.5,ATM,clean,0.1706,0,12.5
CC-003219,72029.0,20,530.37,POS,clean,0.154,0,6.39
CC-003220,116469.0,8,2820.34,ATM,clean,0.2311,0,33.98
CC-003221,41353.0,11,2831.96,POS,geo_mismatch,0.852,1,34.12
CC-003222,26556.0,7,8299.17,ATM,geo_mismatch,0.9273,1,99.99
CC-003223,72353.0,20,4150.0,POS,clean,0.2559,0,50.0
CC-003224,147065.0,16,11952.0,Ecom,clean,0.3442,0,144.0
CC-003225,39429.0,10,83.0,POS,clean,0.1042,0,1.0
CC-003226,161106.0,20,830.0,POS,clean,0.1566,0,10.0
CC-003227,140494.0,15,297.97,POS,clean,0.088,0,3.59
CC-003228,743.0,0,12699.0,Ecom,night_burst,0.3333,0,153.0
CC-003229,146453.0,16,271.41,POS,clean,0.0879,0,3.27
CC-003230,31606.0,8,43160.0,Ecom,amount_spike,0.4307,0,520.0
CC-003231,169475.0,23,819.21,ATM,night_burst,0.1668,0,9.87
CC-003232,105357.0,5,2573.0,ATM,night_burst,0.3368,0,31.0
CC-003233,82634.0,22,73.87,ATM,night_burst,0.0342,0,0.89
CC-003234,52552.0,14,1945.52,POS,clean,0.2027,0,23.44
CC-003235,163820.0,21,4150.0,ATM,clean,0.2568,0,50.0
CC-003236,169044.0,22,693.88,ATM,night_burst,0.1512,0,8.36
CC-003237,164071.0,21,4174.9,ATM,clean,0.2998,0,50.3
CC-003238,139999.0,14,8300.0,Ecom,clean,0.306,0,100.0
CC-003239,43468.0,12,141.93,POS,clean,0.117,0,1.71
CC-003240,62341.0,17,91.3,POS,geo_mismatch,0.7,1,1.1
CC-003241,90516.0,1,2453.48,ATM,night_burst,0.3338,0,29.56
CC-003242,24247.0,6,234.89,ATM,clean,0.2264,0,2.83
CC-003243,153092.0,18,31291.0,Ecom,clean,0.4541,0,377.0
CC-003244,126241.0,11,43140.08,Ecom,amount_spike,0.4632,0,519.76
CC-003245,159887.0,20,8299.17,POS,clean,0.3561,0,99.99
CC-003246,165953.0,22,2901.68,ATM,night_burst,0.2744,0,34.96
CC-003247,31451.0,8,3056.06,ATM,clean,0.2349,0,36.82
CC-003248,138188.0,14,1518.9,POS,clean,0.1987,0,18.3
CC-003249,126185.0,11,52091.63,Ecom,amount_spike,0.403,0,627.61
CC-003250,96152.0,2,6217.53,ATM,night_burst,0.3726,0,74.91
CC-003251,155793.0,19,3809.7,POS,clean,0.2686,0,45.9
CC-003252,141158.0,15,3734.17,POS,clean,0.253,0,44.99
CC-003253,17781.0,4,6640.0,ATM,night_burst,0.4017,0,80.0
CC-003254,138164.0,14,19614.56,Ecom,clean,0.3666,0,236.32
CC-003255,4148.0,1,4355.84,ATM,night_burst,0.2818,0,52.48
CC-003256,77708.0,21,2370.48,ATM,clean,0.302,0,28.56
CC-003257,92236.0,1,4909.45,ATM,night_burst,0.4245,0,59.15
CC-003258,74352.0,20,829.17,POS,clean,0.1354,0,9.99
CC-003259,48774.0,13,11027.38,Ecom,clean,0.3335,0,132.86
CC-003260,113776.0,7,117714.75,Ecom,amount_spike,0.3859,0,1418.25
CC-003261,162149.0,21,9127.51,Ecom,clean,0.2962,0,109.97
CC-003262,76785.0,21,2240.17,ATM,clean,0.2021,0,26.99
CC-003263,43521.0,12,19505.0,Ecom,clean,0.3382,0,235.0
CC-003264,61720.0,17,1357.05,POS,clean,0.1994,0,16.35
CC-003265,32247.0,8,7200.25,ATM,clean,0.2993,0,86.75
CC-003266,41258.0,11,4409.79,POS,clean,0.2766,0,53.13
CC-003267,61062.0,16,2740.66,POS,clean,0.2446,0,33.02
CC-003268,149150.0,17,2481.7,POS,clean,0.202,0,29.9
CC-003269,157301.0,19,15211.41,Ecom,clean,0.3709,0,183.27
CC-003270,166355.0,22,780.2,ATM,night_burst,0.1327,0,9.4
CC-003271,134179.0,13,31798.96,Ecom,clean,0.3831,0,383.12
CC-003272,81230.0,22,82.17,ATM,night_burst,0.0548,0,0.99
CC-003273,49538.0,13,746.17,POS,clean,0.1445,0,8.99
CC-003274,120233.0,9,4305.21,POS,clean,0.3019,0,51.87
CC-003275,30206.0,8,10781.7,Ecom,clean,0.3451,0,129.9
CC-003276,134373.0,13,414.17,POS,clean,0.1144,0,4.99
CC-003277,85154.0,23,7046.7,ATM,night_burst,0.3162,0,84.9
CC-003278,60575.0,16,82253.0,Ecom,amount_spike,0.4088,0,991.0
CC-003279,144508.0,16,357.73,POS,clean,0.145,0,4.31
CC-003280,42188.0,11,4256.24,POS,clean,0.3229,0,51.28
CC-003281,164412.0,21,148.57,ATM,clean,0.0934,0,1.79
CC-003282,156190.0,19,26567.47,Ecom,clean,0.3406,0,320.09
CC-003283,78144.0,21,107.07,ATM,geo_mismatch,0.2291,0,1.29
CC-003284,75475.0,20,37184.0,Ecom,amount_spike,0.3594,0,448.0
CC-003285,49080.0,13,5270.5,POS,clean,0.2947,0,63.5
CC-003286,157812.0,19,2032.67,POS,clean,0.2296,0,24.49
CC-003287,149425.0,17,257.3,POS,clean,0.1095,0,3.1
CC-003288,129834.0,12,5145.17,POS,clean,0.3145,0,61.99
CC-003289,163006.0,21,164.34,ATM,clean,0.086,0,1.98
CC-003290,141954.0,15,505.47,POS,clean,0.1925,0,6.09
CC-003291,42848.0,11,2241.0,POS,clean,0.2811,0,27.0
CC-003292,142379.0,15,1865.84,POS,clean,0.2481,0,22.48
CC-003293,67035.0,18,988.53,POS,clean,0.1644,0,11.91
CC-003294,79406.0,22,2319.85,ATM,night_burst,0.2314,0,27.95
CC-003295,60323.0,16,6036.59,POS,clean,0.3016,0,72.73
CC-003296,164040.0,21,148.57,ATM,clean,0.1062,0,1.79
CC-003297,84087.0,23,994.34,ATM,night_burst,0.1632,0,11.98
CC-003298,79408.0,22,83.0,ATM,night_burst,0.0396,0,1.0
CC-003299,56612.0,15,12635.92,Ecom,clean,0.3524,0,152.24
CC-003300,38797.0,10,73.87,POS,clean,0.0651,0,0.89
CC-003301,75791.0,21,831.66,ATM,clean,0.1641,0,10.02
CC-003302,35544.0,9,52531.53,Ecom,amount_spike,0.3916,0,632.91
CC-003303,28018.0,7,73.87,ATM,clean,0.0512,0,0.89
CC-003304,52518.0,14,954.5,POS,clean,0.1905,0,11.5
CC-003305,61544.0,17,80.51,POS,clean,0.0439,0,0.97
CC-003306,39380.0,10,3938.35,POS,clean,0.2592,0,47.45
CC-003307,56802.0,15,1424.28,POS,clean,0.1948,0,17.16
CC-003308,131926.0,12,22161.83,Ecom,clean,0.4176,0,267.01
CC-003309,77990.0,21,83.0,ATM,intl_first,0.061,0,1.0
CC-003310,155675.0,19,19.09,POS,clean,0.0275,0,0.23
CC-003311,52293.0,14,358.56,POS,clean,0.1427,0,4.32
CC-003312,70105.0,19,2638.57,POS,clean,0.2313,0,31.79
CC-003313,157895.0,19,1493.17,POS,clean,0.2149,0,17.99
CC-003314,41392.0,11,2242.66,POS,clean,0.2185,0,27.02
CC-003315,160914.0,20,1279.03,POS,clean,0.2034,0,15.41
CC-003316,54250.0,15,148.57,POS,clean,0.074,0,1.79
CC-003317,116052.0,8,2407.0,ATM,clean,0.3399,0,29.0
CC-003318,59551.0,16,24929.88,Ecom,clean,0.4015,0,300.36
CC-003319,62235.0,17,31251.99,Ecom,clean,0.3807,0,376.53
CC-003320,156710.0,19,629.97,POS,amount_spike,0.7,1,7.59
CC-003321,48244.0,13,996.0,POS,clean,0.2039,0,12.0
CC-003322,38708.0,10,62879.97,Ecom,amount_spike,0.3951,0,757.59
CC-003323,65911.0,18,642.42,POS,clean,0.1173,0,7.74
CC-003324,14229.0,3,455.67,ATM,night_burst,0.1933,0,5.49
CC-003325,40818.0,11,545.31,POS,clean,0.1531,0,6.57
CC-003326,157740.0,19,2323.17,POS,clean,0.2506,0,27.99
CC-003327,48361.0,13,4955.1,POS,clean,0.2716,0,59.7
CC-003328,157479.0,19,3681.05,POS,clean,0.3081,0,44.35
CC-003329,43322.0,12,2070.85,POS,clean,0.206,0,24.95
CC-003330,69045.0,19,1505.62,POS,clean,0.1984,0,18.14
CC-003331,99892.0,3,747.0,ATM,night_burst,0.2256,0,9.0
CC-003332,77777.0,21,22231.55,Ecom,clean,0.3518,0,267.85
CC-003333,116484.0,8,2064.21,ATM,clean,0.2154,0,24.87
