order_id,order_date,customer_id,country,city,category,gmv_inr,status,ship_hours,promised_hours,late_flag
33550,2016-05-04 17:42:00,9612,Estados Unidos,San Francisco,Fishing,33198.34,Delivered,144,96,1
62922,2017-07-07 12:01:00,654,Francia,Other,Camping & Hiking,24898.34,Delivered,72,96,0
53267,2017-02-16 13:27:00,3926,México,Other,Cleats,24895.85,Delivered,72,96,0
50991,2017-01-14 08:04:00,5001,Turquía,Other,Women's Apparel,16600.0,Delivered,48,96,0
19800,2015-10-17 00:28:00,3340,Alemania,Other,Fishing,33198.34,Delivered,144,96,1
23693,2015-12-12 20:21:00,4574,Australia,Other,Water Sports,16599.17,Delivered,96,96,0
51476,2017-01-21 09:59:00,9355,Colombia,Other,Cleats,4979.17,Delivered,48,24,1
74042,2017-12-16 19:51:00,17595,China,Other,Other,2579.64,Delivered,24,0,0
5657,2015-03-24 13:32:00,9045,Argentina,Other,Cardio Equipment,24897.51,Delivered,48,24,1
30470,2016-03-20 18:38:00,7865,Australia,Other,Women's Apparel,16600.0,Delivered,144,48,1
17452,2015-09-12 17:51:00,6619,Italia,Other,Water Sports,16599.17,Delivered,72,96,0
904,2015-01-14 04:21:00,5854,Chile,Other,Other,6225.0,Delivered,120,96,1
8341,2015-05-02 17:52:00,11396,El Salvador,Other,Camping & Hiking,24898.34,Delivered,48,48,0
30982,2016-03-28 06:01:00,9432,Australia,Other,Electronics,9292.68,Delivered,72,48,1
68066,2017-09-20 14:12:00,9009,Reino Unido,Other,Women's Apparel,12450.0,Delivered,48,48,0
56323,2017-04-02 04:06:00,10490,Nicaragua,Managua,Women's Apparel,20750.0,Delivered,48,24,1
1971,2015-01-29 18:10:00,1717,Brasil,Other,Fishing,33198.34,Delivered,48,96,0
21481,2015-11-10 13:24:00,2749,Australia,Perth,Men's Footwear,10789.17,Delivered,48,96,0
16448,2015-08-29 02:07:00,2361,Alemania,Other,Shop By Sport,13276.68,Delivered,96,96,0
47318,2016-11-21 17:15:00,2483,Turquía,Other,Indoor/Outdoor Games,8296.68,Delivered,48,24,1
49275,2016-12-20 06:52:00,7860,República Democrática del Congo,Other,Accessories,6222.51,Delivered,144,96,1
6743,2015-04-09 10:01:00,215,Guatemala,Other,Other,8712.51,Delivered,96,48,1
53975,2017-02-26 21:29:00,11794,Honduras,Other,Shop By Sport,16595.85,Delivered,144,96,1
13801,2015-07-21 10:45:00,8016,Francia,Other,Fishing,33198.34,Delivered,48,48,0
34980,2016-05-25 14:42:00,7460,Estados Unidos,Other,Cardio Equipment,33196.68,Delivered,144,96,1
16806,2015-09-03 07:32:00,9251,Italia,Other,Men's Footwear,10789.17,Delivered,48,96,0
9735,2015-05-23 02:15:00,6244,México,Mexico City,Men's Footwear,10789.17,Delivered,144,96,1
46382,2016-11-08 01:19:00,4310,Bulgaria,Other,Fishing,33198.34,Delivered,72,96,0
13445,2015-07-16 06:01:00,291,Países Bajos,Other,Camping & Hiking,24898.34,Delivered,48,24,1
51979,2017-01-28 18:12:00,5989,Nicaragua,Other,Cleats,14937.51,Delivered,120,96,1
27187,2016-02-01 20:28:00,4974,Australia,Melbourne,Water Sports,16599.17,Delivered,72,96,0
4044,2015-03-01 00:26:00,11914,Honduras,Tegucigalpa,Women's Apparel,16600.0,Delivered,48,24,1
20425,2015-10-26 03:26:00,8317,Indonesia,Other,Shop By Sport,6638.34,Delivered,144,96,1
48755,2016-12-12 16:41:00,11576,Mozambique,Other,Indoor/Outdoor Games,8296.68,Delivered,144,96,1
39910,2016-08-05 13:54:00,8576,Estados Unidos,Other,Women's Apparel,8300.0,Delivered,144,96,1
10944,2015-06-09 17:49:00,10808,Italia,Other,Indoor/Outdoor Games,20741.7,Delivered,120,96,1
59626,2017-05-20 09:17:00,9736,Guatemala,Mixco,Other,19920.0,Delivered,48,24,1
43478,2016-09-26 15:55:00,6237,Nigeria,Other,Women's Apparel,20750.0,Delivered,48,24,1
1642,2015-01-24 22:54:00,946,Cuba,Other,Camping & Hiking,24898.34,Delivered,72,96,0
46740,2016-11-13 06:45:00,6508,Polonia,Other,Fishing,33198.34,Delivered,144,96,1
43646,2016-09-29 02:47:00,8924,República Democrática del Congo,Kinshasa,Cleats,24895.85,Delivered,48,24,1
2617,2015-02-08 04:30:00,1702,Brasil,Other,Camping & Hiking,24898.34,Delivered,72,48,1
25361,2016-01-06 04:44:00,2016,Australia,Other,Men's Footwear,10789.17,Delivered,48,24,1
4255,2015-03-04 02:21:00,6370,México,Other,Fishing,33198.34,Delivered,144,96,0
57756,2017-04-23 02:08:00,9813,Nicaragua,Other,Men's Footwear,10789.17,Delivered,48,48,0
50408,2017-01-05 19:49:00,6987,Turquía,Other,Camping & Hiking,24898.34,Delivered,96,96,0
66733,2017-09-01 03:11:00,11673,Reino Unido,Other,Indoor/Outdoor Games,16593.36,Delivered,96,96,0
34428,2016-05-17 13:18:00,6112,Estados Unidos,Los Angeles,Camping & Hiking,24898.34,Delivered,48,24,1
43485,2016-09-26 18:22:00,625,Egipto,Other,Indoor/Outdoor Games,4148.34,Delivered,144,96,1
67536,2017-09-12 20:31:00,8226,Alemania,Other,Indoor/Outdoor Games,8296.68,Delivered,48,96,0
72225,2017-11-20 07:17:00,15778,India,Other,Other,24322.32,Delivered,48,24,1
60283,2017-05-29 23:28:00,11960,Brasil,Other,Water Sports,16599.17,Delivered,48,24,0
71722,2017-11-12 23:03:00,15275,Australia,Melbourne,Other,13643.54,Delivered,72,96,0
74216,2017-12-19 08:49:00,17769,China,Other,Other,937.07,Delivered,48,96,0
64647,2017-08-01 16:22:00,9856,Reino Unido,Other,Water Sports,16599.17,Delivered,72,96,0
70326,2017-10-23 13:58:00,13879,Austria,Viena,Other,29639.3,Delivered,48,96,0
26024,2016-01-15 21:00:00,291,Australia,Other,Cleats,14937.51,Delivered,120,96,1
55156,2017-03-16 03:15:00,966,México,Mexico City,Women's Apparel,8300.0,Delivered,48,48,0
15379,2015-08-13 11:35:00,6005,Reino Unido,Other,Other,8295.85,Delivered,120,96,1
2106,2015-01-31 17:28:00,5305,Brasil,São Paulo,Fishing,33198.34,Delivered,48,48,0
3827,2015-02-25 20:25:00,5574,Panamá,Other,Women's Apparel,20750.0,Delivered,72,96,0
31633,2016-04-06 18:05:00,5917,Estados Unidos,Los Angeles,Water Sports,16599.17,Delivered,96,96,0
53331,2017-02-17 11:52:00,10200,México,Other,Cleats,24895.85,Delivered,48,96,0
9647,2015-05-21 19:25:00,5675,México,Other,Indoor/Outdoor Games,16593.36,Delivered,72,96,0
70045,2017-10-19 11:31:00,13598,Países Bajos,Other,Other,29639.3,Delivered,144,96,1
23760,2015-12-13 19:50:00,3039,China,Other,Cleats,14937.51,Delivered,24,0,1
45726,2016-10-29 11:30:00,7331,Turquía,Other,Water Sports,16599.17,Delivered,48,96,0
34734,2016-05-22 00:31:00,5316,Estados Unidos,Other,Men's Footwear,10789.17,Delivered,0,0,0
49743,2016-12-27 02:50:00,9107,Turquía,Estambul,Indoor/Outdoor Games,16593.36,Delivered,48,24,1
43807,2016-10-01 11:11:00,4230,Egipto,Other,Men's Footwear,10789.17,Delivered,72,96,0
28281,2016-02-17 19:44:00,4225,India,Other,Men's Footwear,10789.17,Delivered,48,48,0
68006,2017-09-19 17:10:00,6842,España,Other,Men's Footwear,10789.17,Delivered,48,96,0
7776,2015-04-24 11:55:00,3364,Guatemala,Villa Nueva,Shop By Sport,3319.17,Delivered,48,48,0
56004,2017-03-28 12:20:00,328,El Salvador,Soyapango,Women's Apparel,12450.0,Delivered,120,96,1
5484,2015-03-22 00:56:00,12123,Barbados,Other,Other,8300.0,Delivered,48,24,1
8057,2015-04-28 14:22:00,6197,Nicaragua,Other,Water Sports,16599.17,Delivered,72,96,0
62323,2017-06-28 18:10:00,2586,Suecia,Other,Cleats,9958.34,Delivered,96,96,0
26725,2016-01-26 02:36:00,4333,Filipinas,Manila,Women's Apparel,8300.0,Delivered,144,96,1
20269,2015-10-23 20:46:00,4166,Finlandia,Other,Camping & Hiking,24898.34,Delivered,120,96,1
936,2015-01-14 15:34:00,7202,Colombia,Other,Fishing,33198.34,Delivered,48,48,0
61754,2017-06-20 10:49:00,5623,Alemania,Berlín,Cleats,19916.68,Delivered,48,24,1
55057,2017-03-14 16:34:00,4274,México,Other,Men's Footwear,10789.17,Delivered,72,96,0
28495,2016-02-20 22:43:00,455,Corea del Sur,Other,Men's Footwear,10789.17,Delivered,144,48,1
14743,2015-08-04 04:46:00,1740,Irlanda,Other,Women's Apparel,4150.0,Delivered,96,96,0
29655,2016-03-08 21:07:00,6737,China,Other,Indoor/Outdoor Games,20741.7,Delivered,144,96,0
29760,2016-03-10 09:54:00,11107,Filipinas,Manila,Fishing,33198.34,Delivered,144,96,0
39241,2016-07-26 19:31:00,2368,Estados Unidos,Other,Cleats,4979.17,Delivered,48,96,0
15703,2015-08-18 05:06:00,12433,Reino Unido,Other,Shop By Sport,9957.51,Delivered,96,48,1
46823,2016-11-14 11:49:00,4243,Yemen,Other,Women's Apparel,12450.0,Delivered,48,24,1
44656,2016-10-13 20:38:00,11284,Irak,Other,Water Sports,16599.17,Delivered,48,96,0
26753,2016-01-26 12:25:00,1488,Indonesia,Other,Men's Footwear,10789.17,Delivered,96,96,0
49117,2016-12-17 23:31:00,4582,SudAfrica,Other,Shop By Sport,3319.17,Delivered,48,24,1
14475,2015-07-31 06:53:00,12307,España,Madrid,Cardio Equipment,8299.17,Delivered,144,96,1
75643,2018-01-09 04:45:00,19196,Myanmar (Birmania),Other,Other,7005.2,Delivered,96,48,1
34459,2016-05-18 00:10:00,3995,Estados Unidos,San Francisco,Water Sports,16599.17,Delivered,120,96,1
24173,2015-12-19 20:31:00,978,China,Other,Fishing,33198.34,Delivered,96,96,0
60828,2017-06-06 22:24:00,4775,Colombia,Other,Shop By Sport,3319.17,Delivered,96,96,0
29204,2016-03-02 07:06:00,9926,India,Other,Shop By Sport,9957.51,Delivered,120,96,1
44306,2016-10-08 18:00:00,9647,Canada,Other,Indoor/Outdoor Games,20741.7,Delivered,48,96,0
2897,2015-02-12 06:35:00,9935,Panamá,Other,Indoor/Outdoor Games,4148.34,Delivered,72,96,0
22838,2015-11-30 08:49:00,534,China,Other,Indoor/Outdoor Games,16593.36,Delivered,96,96,0
61082,2017-06-10 15:23:00,9609,Honduras,Other,Cardio Equipment,41495.85,Delivered,72,48,1
57884,2017-04-24 22:59:00,1034,Brasil,Other,Water Sports,16599.17,Delivered,120,96,1
881,2015-01-13 20:18:00,3291,Cuba,Other,Women's Apparel,16600.0,Delivered,48,96,0
35179,2016-05-28 12:25:00,4875,Estados Unidos,Other,Women's Apparel,20750.0,Delivered,48,24,1
37777,2016-07-05 10:36:00,11512,Estados Unidos,Other,Women's Apparel,12450.0,Delivered,72,96,0
66516,2017-08-28 23:10:00,5674,Alemania,Berlín,Women's Apparel,8300.0,Delivered,48,24,1
28196,2016-02-16 13:57:00,2787,Australia,Other,Cleats,19916.68,Delivered,48,96,0
51748,2017-01-25 09:16:00,9314,Colombia,Other,Men's Footwear,10789.17,Delivered,96,96,0
20327,2015-10-24 17:06:00,9380,Australia,Other,Women's Apparel,20750.0,Delivered,72,96,0
74798,2017-12-27 20:43:00,18351,Australia,Other,Other,38302.84,Delivered,96,96,0
7881,2015-04-26 00:42:00,6673,México,Other,Water Sports,16599.17,Delivered,48,48,0
57976,2017-04-26 07:13:00,6574,Brasil,Other,Women's Apparel,12450.0,Delivered,48,24,1
21280,2015-11-07 14:58:00,3685,India,Other,Women's Apparel,20750.0,Delivered,144,48,1
50995,2017-01-14 09:28:00,2108,Nigeria,Other,Women's Apparel,8300.0,Delivered,0,0,0
57610,2017-04-20 22:59:00,8491,Honduras,Tegucigalpa,Fishing,33198.34,Delivered,144,96,1
10544,2015-06-03 21:40:00,8960,Francia,Other,Women's Apparel,16600.0,Delivered,120,96,1
48042,2016-12-02 06:54:00,4104,Benín,Other,Shop By Sport,6638.34,Delivered,72,96,0
26543,2016-01-23 10:50:00,11056,Indonesia,Yakarta,Women's Apparel,4150.0,Delivered,96,96,0
70717,2017-10-29 06:57:00,14270,España,Other,Other,124500.0,Delivered,48,24,1
28355,2016-02-18 21:40:00,8622,Australia,Other,Men's Footwear,10789.17,Delivered,144,96,1
37423,2016-06-30 06:35:00,12013,Estados Unidos,Los Angeles,Indoor/Outdoor Games,4148.34,Delivered,96,96,0
23712,2015-12-13 03:01:00,8925,India,Other,Indoor/Outdoor Games,20741.7,Delivered,72,96,0
26337,2016-01-20 10:40:00,5899,China,Other,Fishing,33198.34,Delivered,72,48,1
61654,2017-06-18 23:47:00,1487,Reino Unido,Other,Women's Apparel,12450.0,Delivered,120,96,1
52285,2017-02-02 05:24:00,1379,República Dominicana,Other,Men's Footwear,10789.17,Delivered,48,24,1
37489,2016-07-01 05:42:00,2998,Estados Unidos,Houston,Shop By Sport,16595.85,Delivered,120,96,1
51430,2017-01-20 17:52:00,1282,Brasil,Other,Cleats,14937.51,Delivered,144,96,1
45743,2016-10-29 17:27:00,6839,Nigeria,Other,Shop By Sport,6638.34,Delivered,96,48,1
23186,2015-12-05 10:44:00,3337,Indonesia,Other,Shop By Sport,6638.34,Delivered,48,24,1
35004,2016-05-25 23:06:00,2121,Estados Unidos,Other,Water Sports,16599.17,Delivered,120,96,1
60768,2017-06-06 01:23:00,6078,Cuba,Santiago de Cuba,Indoor/Outdoor Games,16593.36,Delivered,96,96,0
56351,2017-04-02 13:54:00,3850,Nicaragua,Managua,Indoor/Outdoor Games,4148.34,Delivered,48,96,0
49551,2016-12-24 07:34:00,7244,República Democrática del Congo,Kinshasa,Men's Footwear,10789.17,Delivered,48,48,0
21772,2015-11-14 19:21:00,10305,Australia,Brisbane,Cleats,14937.51,Delivered,72,96,0
65345,2017-08-11 20:54:00,8671,España,Madrid,Men's Footwear,10789.17,Delivered,48,24,1
14299,2015-07-28 17:13:00,11645,Austria,Viena,Camping & Hiking,24898.34,Delivered,24,0,1
46134,2016-11-04 10:26:00,11828,Mozambique,Other,Cardio Equipment,12450.0,Delivered,0,0,0
36504,2016-06-16 20:37:00,10555,Estados Unidos,Other,Water Sports,16599.17,Delivered,120,96,1
12241,2015-06-28 16:13:00,1273,Francia,Other,Water Sports,16599.17,Delivered,48,24,1
17187,2015-09-08 21:01:00,1972,España,Other,Fishing,33198.34,Delivered,72,48,1
12217,2015-06-28 07:48:00,3048,Alemania,Other,Fishing,33198.34,Delivered,48,24,1
25686,2016-01-10 22:35:00,6858,Australia,Other,Fishing,33198.34,Delivered,48,96,0
18743,2015-10-01 14:09:00,10845,España,Other,Cleats,24895.85,Delivered,96,96,0
33854,2016-05-09 04:12:00,4279,Estados Unidos,Other,Fishing,33198.34,Delivered,48,24,1
49407,2016-12-22 05:07:00,4606,Austria,Viena,Cardio Equipment,33196.68,Delivered,72,96,0
14646,2015-08-02 18:47:00,87,Alemania,Other,Cleats,4979.17,Delivered,48,24,1
4618,2015-03-09 09:32:00,4473,El Salvador,Other,Electronics,15932.68,Delivered,96,48,1
15000,2015-08-07 22:49:00,3884,Países Bajos,Other,Cleats,14937.51,Delivered,144,96,1
62177,2017-06-26 15:01:00,6259,Francia,Other,Men's Footwear,10789.17,Delivered,72,96,0
26340,2016-01-20 11:43:00,5877,Australia,Other,Cardio Equipment,8299.17,Delivered,144,48,1
58125,2017-04-28 11:25:00,8775,Panamá,San Miguelito,Indoor/Outdoor Games,16593.36,Delivered,144,96,1
8496,2015-05-05 00:10:00,8559,República Dominicana,Santo Domingo,Fishing,33198.34,Delivered,48,96,0
22804,2015-11-29 20:54:00,5129,Indonesia,Yakarta,Cleats,19916.68,Delivered,120,48,1
4845,2015-03-12 17:04:00,9040,Costa Rica,Other,Fishing,33198.34,Delivered,48,24,1
29488,2016-03-06 10:36:00,5043,Australia,Other,Water Sports,16599.17,Delivered,48,24,1
32062,2016-04-13 00:23:00,10460,Estados Unidos,Other,Shop By Sport,3319.17,Delivered,72,96,0
59421,2017-05-17 09:28:00,6736,Brasil,Other,Women's Apparel,20750.0,Delivered,48,48,0
15114,2015-08-09 14:45:00,11282,Francia,Other,Indoor/Outdoor Games,12445.02,Delivered,120,96,1
58847,2017-05-09 00:22:00,4839,Venezuela,Other,Camping & Hiking,24898.34,Delivered,72,96,0
34387,2016-05-16 22:56:00,5897,Estados Unidos,Other,Camping & Hiking,24898.34,Delivered,72,96,0
43955,2016-10-03 15:02:00,12378,Egipto,Other,Fishing,33198.34,Delivered,144,96,1
29977,2016-03-13 13:55:00,11528,China,Other,Women's Apparel,4150.0,Delivered,48,24,1
18570,2015-09-29 01:32:00,516,Alemania,Other,Golf Balls,1659.17,Delivered,144,96,1
40011,2016-08-07 01:17:00,3506,Estados Unidos,Other,Cleats,19916.68,Delivered,48,48,0
49289,2016-12-20 11:46:00,6403,Arabia Saudí,Other,Indoor/Outdoor Games,4148.34,Delivered,120,96,1
55095,2017-03-15 05:52:00,2301,República Dominicana,Santo Domingo,Water Sports,16599.17,Delivered,48,24,1
59462,2017-05-17 23:50:00,11363,Perú,Other,Other,14939.17,Delivered,72,48,1
57937,2017-04-25 17:33:00,11133,El Salvador,Soyapango,Women's Apparel,12450.0,Delivered,72,96,0
15561,2015-08-16 03:21:00,1195,Reino Unido,Other,Indoor/Outdoor Games,8296.68,Delivered,48,96,0
56031,2017-03-28 21:48:00,9678,México,Mexico City,Cleats,19916.68,Delivered,48,96,0
68085,2017-09-20 20:51:00,5540,Italia,Other,Women's Apparel,8300.0,Delivered,144,48,1
52770,2017-02-09 07:19:00,10335,México,Other,Water Sports,16599.17,Delivered,144,96,1
41108,2016-08-23 01:36:00,6494,Estados Unidos,Other,Fishing,33198.34,Delivered,96,48,1
63701,2017-07-18 20:56:00,2243,Reino Unido,Other,Camping & Hiking,24898.34,Delivered,48,48,0
40073,2016-08-07 23:00:00,7801,Estados Unidos,Other,Cleats,19916.68,Delivered,96,48,1
46669,2016-11-12 05:52:00,5691,Nigeria,Other,Men's Footwear,10789.17,Delivered,120,96,1
50476,2017-01-06 19:38:00,10248,Irán,Other,Water Sports,16599.17,Delivered,48,96,0
27308,2016-02-03 14:51:00,6566,Filipinas,Other,Fishing,33198.34,Delivered,48,24,1
44812,2016-10-16 03:17:00,10865,Tanzania,Other,Cleats,19916.68,Delivered,72,96,0
62357,2017-06-29 06:05:00,8033,Francia,Paris,Fishing,33198.34,Delivered,72,96,0
41468,2016-08-28 07:44:00,11431,SudAfrica,Other,Cleats,9958.34,Delivered,96,48,1
61545,2017-06-17 09:36:00,6293,Brasil,Other,Women's Apparel,20750.0,Delivered,144,96,1
17844,2015-09-18 11:11:00,1200,Irlanda,Other,Indoor/Outdoor Games,16593.36,Delivered,120,96,1
61378,2017-06-14 23:05:00,6184,Brasil,Other,Cleats,24895.85,Delivered,96,96,0
38610,2016-07-17 14:27:00,11026,Estados Unidos,Other,Electronics,10620.68,Delivered,144,96,1
12350,2015-06-30 06:24:00,4768,Alemania,Other,Men's Footwear,10789.17,Delivered,144,96,1
3560,2015-02-21 22:52:00,10841,República Dominicana,Santo Domingo,Camping & Hiking,24898.34,Delivered,144,96,1
62025,2017-06-24 09:46:00,1632,Alemania,Other,Other,33200.0,Delivered,144,48,1
42847,2016-09-17 10:51:00,4907,Mozambique,Other,Cardio Equipment,41495.85,Delivered,0,0,0
55793,2017-03-25 10:25:00,9778,Argentina,Buenos Aires,Cleats,4979.17,Delivered,96,96,0
55137,2017-03-15 20:35:00,2174,México,Other,Shop By Sport,13276.68,Delivered,48,24,1
66105,2017-08-22 23:10:00,5829,Alemania,Other,Camping & Hiking,24898.34,Delivered,144,96,1
52537,2017-02-05 21:42:00,1089,Guatemala,Other,Cardio Equipment,24897.51,Delivered,72,96,0
55277,2017-03-17 21:38:00,3119,República Dominicana,Santo Domingo,Water Sports,16599.17,Delivered,72,96,0
62217,2017-06-27 05:02:00,603,Suecia,Other,Cleats,9958.34,Delivered,72,96,0
52005,2017-01-29 03:19:00,2515,República Dominicana,Other,Indoor/Outdoor Games,20741.7,Delivered,144,96,1
16848,2015-09-03 22:15:00,3970,España,Madrid,Electronics,11202.51,Delivered,96,96,0
22362,2015-11-23 10:03:00,8614,Myanmar (Birmania),Other,Women's Apparel,16600.0,Delivered,72,48,1
66354,2017-08-26 14:24:00,12145,Alemania,Other,Indoor/Outdoor Games,4148.34,Delivered,120,48,1
65720,2017-08-17 08:17:00,10804,Francia,Other,Fishing,33198.34,Delivered,144,48,1
51692,2017-01-24 13:39:00,948,México,Other,Camping & Hiking,24898.34,Delivered,72,48,1
7611,2015-04-22 02:07:00,8823,Venezuela,Other,Indoor/Outdoor Games,8296.68,Delivered,48,96,0
4724,2015-03-10 22:40:00,7684,Nicaragua,Managua,Water Sports,16599.17,Delivered,120,96,1
64452,2017-07-29 20:03:00,7879,Francia,Other,Men's Footwear,10789.17,Delivered,72,96,0
14542,2015-08-01 06:21:00,570,Italia,Other,Water Sports,16599.17,Delivered,72,96,0
62099,2017-06-25 11:41:00,5827,Francia,Other,Cleats,24895.85,Delivered,120,96,1
31326,2016-04-02 06:32:00,11943,Estados Unidos,Philadelphia,Cleats,24895.85,Delivered,48,96,0
23165,2015-12-05 03:22:00,4907,India,Other,Water Sports,16599.17,Delivered,144,96,1
22918,2015-12-01 12:50:00,12349,China,Other,Cardio Equipment,33196.68,Delivered,48,24,1
8952,2015-05-11 15:56:00,10981,Argentina,Buenos Aires,Indoor/Outdoor Games,4148.34,Delivered,72,96,0
56321,2017-04-02 03:24:00,7863,República Dominicana,Other,Water Sports,16599.17,Delivered,48,48,0
62704,2017-07-04 07:39:00,3143,Francia,Other,Women's Apparel,16600.0,Delivered,48,24,1
23771,2015-12-13 23:41:00,9760,Indonesia,Other,Cleats,14937.51,Delivered,24,0,1
42857,2016-09-17 14:21:00,6528,Turquía,Other,Women's Apparel,8300.0,Delivered,72,48,0
70510,2017-10-26 06:26:00,14063,España,Other,Other,124500.0,Delivered,144,96,1
32348,2016-04-17 04:35:00,4457,Estados Unidos,Philadelphia,Camping & Hiking,24898.34,Delivered,96,96,0
54486,2017-03-06 08:31:00,11842,Brasil,Other,Women's Apparel,4150.0,Delivered,48,48,0
35549,2016-06-02 22:02:00,248,Estados Unidos,Other,Cleats,9958.34,Delivered,120,96,1
5952,2015-03-28 20:54:00,4005,Panamá,San Miguelito,Camping & Hiking,24898.34,Delivered,72,96,0
47157,2016-11-19 08:50:00,6251,Rumania,Other,Other,22812.55,Delivered,72,96,0
44728,2016-10-14 21:51:00,5280,Ghana,Other,Cardio Equipment,41495.85,Delivered,24,0,1
61776,2017-06-20 18:32:00,6683,Francia,Other,Cleats,24895.85,Delivered,48,96,0
42285,2016-09-09 05:58:00,11151,Moldavia,Other,Men's Footwear,10789.17,Delivered,144,96,1
37236,2016-06-27 13:04:00,10876,Estados Unidos,Other,Indoor/Outdoor Games,12445.02,Delivered,48,48,0
10531,2015-06-03 17:07:00,8697,Reino Unido,Other,Water Sports,16599.17,Delivered,48,96,0
30416,2016-03-19 23:43:00,1937,Australia,Other,Men's Footwear,10789.17,Delivered,48,48,0
5482,2015-03-22 00:14:00,7962,Barbados,Other,Women's Apparel,12450.0,Delivered,0,0,0
58740,2017-05-07 10:53:00,2041,Nicaragua,Other,Water Sports,16599.17,Delivered,48,24,1
38651,2016-07-18 04:49:00,442,Estados Unidos,San Francisco,Golf Balls,6220.85,Delivered,48,96,0
40505,2016-08-14 06:21:00,1966,Estados Unidos,Seattle,Women's Apparel,4150.0,Delivered,144,96,1
14027,2015-07-24 17:55:00,3197,Países Bajos,Other,Women's Apparel,8300.0,Delivered,48,24,1
25643,2016-01-10 07:32:00,10295,Indonesia,Other,Camping & Hiking,24898.34,Delivered,48,24,0
3579,2015-02-22 05:31:00,7429,Nicaragua,Other,Fishing,33198.34,Delivered,48,24,1
39864,2016-08-04 21:47:00,931,Estados Unidos,Other,Indoor/Outdoor Games,8296.68,Delivered,120,96,1
33212,2016-04-29 19:17:00,7686,Estados Unidos,Other,Cleats,14937.51,Delivered,48,24,1
70737,2017-10-29 13:58:00,14290,Italia,Other,Other,124500.0,Delivered,72,96,0
56738,2017-04-08 05:29:00,6992,México,Other,Electronics,3983.17,Delivered,96,96,0
42744,2016-09-15 22:46:00,9905,Angola,Other,Cleats,9958.34,Delivered,120,48,1
21852,2015-11-15 23:22:00,5276,China,Other,Water Sports,16599.17,Delivered,72,96,0
17455,2015-09-12 18:54:00,9169,Alemania,Other,Women's Apparel,20750.0,Delivered,144,96,1
27324,2016-02-03 20:27:00,3333,China,Other,Women's Apparel,20750.0,Delivered,120,96,1
41842,2016-09-02 18:45:00,10008,Kenia,Other,Fishing,33198.34,Delivered,72,96,0
24315,2015-12-21 22:16:00,8704,India,Other,Golf Balls,3318.34,Delivered,144,48,1
27502,2016-02-06 10:49:00,399,Indonesia,Other,Men's Footwear,10789.17,Delivered,72,96,0
36609,2016-06-18 09:24:00,8669,Estados Unidos,Other,Cardio Equipment,33196.68,Delivered,120,96,1
2006,2015-01-30 06:26:00,8745,Brasil,Other,Men's Footwear,10789.17,Delivered,48,96,0
53465,2017-02-19 10:49:00,7393,México,Other,Water Sports,16599.17,Delivered,144,96,1
52173,2017-01-31 14:10:00,9964,Cuba,Other,Men's Footwear,10789.17,Delivered,96,96,0
51247,2017-01-18 01:45:00,4267,Marruecos,Other,Cleats,9958.34,Delivered,72,96,0
56745,2017-04-08 07:57:00,12394,México,Other,Cardio Equipment,24897.51,Delivered,144,96,1
38237,2016-07-12 03:46:00,6483,Estados Unidos,New York City,Women's Apparel,16600.0,Delivered,72,96,0
34355,2016-05-16 11:44:00,9812,Estados Unidos,San Francisco,Electronics,10620.68,Delivered,48,24,1
777,2015-01-12 07:52:00,7761,Nicaragua,Other,Cardio Equipment,8299.17,Delivered,72,48,1
34162,2016-05-13 16:07:00,1320,Estados Unidos,San Francisco,Women's Apparel,20750.0,Delivered,72,96,0
38274,2016-07-12 16:44:00,2084,Estados Unidos,Other,Other,5308.68,Delivered,120,48,1
18830,2015-10-02 20:38:00,244,Francia,Other,Women's Apparel,16600.0,Delivered,144,96,1
4542,2015-03-08 06:54:00,3558,República Dominicana,Santo Domingo,Indoor/Outdoor Games,8296.68,Delivered,48,24,1
27068,2016-01-31 02:46:00,9010,Indonesia,Other,Fishing,33198.34,Delivered,96,96,0
1341,2015-01-20 13:27:00,3119,República Dominicana,Other,Fishing,33198.34,Delivered,48,96,0
32494,2016-04-19 07:44:00,3122,Estados Unidos,Houston,Fishing,33198.34,Delivered,120,48,0
35342,2016-05-30 21:31:00,499,Estados Unidos,Houston,Cleats,4979.17,Delivered,48,24,1
17881,2015-09-19 00:09:00,7829,Alemania,Other,Cardio Equipment,24897.51,Delivered,48,48,0
48432,2016-12-07 23:32:00,6102,Zimbabue,Other,Cleats,9958.34,Delivered,72,96,0
10290,2015-05-31 04:41:00,5104,Brasil,Other,Women's Apparel,8300.0,Delivered,48,24,0
45059,2016-10-19 17:49:00,9112,Rumania,Other,Men's Footwear,10789.17,Delivered,120,96,1
50685,2017-01-09 20:51:00,709,Marruecos,Other,Fishing,33198.34,Delivered,144,96,1
52585,2017-02-06 14:31:00,8311,México,Other,Camping & Hiking,24898.34,Delivered,144,48,1
76112,2018-01-16 01:04:00,19665,Indonesia,Other,Other,957.82,Delivered,72,96,0
18311,2015-09-25 06:48:00,39,Francia,Other,Other,10375.0,Delivered,48,96,0
20207,2015-10-22 23:03:00,3660,Francia,Other,Camping & Hiking,24898.34,Delivered,72,96,0
39475,2016-07-30 05:30:00,1544,Estados Unidos,Other,Women's Apparel,16600.0,Delivered,144,48,1
43369,2016-09-25 01:44:00,3034,Turquía,Other,Fishing,33198.34,Delivered,120,96,1
