shipment_id,order_id,ship_date,route,category,otif,late_flag,gmv_inr,shipping_mode
SH-016119,46848,2016-11-18 20:35:00,Other,Cardio Equipment,1,0,41495.85,Standard Class
SH-006584,10289,2015-06-05 04:20:00,LATAM · South America,Men's Footwear,0,1,10789.17,Standard Class
SH-004122,51110,2017-01-22 01:45:00,Other,Cleats,0,1,9958.34,Standard Class
SH-004992,973,2015-01-19 04:32:00,LATAM · Caribbean,Shop By Sport,1,0,16595.85,Standard Class
SH-006411,960,2015-01-20 23:58:00,LATAM · Central America,Golf Apparel,0,1,3318.34,Second Class
SH-000063,36801,2016-06-21 16:40:00,USCA · East of USA,Men's Footwear,1,0,10789.17,Same Day
SH-000363,53714,2017-02-28 02:03:00,LATAM · South America,Men's Footwear,0,1,10789.17,Standard Class
SH-010938,12164,2015-07-02 13:14:00,Europe · Northern Europe,Shop By Sport,0,1,16595.85,Standard Class
SH-012096,41708,2016-09-04 19:49:00,Other,Girls' Apparel,1,0,3319.17,Standard Class
SH-002164,59287,2017-05-18 10:31:00,LATAM · Central America,Fishing,1,0,33198.34,Standard Class
SH-015944,54036,2017-03-01 18:52:00,LATAM · Central America,Women's Apparel,0,1,12450.0,First Class
SH-002215,30984,2016-04-02 06:43:00,Pacific Asia · Oceania,Fishing,0,1,33198.34,Second Class
SH-016947,23017,2015-12-04 23:31:00,Pacific Asia · Southeast Asia,Shop By Sport,0,1,6638.34,First Class
SH-012891,13198,2015-07-14 15:29:00,Europe · Western Europe,Men's Footwear,0,1,10789.17,First Class
SH-018618,59981,2017-05-27 13:39:00,LATAM · Central America,Water Sports,1,0,16599.17,Standard Class
SH-015171,40715,2016-08-23 07:55:00,Other,Cardio Equipment,0,1,8299.17,Standard Class
SH-019814,38512,2016-07-16 16:07:00,Other,Fishing,1,0,33198.34,Same Day
SH-007479,37606,2016-07-04 22:42:00,USCA · West of USA ,Trade-In,1,0,2654.34,Standard Class
SH-013000,29835,2016-03-17 12:10:00,Pacific Asia · Southeast Asia,Water Sports,0,1,16599.17,Second Class
SH-003008,58105,2017-05-04 04:25:00,LATAM · South America,Men's Footwear,0,1,10789.17,Standard Class
SH-017819,1037,2015-01-19 02:57:00,LATAM · South America,Indoor/Outdoor Games,0,1,16593.36,Second Class
SH-002650,41890,2016-09-09 11:34:00,Other,Men's Footwear,0,1,10789.17,Second Class
SH-005024,34479,2016-05-23 07:10:00,USCA · East of USA,Cardio Equipment,0,1,33196.68,Standard Class
SH-000210,37758,2016-07-09 03:57:00,USCA · East of USA,Fishing,0,1,33198.34,Second Class
SH-015496,34678,2016-05-23 04:53:00,Other,Women's Apparel,0,1,8300.0,First Class
SH-001096,4913,2015-03-17 16:53:00,LATAM · Central America,Men's Footwear,0,1,10789.17,Second Class
SH-004178,50862,2017-01-15 10:52:00,Other,Cardio Equipment,1,0,16598.34,Standard Class
SH-020827,58562,2017-05-07 20:31:00,LATAM · Central America,Women's Apparel,1,0,4150.0,Standard Class
SH-011909,2822,2015-02-14 04:19:00,LATAM · Central America,Cleats,1,0,9958.34,Standard Class
SH-003667,45582,2016-10-30 09:03:00,Other,Shop By Sport,0,1,6638.34,Second Class
SH-014642,21163,2015-11-09 21:59:00,Pacific Asia · Southeast Asia,Women's Apparel,1,0,20750.0,Standard Class
SH-004588,47237,2016-11-23 12:52:00,Other,Fishing,1,0,33198.34,Standard Class
SH-019532,20356,2015-10-27 03:15:00,Pacific Asia · Oceania,Indoor/Outdoor Games,1,0,20741.7,Standard Class
SH-007687,43172,2016-09-25 04:43:00,Other,Cleats,1,0,4979.17,Standard Class
SH-018740,31740,2016-04-08 19:35:00,Other,Golf Gloves,1,0,16595.85,Same Day
SH-020822,4682,2015-03-13 07:57:00,LATAM · Caribbean,Fishing,1,0,33198.34,Standard Class
SH-015269,35090,2016-06-02 05:14:00,USCA · East of USA,Water Sports,0,1,16599.17,Standard Class
SH-005211,10835,2015-06-14 03:37:00,Europe · Western Europe,Men's Footwear,0,1,10789.17,Second Class
SH-009462,36168,2016-06-15 22:54:00,Other,Indoor/Outdoor Games,1,0,20741.7,Standard Class
SH-013194,55759,2017-03-25 10:30:00,LATAM · Caribbean,Camping & Hiking,0,1,24898.34,Same Day
SH-021581,72603,2017-11-29 19:42:00,Pacific Asia · Oceania,Music,1,0,21633.95,Standard Class
SH-004698,23008,2015-12-06 20:22:00,Pacific Asia · Eastern Asia,Electronics,1,0,5310.34,Standard Class
SH-012971,5694,2015-03-30 02:30:00,LATAM · Central America,Water Sports,0,1,16599.17,Standard Class
SH-017165,65583,2017-08-19 08:17:00,Europe · Western Europe,Water Sports,1,0,16599.17,Standard Class
SH-019084,3649,2015-02-28 06:03:00,LATAM · Caribbean,Women's Apparel,0,1,20750.0,Second Class
SH-015918,45217,2016-10-25 01:10:00,Other,Cleats,1,0,4979.17,Standard Class
SH-007195,11274,2015-06-19 13:26:00,Europe · Western Europe,Fishing,1,0,33198.34,Standard Class
SH-018208,48695,2016-12-13 19:40:00,Other,Cardio Equipment,0,1,24897.51,First Class
SH-018814,20616,2015-10-30 22:21:00,Pacific Asia · Eastern Asia,Cleats,1,0,9958.34,Second Class
SH-020000,908,2015-01-18 05:45:00,LATAM · Central America,Fishing,0,1,33198.34,Second Class
SH-012640,66733,2017-09-05 03:11:00,Europe · Northern Europe,Cleats,1,0,4979.17,Standard Class
SH-019101,48899,2016-12-16 19:08:00,Other,Electronics,0,1,7468.34,First Class
SH-008790,650,2015-01-16 11:22:00,LATAM · South America,Water Sports,0,1,16599.17,Standard Class
SH-010556,32534,2016-04-24 21:45:00,Other,Fishing,0,1,33198.34,Standard Class
SH-005599,37043,2016-06-28 17:27:00,Other,Men's Footwear,1,0,10789.17,Standard Class
SH-009834,27161,2016-02-03 11:21:00,Pacific Asia · South Asia,Men's Footwear,0,1,10789.17,First Class
SH-001365,30158,2016-03-18 05:20:00,Pacific Asia · South Asia,Indoor/Outdoor Games,0,1,8296.68,First Class
SH-004076,33325,2016-05-07 10:52:00,USCA · East of USA,Cleats,0,1,9958.34,Second Class
SH-019095,50786,2017-01-11 20:14:00,Other,Golf Balls,1,0,4976.68,Same Day
SH-010757,4910,2015-03-19 15:50:00,LATAM · Central America,Fishing,0,1,33198.34,Second Class
SH-003000,59940,2017-05-30 23:18:00,LATAM · Central America,Indoor/Outdoor Games,0,1,4148.34,Standard Class
SH-006371,45476,2016-10-27 19:55:00,Other,Cardio Equipment,0,1,41495.85,First Class
SH-014268,62236,2017-06-29 11:41:00,Europe · Western Europe,Women's Apparel,1,0,4150.0,Second Class
SH-005764,936,2015-01-16 15:34:00,LATAM · South America,Women's Apparel,1,0,8300.0,Second Class
SH-008809,50111,2017-01-03 11:45:00,Pacific Asia · South Asia,Fishing,1,0,33198.34,Standard Class
SH-021903,52692,2017-02-08 16:00:00,LATAM · Central America,Men's Footwear,1,0,10789.17,Same Day
SH-017053,580,2015-01-15 10:50:00,LATAM · Central America,Fishing,1,0,33198.34,Standard Class
SH-013623,53359,2017-02-22 21:41:00,LATAM · South America,Cleats,0,1,4979.17,Second Class
SH-003962,29341,2016-03-06 07:06:00,Pacific Asia · Eastern Asia,Cleats,1,0,9958.34,Standard Class
SH-017282,9575,2015-05-26 18:11:00,LATAM · Central America,Men's Footwear,0,1,10789.17,Second Class
SH-002963,30562,2016-03-25 02:52:00,Pacific Asia · Oceania,Shop By Sport,1,0,4980.0,Standard Class
SH-008836,2473,2015-02-10 02:03:00,LATAM · Central America,Electronics,1,0,2655.17,Standard Class
SH-012544,6127,2015-04-03 10:12:00,LATAM · Central America,Camping & Hiking,1,0,24898.34,Standard Class
SH-017774,68493,2017-09-27 07:47:00,Europe · Western Europe,Camping & Hiking,0,1,24898.34,Same Day
SH-009558,67137,2017-09-09 00:43:00,Europe · Northern Europe,Indoor/Outdoor Games,1,0,20741.7,First Class
SH-009125,3292,2015-02-21 00:59:00,LATAM · Central America,Men's Footwear,1,0,10789.17,Standard Class
SH-021606,10982,2015-06-13 07:08:00,Europe · Northern Europe,Men's Footwear,1,0,10789.17,Standard Class
SH-008954,56029,2017-04-02 21:06:00,LATAM · Central America,Cardio Equipment,0,1,24897.51,Standard Class
SH-014239,59302,2017-05-18 15:46:00,LATAM · Central America,Camping & Hiking,1,0,24898.34,Standard Class
SH-017671,1733,2015-01-30 06:47:00,LATAM · Central America,Cardio Equipment,1,0,41495.85,Standard Class
SH-002195,26364,2016-01-25 20:07:00,Pacific Asia · Eastern Asia,Water Sports,0,1,16599.17,Standard Class
SH-012860,54767,2017-03-13 10:58:00,LATAM · Central America,Trade-In,0,1,7300.68,Second Class
SH-007442,2936,2015-02-14 20:15:00,LATAM · Caribbean,Camping & Hiking,1,0,24898.34,Second Class
SH-009917,21440,2015-11-11 23:02:00,Pacific Asia · Southeast Asia,Cleats,0,1,24895.85,First Class
SH-004626,59401,2017-05-19 02:27:00,LATAM · Central America,Fishing,1,0,33198.34,Standard Class
SH-017092,36971,2016-06-25 16:14:00,USCA · West of USA ,Indoor/Outdoor Games,0,1,8296.68,First Class
SH-001156,64328,2017-08-01 00:36:00,Europe · Southern Europe,Shop By Sport,1,0,16595.85,Standard Class
SH-000984,47696,2016-11-29 05:40:00,Other,Cleats,0,1,9958.34,First Class
SH-016593,32075,2016-04-19 04:57:00,USCA · West of USA ,Camping & Hiking,0,1,24898.34,Standard Class
SH-014174,30536,2016-03-23 17:46:00,Pacific Asia · Oceania,Cleats,1,0,14937.51,Standard Class
SH-019037,34050,2016-05-18 00:52:00,USCA · West of USA ,Women's Apparel,0,1,20750.0,Second Class
SH-011350,16880,2015-09-06 09:27:00,Europe · Western Europe,Men's Footwear,0,1,10789.17,First Class
SH-008452,9039,2015-05-14 22:24:00,LATAM · Caribbean,Cleats,0,1,9958.34,First Class
SH-006389,26393,2016-01-25 06:17:00,Pacific Asia · Oceania,Indoor/Outdoor Games,1,0,12445.02,Standard Class
SH-002268,28319,2016-02-23 09:03:00,Pacific Asia · Eastern Asia,Cardio Equipment,0,1,8299.17,Second Class
SH-021921,66785,2017-09-02 09:24:00,Europe · Southern Europe,Camping & Hiking,1,0,24898.34,Same Day
SH-019777,62891,2017-07-09 01:10:00,Europe · Southern Europe,Men's Footwear,0,1,10789.17,First Class
SH-007814,15755,2015-08-24 23:19:00,Europe · Western Europe,Cleats,0,1,4979.17,Standard Class
SH-004519,76688,2018-01-28 10:52:00,Pacific Asia · South Asia,Video Games,0,1,3299.25,Second Class
SH-015676,48436,2016-12-10 00:56:00,Other,Fishing,0,1,33198.34,First Class
SH-019337,2932,2015-02-15 18:51:00,LATAM · Caribbean,Camping & Hiking,0,1,24898.34,Second Class
SH-015833,46565,2016-11-16 17:26:00,Other,Men's Footwear,0,1,10789.17,Standard Class
SH-002936,62500,2017-07-07 08:11:00,Europe · Western Europe,Fishing,0,1,33198.34,Second Class
SH-009315,44413,2016-10-14 07:30:00,Other,Camping & Hiking,1,0,24898.34,Standard Class
SH-011999,49459,2016-12-24 23:20:00,Other,Men's Footwear,0,1,10789.17,First Class
SH-000881,3183,2015-02-20 10:47:00,LATAM · Central America,Indoor/Outdoor Games,1,0,12445.02,Standard Class
SH-015768,24856,2015-12-31 19:48:00,Pacific Asia · Southeast Asia,Baseball & Softball,1,0,8712.51,Standard Class
SH-003228,53864,2017-03-02 06:36:00,LATAM · Caribbean,Men's Footwear,0,1,10789.17,Standard Class
SH-021576,61487,2017-06-19 13:17:00,LATAM · South America,Camping & Hiking,0,1,24898.34,Second Class
SH-006932,65826,2017-08-20 21:25:00,Europe · Western Europe,Camping & Hiking,1,0,24898.34,Standard Class
SH-016607,59769,2017-05-24 11:23:00,LATAM · South America,Cardio Equipment,0,1,33196.68,First Class
SH-013938,50644,2017-01-14 06:29:00,Other,Men's Footwear,0,1,10789.17,Standard Class
SH-013798,72557,2017-11-28 03:35:00,Pacific Asia · Oceania,Music,1,0,21633.95,Standard Class
SH-015262,13033,2015-07-14 05:41:00,Europe · Western Europe,Cleats,0,1,9958.34,Second Class
SH-007812,53471,2017-02-21 12:55:00,LATAM · Central America,Cleats,0,1,24895.85,First Class
SH-018369,15166,2015-08-12 08:58:00,Europe · Western Europe,Indoor/Outdoor Games,0,1,20741.7,First Class
SH-009066,5945,2015-03-30 18:26:00,LATAM · Central America,Women's Apparel,0,1,16600.0,First Class
SH-000403,63620,2017-07-23 16:34:00,Europe · Western Europe,Men's Footwear,0,1,10789.17,Standard Class
SH-000943,38592,2016-07-20 08:08:00,Other,Camping & Hiking,1,0,24898.34,Standard Class
SH-013639,55598,2017-03-24 14:06:00,LATAM · Central America,Golf Balls,0,1,3318.34,First Class
SH-010235,40250,2016-08-11 01:01:00,Other,Cleats,0,1,4979.17,Same Day
SH-001581,20677,2015-10-31 19:43:00,Pacific Asia · Oceania,Fishing,0,1,33198.34,First Class
SH-020560,70082,2017-10-23 00:29:00,Europe · Northern Europe,Children's Clothing,1,0,29639.3,Standard Class
SH-018501,18290,2015-09-26 23:27:00,Europe · Western Europe,Indoor/Outdoor Games,0,1,12445.02,First Class
SH-019489,42646,2016-09-16 12:26:00,Other,Water Sports,1,0,16599.17,Standard Class
SH-006606,29268,2016-03-07 05:32:00,Pacific Asia · Eastern Asia,Men's Footwear,1,0,10789.17,Standard Class
SH-020045,2229,2015-02-07 12:34:00,LATAM · Caribbean,Shop By Sport,0,1,16595.85,Second Class
SH-008459,21180,2015-11-12 03:56:00,Pacific Asia · Oceania,Water Sports,0,1,16599.17,Standard Class
SH-018215,2890,2015-02-18 04:08:00,LATAM · Central America,Indoor/Outdoor Games,0,1,20741.7,Standard Class
SH-015466,33819,2016-05-13 15:57:00,Other,Water Sports,0,1,16599.17,Standard Class
SH-011956,48443,2016-12-12 03:23:00,Pacific Asia · South Asia,Cardio Equipment,1,0,8299.17,Standard Class
SH-018006,29917,2016-03-15 16:54:00,Pacific Asia · Oceania,Indoor/Outdoor Games,1,0,4148.34,Standard Class
SH-007711,66133,2017-08-27 08:59:00,Europe · Western Europe,Cardio Equipment,1,0,41495.85,Standard Class
SH-019354,67774,2017-09-18 07:54:00,Europe · Western Europe,Water Sports,0,1,16599.17,First Class
SH-019369,2994,2015-02-18 16:34:00,LATAM · Central America,Girls' Apparel,0,1,9960.0,Second Class
SH-002668,45627,2016-10-28 12:49:00,Other,Shop By Sport,1,0,9957.51,Same Day
SH-006184,3463,2015-02-24 12:53:00,LATAM · Caribbean,Accessories,1,0,8296.68,Standard Class
SH-012928,19604,2015-10-14 15:48:00,Europe · Western Europe,Camping & Hiking,1,0,24898.34,Same Day
SH-007918,36828,2016-06-23 14:08:00,Other,Accessories,0,1,6222.51,First Class
SH-008576,2590,2015-02-13 19:02:00,LATAM · Caribbean,Cardio Equipment,0,1,24897.51,Standard Class
SH-007678,5308,2015-03-23 11:16:00,LATAM · Central America,Men's Footwear,0,1,10789.17,Second Class
SH-014738,8375,2015-05-09 05:47:00,LATAM · South America,Water Sports,0,1,16599.17,Standard Class
SH-000822,75848,2018-01-16 04:34:00,Pacific Asia · South Asia,Sporting Goods,0,1,27203.25,Second Class
SH-001120,24490,2015-12-30 11:35:00,Pacific Asia · Oceania,Fishing,1,0,33198.34,Second Class
SH-010850,35342,2016-06-01 21:31:00,Other,Women's Apparel,0,1,4150.0,First Class
SH-019851,52550,2017-02-12 02:15:00,LATAM · Central America,Indoor/Outdoor Games,0,1,12445.02,Standard Class
SH-008568,24382,2015-12-25 21:45:00,Pacific Asia · Eastern Asia,Indoor/Outdoor Games,1,0,20741.7,Standard Class
SH-016873,49201,2016-12-21 04:57:00,Other,Cleats,1,0,24895.85,Standard Class
SH-015733,9970,2015-06-01 12:35:00,LATAM · Central America,Cleats,0,1,24895.85,Standard Class
SH-020255,677,2015-01-13 20:49:00,LATAM · Central America,Cardio Equipment,0,1,41495.85,Second Class
SH-014532,59403,2017-05-21 03:09:00,LATAM · South America,Women's Apparel,1,0,8300.0,Standard Class
SH-000255,55726,2017-03-26 10:56:00,LATAM · Central America,Women's Apparel,1,0,16600.0,Second Class
SH-009778,41159,2016-08-24 07:28:00,Other,Camping & Hiking,0,1,24898.34,Same Day
SH-014844,8319,2015-05-04 10:09:00,LATAM · South America,Hockey,0,1,1826.0,First Class
SH-006784,7958,2015-05-01 03:41:00,LATAM · Central America,Cleats,1,0,9958.34,Standard Class
SH-011408,1745,2015-02-01 11:00:00,LATAM · Central America,Men's Footwear,0,1,10789.17,Standard Class
SH-003620,65981,2017-08-23 03:43:00,Europe · Western Europe,Men's Footwear,1,0,10789.17,Standard Class
SH-016516,29667,2016-03-12 01:19:00,Pacific Asia · Southeast Asia,Cleats,0,1,14937.51,Second Class
SH-020517,28447,2016-02-23 05:54:00,Pacific Asia · Southeast Asia,Cardio Equipment,0,1,33196.68,Second Class
SH-004726,71248,2017-11-06 12:59:00,Europe · Northern Europe,Crafts,1,0,38302.84,Same Day
SH-021188,38626,2016-07-19 20:03:00,USCA · West of USA ,Camping & Hiking,1,0,24898.34,Second Class
SH-009947,44311,2016-10-10 19:46:00,Other,Golf Balls,1,0,1659.17,Standard Class
SH-021806,33960,2016-05-16 17:21:00,Other,Cardio Equipment,0,1,16598.34,Standard Class
SH-019977,68417,2017-09-28 17:10:00,Europe · Southern Europe,Camping & Hiking,1,0,24898.34,Standard Class
SH-020968,60205,2017-06-03 20:08:00,LATAM · South America,Cleats,0,1,14937.51,Standard Class
SH-005477,13818,2015-07-25 16:42:00,Europe · Northern Europe,Shop By Sport,0,1,13276.68,Second Class
SH-006911,9031,2015-05-14 19:36:00,LATAM · South America,Fishing,1,0,33198.34,Standard Class
SH-016336,76875,2018-02-02 04:23:00,Pacific Asia · Southeast Asia,Women's Clothing,0,1,17913.06,Standard Class
SH-015232,58676,2017-05-08 12:27:00,LATAM · Central America,Men's Footwear,1,0,10789.17,Second Class
SH-007301,10609,2015-06-09 20:27:00,Europe · Northern Europe,Women's Apparel,0,1,20750.0,Standard Class
SH-016705,14538,2015-08-05 04:57:00,Europe · Northern Europe,Men's Footwear,0,1,10789.17,Second Class
SH-008686,54299,2017-03-08 15:00:00,LATAM · South America,Cleats,0,1,4979.17,Second Class
SH-008098,68852,2017-10-04 01:34:00,Europe · Western Europe,Women's Apparel,0,1,16600.0,First Class
SH-006875,76702,2018-01-27 15:46:00,Pacific Asia · Eastern Asia,Video Games,1,0,3299.25,Standard Class
SH-001885,9126,2015-05-16 04:53:00,LATAM · South America,Cleats,1,0,4979.17,Standard Class
SH-000299,35821,2016-06-08 21:20:00,USCA · East of USA,Indoor/Outdoor Games,1,0,20741.7,Standard Class
SH-014006,40336,2016-08-13 19:08:00,Other,Accessories,1,0,2074.17,Second Class
SH-010624,34160,2016-05-19 15:25:00,USCA · West of USA ,Water Sports,0,1,16599.17,Standard Class
SH-006522,44054,2016-10-10 01:43:00,Other,Men's Footwear,0,1,10789.17,Standard Class
SH-005365,63216,2017-07-13 19:01:00,Europe · Northern Europe,Indoor/Outdoor Games,1,0,12445.02,Standard Class
SH-017822,68265,2017-09-29 11:55:00,Europe · Northern Europe,Cleats,0,1,24895.85,Second Class
SH-008141,41425,2016-08-28 04:40:00,Other,Fishing,0,1,33198.34,Same Day
SH-020296,44980,2016-10-24 14:08:00,Other,Women's Apparel,0,1,20750.0,Standard Class
SH-011381,70204,2017-10-26 19:14:00,Europe · Northern Europe,Children's Clothing,0,1,29639.3,Second Class
SH-002204,58970,2017-05-16 19:28:00,LATAM · Central America,Camping & Hiking,0,1,24898.34,Standard Class
SH-011847,14413,2015-08-03 09:09:00,Europe · Western Europe,Women's Apparel,0,1,8300.0,Second Class
SH-010849,4235,2015-03-09 19:21:00,LATAM · Central America,Camping & Hiking,0,1,24898.34,Standard Class
SH-006145,51168,2017-01-20 22:04:00,Other,Shop By Sport,1,0,13276.68,Standard Class
SH-014128,60183,2017-06-01 12:26:00,LATAM · Central America,Women's Apparel,1,0,4150.0,Standard Class
SH-020939,9118,2015-05-18 02:05:00,LATAM · South America,Indoor/Outdoor Games,1,0,20741.7,Standard Class
SH-008746,32273,2016-04-20 02:19:00,USCA · West of USA ,Cleats,1,0,9958.34,Standard Class
SH-014959,5043,2015-03-19 14:26:00,LATAM · South America,Indoor/Outdoor Games,0,1,8296.68,Second Class
SH-009957,77171,2018-02-02 12:05:00,Pacific Asia · Southeast Asia,Women's Clothing,1,0,17913.06,Standard Class
SH-017293,39909,2016-08-10 13:33:00,USCA · West of USA ,Golf Gloves,0,1,4145.85,Second Class
SH-005874,65170,2017-08-15 07:36:00,Europe · Western Europe,Fishing,0,1,33198.34,Standard Class
SH-016672,31734,2016-04-13 05:29:00,Other,Camping & Hiking,0,1,24898.34,Standard Class
SH-016830,52640,2017-02-13 09:47:00,LATAM · South America,Fishing,0,1,33198.34,Standard Class
SH-008805,70891,2017-11-02 19:55:00,Europe · Southern Europe,Consumer Electronics,0,1,20989.04,First Class
SH-018106,10977,2015-06-13 05:22:00,Europe · Northern Europe,Electronics,1,0,3734.17,Standard Class
SH-007443,58109,2017-05-03 05:49:00,LATAM · Caribbean,Men's Footwear,0,1,10789.17,Standard Class
SH-013692,36886,2016-06-24 10:27:00,USCA · West of USA ,Water Sports,1,0,16599.17,Standard Class
SH-016706,23254,2015-12-11 10:33:00,Pacific Asia · Southeast Asia,Accessories,0,1,4148.34,Second Class
SH-008971,6852,2015-04-14 00:12:00,LATAM · Central America,Indoor/Outdoor Games,1,0,20741.7,Standard Class
SH-003925,14661,2015-08-05 00:03:00,Europe · Western Europe,Water Sports,1,0,16599.17,Standard Class
SH-013604,67309,2017-09-14 12:59:00,Europe · Western Europe,Shop By Sport,0,1,13276.68,Second Class
SH-018317,19955,2015-10-25 06:46:00,Europe · Western Europe,Men's Footwear,0,1,10789.17,Standard Class
SH-014973,38196,2016-07-13 13:24:00,Other,Men's Footwear,1,0,10789.17,Standard Class
SH-012053,53508,2017-02-24 01:53:00,LATAM · Central America,Shop By Sport,1,0,6638.34,Standard Class
SH-020649,13429,2015-07-21 00:25:00,Europe · Northern Europe,Cardio Equipment,0,1,24897.51,Standard Class
SH-004470,11151,2015-06-14 18:20:00,Europe · Northern Europe,Indoor/Outdoor Games,1,0,20741.7,Second Class
SH-007731,42437,2016-09-13 11:13:00,Other,Women's Apparel,0,1,12450.0,First Class
SH-018190,37774,2016-07-10 09:33:00,Other,Men's Footwear,0,1,10789.17,Standard Class
SH-013702,13295,2015-07-20 01:28:00,Europe · Southern Europe,Women's Apparel,0,1,12450.0,Standard Class
SH-000086,24428,2015-12-27 13:51:00,Pacific Asia · Oceania,Cleats,1,0,4979.17,Standard Class
SH-008953,10079,2015-06-02 02:46:00,LATAM · South America,Women's Apparel,0,1,12450.0,Second Class
SH-001013,27781,2016-02-12 12:34:00,Pacific Asia · Oceania,Shop By Sport,1,0,9957.51,Standard Class
SH-012260,24917,2016-01-02 17:11:00,Pacific Asia · Oceania,Shop By Sport,1,0,13276.68,Standard Class
SH-021866,4466,2015-03-09 04:17:00,LATAM · Caribbean,Camping & Hiking,1,0,24898.34,Standard Class
SH-009320,5611,2015-03-25 21:25:00,LATAM · South America,Cleats,1,0,19916.68,Standard Class
SH-014420,58350,2017-05-02 06:15:00,LATAM · Caribbean,Men's Footwear,0,1,10789.17,Same Day
SH-017270,60653,2017-06-06 09:05:00,LATAM · Caribbean,Cardio Equipment,0,1,41495.85,First Class
SH-016106,2492,2015-02-09 08:42:00,LATAM · South America,Women's Apparel,1,0,12450.0,Standard Class
SH-001938,68336,2017-09-26 12:47:00,Europe · Western Europe,Fishing,1,0,33198.34,Second Class
SH-021505,48730,2016-12-18 07:56:00,Other,Fishing,0,1,33198.34,Second Class
SH-005770,30397,2016-03-21 17:04:00,Pacific Asia · Oceania,Tennis & Racquet,0,1,11202.51,First Class
SH-012897,39861,2016-08-06 20:44:00,Other,Cleats,1,0,4979.17,Standard Class
SH-017051,12537,2015-07-05 23:55:00,Europe · Southern Europe,Women's Apparel,1,0,8300.0,Standard Class
SH-002297,71709,2017-11-17 18:30:00,Pacific Asia · Oceania,DVDs,0,1,13643.54,Standard Class
SH-017761,53160,2017-02-20 23:57:00,LATAM · Central America,Shop By Sport,0,1,9957.51,Standard Class
SH-008656,54889,2017-03-17 05:42:00,LATAM · Caribbean,Fishing,0,1,33198.34,Standard Class
SH-018192,13070,2015-07-16 18:39:00,Europe · Western Europe,Cardio Equipment,0,1,41495.85,Standard Class
SH-006864,63028,2017-07-13 01:09:00,Europe · Northern Europe,Cleats,1,0,14937.51,Standard Class
SH-017516,32885,2016-05-01 00:43:00,USCA · East of USA,Camping & Hiking,0,1,24898.34,Standard Class
SH-013628,61866,2017-06-24 02:03:00,Europe · Western Europe,Strength Training,1,0,15687.0,Second Class
SH-004653,11430,2015-06-22 20:05:00,Europe · Northern Europe,Indoor/Outdoor Games,0,1,12445.02,Standard Class
SH-015417,63162,2017-07-13 00:06:00,Europe · Western Europe,Soccer,0,1,13278.34,First Class
SH-019801,46212,2016-11-07 13:46:00,Other,Water Sports,0,1,16599.17,First Class
SH-006659,55426,2017-03-22 01:50:00,LATAM · Central America,Electronics,1,0,8630.34,Standard Class
SH-008670,59180,2017-05-19 21:02:00,LATAM · Central America,Men's Footwear,0,1,10789.17,Standard Class
SH-018990,23504,2015-12-15 02:08:00,Pacific Asia · Eastern Asia,Men's Footwear,0,1,10789.17,Standard Class
SH-000101,59009,2017-05-13 09:07:00,LATAM · South America,Fishing,0,1,33198.34,First Class
SH-019590,49082,2016-12-20 11:15:00,Other,Cardio Equipment,1,0,24897.51,Standard Class
SH-017112,31719,2016-04-10 00:13:00,USCA · East of USA,Indoor/Outdoor Games,0,1,4148.34,First Class
SH-011419,71617,2017-11-13 10:16:00,Pacific Asia · Oceania,DVDs,0,1,13643.54,First Class
SH-014271,28008,2016-02-17 20:05:00,Pacific Asia · South Asia,Women's Apparel,1,0,20750.0,Standard Class
SH-015453,4187,2015-03-06 02:32:00,LATAM · South America,Cardio Equipment,1,0,9960.0,Standard Class
SH-010437,65869,2017-08-24 12:29:00,Europe · Western Europe,Shop By Sport,0,1,3319.17,Standard Class
SH-021441,65608,2017-08-19 17:03:00,Europe · Western Europe,Camping & Hiking,1,0,24898.34,Standard Class
SH-006166,35944,2016-06-09 04:26:00,USCA · East of USA,Indoor/Outdoor Games,0,1,8296.68,Same Day
SH-014302,30757,2016-03-27 23:11:00,Pacific Asia · Oceania,Men's Footwear,0,1,10789.17,Second Class
SH-005239,9715,2015-05-28 19:14:00,LATAM · Central America,Cardio Equipment,0,1,33196.68,Standard Class
SH-012439,60659,2017-06-09 11:11:00,LATAM · Central America,Cleats,0,1,19916.68,Standard Class
SH-015406,5653,2015-03-26 12:08:00,LATAM · South America,Cleats,0,1,24895.85,First Class
SH-000777,536,2015-01-10 19:26:00,LATAM · South America,Shop By Sport,1,0,3319.17,Standard Class
SH-013476,3627,2015-02-25 22:20:00,LATAM · Central America,Indoor/Outdoor Games,1,0,16593.36,Standard Class
SH-014930,24191,2015-12-22 02:50:00,Pacific Asia · Southeast Asia,Electronics,1,0,12945.51,Standard Class
SH-005137,52479,2017-02-10 01:22:00,LATAM · Caribbean,Camping & Hiking,0,1,24898.34,Second Class
SH-001108,70316,2017-10-25 10:28:00,Europe · Northern Europe,Children's Clothing,1,0,29639.3,Second Class
SH-021495,1751,2015-01-28 13:06:00,LATAM · South America,Fishing,1,0,33198.34,Standard Class
SH-005000,28064,2016-02-16 15:43:00,Pacific Asia · Eastern Asia,Cardio Equipment,0,1,24897.51,First Class
SH-005890,46621,2016-11-13 13:03:00,Other,Men's Footwear,0,1,10789.17,First Class
SH-013237,31880,2016-04-16 08:38:00,USCA · West of USA ,Cleats,0,1,4979.17,Standard Class
