session_id,channel,viewed,added,checkout,paid,abandon_reason
S-009097,Web,1,1,0,0,payment_fail
S-009098,App,1,1,0,0,checkout_friction
S-009099,App,1,1,0,0,stock_out
S-009100,App,1,1,1,1,
S-009101,App,1,0,0,0,
S-009102,App,1,0,0,0,
S-009103,Web,1,1,1,1,
S-009104,Web,1,0,0,0,
S-009105,Web,1,0,0,0,
S-009106,Web,1,1,0,0,checkout_friction
S-009107,Web,1,1,0,0,payment_fail
S-009108,Store,1,1,1,1,
S-009109,App,1,1,1,1,
S-009110,App,1,1,0,0,changed_mind
S-009111,Web,1,1,1,1,
S-009112,App,1,1,1,1,
S-009113,App,1,1,0,0,payment_fail
S-009114,Web,1,1,1,1,
S-009115,App,1,1,1,1,
S-009116,Web,1,1,0,0,changed_mind
S-009117,App,1,0,0,0,
S-009118,Web,1,0,0,0,
S-009119,Web,1,1,1,1,
S-009120,Web,1,1,1,1,
S-009121,Store,1,1,1,1,
S-009122,App,1,1,0,0,shipping_cost
S-009123,Web,1,1,1,1,
S-009124,App,1,1,1,1,
S-009125,Store,1,0,0,0,
S-009126,App,1,0,0,0,
S-009127,App,1,0,0,0,
S-009128,Web,1,0,0,0,
S-009129,App,1,0,0,0,
S-009130,App,1,0,0,0,
S-009131,Store,1,1,0,0,shipping_cost
S-009132,Web,1,1,1,1,
S-009133,Web,1,1,1,1,
S-009134,Web,1,0,0,0,
S-009135,Web,1,1,1,1,
S-009136,App,1,1,0,0,changed_mind
S-009137,App,1,1,1,1,
S-009138,Web,1,1,1,1,
S-009139,Web,1,1,1,1,
S-009140,App,1,1,0,0,payment_fail
S-009141,App,1,1,0,0,shipping_cost
S-009142,App,1,1,0,0,changed_mind
S-009143,Web,1,1,1,1,
S-009144,Web,1,1,1,1,
S-009145,Web,1,1,0,0,payment_fail
S-009146,App,1,0,0,0,
S-009147,App,1,0,0,0,
S-009148,App,1,1,0,0,checkout_friction
S-009149,Store,1,0,0,0,
S-009150,Store,1,0,0,0,
S-009151,Web,1,1,0,0,changed_mind
S-009152,Web,1,1,0,0,stock_out
S-009153,Web,1,1,0,0,changed_mind
S-009154,Web,1,1,1,1,
S-009155,App,1,0,0,0,
S-009156,App,1,1,1,1,
S-009157,App,1,1,1,1,
S-009158,Web,1,0,0,0,
S-009159,Web,1,1,0,0,stock_out
S-009160,Web,1,1,1,1,
S-009161,Web,1,1,1,1,
S-009162,Web,1,1,0,0,stock_out
S-009163,App,1,1,1,1,
S-009164,App,1,0,0,0,
S-009165,Web,1,1,1,1,
S-009166,Web,1,1,1,1,
S-009167,Web,1,1,0,0,checkout_friction
S-009168,App,1,1,0,0,changed_mind
S-009169,App,1,1,1,1,
S-009170,Web,1,1,1,1,
S-009171,Store,1,1,0,0,payment_fail
S-009172,App,1,0,0,0,
S-009173,App,1,1,0,0,payment_fail
S-009174,Web,1,1,1,1,
S-009175,Web,1,1,1,1,
S-009176,Store,1,1,0,0,changed_mind
S-009177,Web,1,1,1,1,
S-009178,App,1,1,1,1,
S-009179,Web,1,1,0,0,payment_fail
S-009180,App,1,0,0,0,
S-009181,App,1,1,0,0,payment_fail
S-009182,App,1,1,1,1,
S-009183,Web,1,1,1,1,
S-009184,Web,1,0,0,0,
S-009185,Web,1,1,0,0,payment_fail
S-009186,Store,1,1,0,0,changed_mind
S-009187,Store,1,1,1,1,
S-009188,Web,1,0,0,0,
S-009189,Store,1,1,0,0,payment_fail
S-009190,App,1,1,1,1,
S-009191,Web,1,1,0,0,changed_mind
S-009192,App,1,1,0,0,stock_out
S-009193,App,1,1,1,1,
S-009194,Web,1,1,1,1,
S-009195,Web,1,1,1,1,
S-009196,Web,1,1,1,1,
S-009197,Web,1,1,1,1,
S-009198,Web,1,1,0,0,stock_out
S-009199,Web,1,1,1,1,
S-009200,Web,1,1,1,1,
S-009201,Web,1,1,0,0,shipping_cost
S-009202,App,1,0,0,0,
S-009203,Store,1,0,0,0,
S-009204,Web,1,1,0,0,changed_mind
S-009205,Web,1,0,0,0,
S-009206,App,1,1,1,1,
S-009207,Web,1,0,0,0,
S-009208,Store,1,1,0,0,changed_mind
S-009209,Web,1,0,0,0,
S-009210,Web,1,0,0,0,
S-009211,App,1,1,1,1,
S-009212,Web,1,1,0,0,shipping_cost
S-009213,Web,1,1,0,0,changed_mind
S-009214,App,1,0,0,0,
S-009215,Web,1,1,0,0,payment_fail
S-009216,Web,1,0,0,0,
S-009217,Store,1,1,1,1,
S-009218,Store,1,1,0,0,checkout_friction
S-009219,Web,1,0,0,0,
S-009220,App,1,0,0,0,
S-009221,App,1,1,1,1,
S-009222,App,1,0,0,0,
S-009223,Store,1,1,0,0,payment_fail
S-009224,Web,1,1,1,1,
S-009225,Web,1,0,0,0,
S-009226,Web,1,1,0,0,stock_out
S-009227,App,1,1,0,0,changed_mind
S-009228,Web,1,0,0,0,
S-009229,Web,1,1,1,1,
S-009230,Web,1,1,1,1,
S-009231,App,1,1,1,1,
S-009232,Web,1,1,0,0,payment_fail
S-009233,App,1,0,0,0,
S-009234,App,1,1,0,0,stock_out
S-009235,Web,1,1,0,0,payment_fail
S-009236,Web,1,1,0,0,stock_out
S-009237,App,1,1,1,1,
S-009238,Web,1,1,0,0,changed_mind
S-009239,Store,1,1,0,0,payment_fail
S-009240,Web,1,1,1,1,
S-009241,Web,1,1,0,0,payment_fail
S-009242,App,1,1,0,0,stock_out
S-009243,App,1,0,0,0,
S-009244,Web,1,1,0,0,shipping_cost
S-009245,App,1,0,0,0,
S-009246,Web,1,1,1,1,
S-009247,Web,1,1,1,1,
S-009248,Store,1,1,0,0,checkout_friction
S-009249,Web,1,0,0,0,
S-009250,Web,1,1,1,1,
S-009251,App,1,1,1,1,
S-009252,Web,1,1,0,0,stock_out
S-009253,Web,1,1,1,1,
S-009254,App,1,0,0,0,
S-009255,App,1,1,1,1,
S-009256,Web,1,1,1,1,
S-009257,Web,1,1,1,1,
S-009258,Store,1,1,1,1,
S-009259,Store,1,1,1,1,
S-009260,Web,1,1,0,0,changed_mind
S-009261,Web,1,1,0,0,payment_fail
S-009262,Web,1,1,1,1,
S-009263,Web,1,1,0,0,stock_out
S-009264,Web,1,1,0,0,checkout_friction
S-009265,App,1,1,1,1,
S-009266,Web,1,1,0,0,payment_fail
S-009267,Web,1,1,1,1,
S-009268,Store,1,1,1,1,
S-009269,Web,1,1,1,1,
S-009270,Web,1,1,1,1,
S-009271,Web,1,1,1,1,
S-009272,Web,1,0,0,0,
S-009273,App,1,0,0,0,
S-009274,Web,1,1,1,1,
S-009275,App,1,1,1,1,
S-009276,Web,1,1,0,0,shipping_cost
S-009277,App,1,1,1,1,
S-009278,Web,1,1,1,1,
S-009279,Store,1,0,0,0,
S-009280,Web,1,1,1,1,
S-009281,Web,1,1,0,0,payment_fail
S-009282,App,1,1,1,1,
S-009283,App,1,1,0,0,shipping_cost
S-009284,App,1,0,0,0,
S-009285,App,1,1,0,0,stock_out
S-009286,App,1,0,0,0,
S-009287,App,1,1,0,0,shipping_cost
S-009288,App,1,1,0,0,changed_mind
S-009289,Store,1,0,0,0,
S-009290,App,1,1,0,0,shipping_cost
S-009291,App,1,1,1,1,
S-009292,App,1,0,0,0,
S-009293,Web,1,1,1,1,
S-009294,Web,1,1,1,1,
S-009295,Store,1,0,0,0,
S-009296,Web,1,1,0,0,payment_fail
S-009297,Store,1,1,1,1,
S-009298,Web,1,1,0,0,payment_fail
S-009299,App,1,1,1,1,
S-009300,App,1,1,0,0,checkout_friction
S-009301,App,1,1,0,0,changed_mind
S-009302,App,1,1,1,1,
S-009303,Store,1,1,1,1,
S-009304,App,1,1,0,0,shipping_cost
S-009305,App,1,1,1,1,
S-009306,Web,1,1,0,0,stock_out
S-009307,App,1,0,0,0,
S-009308,Web,1,1,0,0,payment_fail
S-009309,Web,1,1,0,0,payment_fail
S-009310,Web,1,1,0,0,payment_fail
S-009311,Store,1,1,0,0,checkout_friction
S-009312,App,1,0,0,0,
S-009313,Store,1,1,1,1,
S-009314,Web,1,1,0,0,stock_out
S-009315,Web,1,1,0,0,changed_mind
S-009316,Store,1,1,1,1,
S-009317,Web,1,1,0,0,payment_fail
S-009318,App,1,0,0,0,
S-009319,App,1,1,0,0,payment_fail
S-009320,App,1,1,1,1,
S-009321,Web,1,0,0,0,
S-009322,Store,1,1,0,0,changed_mind
S-009323,Web,1,0,0,0,
S-009324,Web,1,1,0,0,shipping_cost
S-009325,App,1,1,0,0,checkout_friction
S-009326,Web,1,1,0,0,stock_out
S-009327,Web,1,1,0,0,shipping_cost
S-009328,Web,1,1,1,1,
S-009329,Web,1,1,1,1,
S-009330,Web,1,1,1,1,
S-009331,Web,1,0,0,0,
S-009332,Web,1,1,1,1,
S-009333,App,1,1,0,0,stock_out
S-009334,Web,1,1,1,1,
S-009335,Web,1,1,1,1,
S-009336,App,1,1,0,0,checkout_friction
S-009337,Web,1,1,0,0,shipping_cost
S-009338,App,1,1,1,1,
S-009339,Web,1,1,0,0,changed_mind
S-009340,App,1,1,1,1,
S-009341,App,1,0,0,0,
S-009342,App,1,0,0,0,
S-009343,Web,1,1,0,0,checkout_friction
S-009344,Web,1,1,1,1,
S-009345,Web,1,1,0,0,payment_fail
S-009346,Web,1,1,0,0,checkout_friction
S-009347,App,1,1,1,1,
S-009348,Web,1,1,1,1,
S-009349,App,1,1,0,0,payment_fail
S-009350,Web,1,1,1,1,
S-009351,Web,1,1,0,0,changed_mind
S-009352,Web,1,1,0,0,stock_out
S-009353,App,1,0,0,0,
S-009354,App,1,1,1,1,
S-009355,Web,1,0,0,0,
S-009356,Web,1,0,0,0,
S-009357,Web,1,0,0,0,
S-009358,Store,1,1,0,0,changed_mind
S-009359,Web,1,1,1,1,
S-009360,Web,1,1,1,1,
S-009361,Web,1,1,1,1,
S-009362,Web,1,1,0,0,shipping_cost
S-009363,Web,1,1,0,0,changed_mind
S-009364,App,1,0,0,0,
S-009365,App,1,1,1,1,
S-009366,Web,1,1,1,1,
S-009367,App,1,1,1,1,
S-009368,Web,1,1,0,0,payment_fail
S-009369,Store,1,1,0,0,payment_fail
S-009370,Store,1,1,1,1,
S-009371,App,1,1,0,0,payment_fail
S-009372,Web,1,1,0,0,changed_mind
S-009373,Web,1,0,0,0,
S-009374,App,1,1,1,1,
S-009375,Web,1,1,0,0,shipping_cost
S-009376,Web,1,0,0,0,
S-009377,App,1,0,0,0,
S-009378,Web,1,1,1,1,
S-009379,App,1,1,0,0,payment_fail
S-009380,Web,1,1,0,0,checkout_friction
S-009381,Web,1,0,0,0,
S-009382,Web,1,1,1,1,
S-009383,Store,1,0,0,0,
S-009384,Web,1,1,1,1,
S-009385,App,1,1,0,0,shipping_cost
S-009386,App,1,1,1,1,
S-009387,App,1,0,0,0,
S-009388,Web,1,1,0,0,shipping_cost
S-009389,App,1,1,1,1,
S-009390,Web,1,1,0,0,shipping_cost
S-009391,App,1,1,1,1,
S-009392,App,1,1,0,0,payment_fail
S-009393,Web,1,0,0,0,
S-009394,Web,1,1,1,1,
S-009395,Web,1,1,1,1,
S-009396,App,1,1,1,1,
S-009397,App,1,1,0,0,stock_out
S-009398,Web,1,1,0,0,shipping_cost
S-009399,Web,1,1,1,1,
S-009400,App,1,0,0,0,
S-009401,App,1,0,0,0,
S-009402,App,1,1,0,0,payment_fail
S-009403,App,1,1,1,1,
S-009404,Web,1,1,1,1,
S-009405,Store,1,1,0,0,checkout_friction
S-009406,Web,1,1,1,1,
S-009407,Web,1,1,0,0,stock_out
S-009408,Web,1,1,0,0,stock_out
S-009409,Web,1,0,0,0,
S-009410,Web,1,1,1,1,
S-009411,Web,1,1,1,1,
S-009412,App,1,1,1,1,
S-009413,Store,1,0,0,0,
S-009414,Web,1,1,1,1,
S-009415,Web,1,0,0,0,
S-009416,Web,1,0,0,0,
S-009417,Web,1,0,0,0,
S-009418,App,1,1,1,1,
S-009419,Web,1,1,0,0,checkout_friction
S-009420,Web,1,1,1,1,
S-009421,App,1,1,1,1,
S-009422,Web,1,0,0,0,
S-009423,Web,1,1,1,1,
S-009424,App,1,0,0,0,
S-009425,Web,1,1,1,1,
S-009426,App,1,0,0,0,
S-009427,Web,1,0,0,0,
S-009428,App,1,1,1,1,
S-009429,Web,1,1,0,0,checkout_friction
S-009430,Web,1,0,0,0,
S-009431,App,1,1,0,0,shipping_cost
S-009432,Web,1,1,0,0,changed_mind
S-009433,App,1,1,1,1,
S-009434,Web,1,0,0,0,
S-009435,App,1,1,0,0,changed_mind
S-009436,Web,1,1,0,0,payment_fail
S-009437,Web,1,1,0,0,payment_fail
S-009438,App,1,1,1,1,
S-009439,App,1,1,1,1,
S-009440,Store,1,1,0,0,payment_fail
S-009441,App,1,0,0,0,
S-009442,Web,1,1,0,0,changed_mind
S-009443,App,1,1,0,0,stock_out
S-009444,Web,1,1,0,0,stock_out
S-009445,App,1,1,0,0,shipping_cost
S-009446,Web,1,1,0,0,payment_fail
S-009447,Store,1,0,0,0,
S-009448,App,1,1,1,1,
S-009449,App,1,0,0,0,
S-009450,Store,1,0,0,0,
S-009451,Web,1,0,0,0,
S-009452,Web,1,1,1,1,
S-009453,App,1,1,1,1,
S-009454,App,1,0,0,0,
S-009455,Web,1,1,1,1,
S-009456,Store,1,1,1,1,
S-009457,Web,1,1,1,1,
S-009458,App,1,1,1,1,
S-009459,Web,1,0,0,0,
S-009460,Web,1,1,0,0,shipping_cost
S-009461,App,1,1,1,1,
S-009462,App,1,0,0,0,
S-009463,Web,1,1,1,1,
S-009464,Store,1,1,1,1,
S-009465,App,1,1,0,0,changed_mind
S-009466,App,1,0,0,0,
S-009467,Web,1,1,0,0,checkout_friction
S-009468,App,1,0,0,0,
S-009469,App,1,1,1,1,
S-009470,App,1,0,0,0,
S-009471,App,1,1,0,0,checkout_friction
S-009472,App,1,1,1,1,
S-009473,Web,1,1,0,0,checkout_friction
S-009474,Web,1,0,0,0,
S-009475,App,1,0,0,0,
S-009476,Web,1,0,0,0,
S-009477,App,1,1,0,0,checkout_friction
S-009478,App,1,1,0,0,checkout_friction
S-009479,Store,1,1,0,0,shipping_cost
S-009480,Store,1,1,1,1,
S-009481,App,1,0,0,0,
S-009482,Web,1,1,1,1,
S-009483,App,1,1,0,0,payment_fail
S-009484,Web,1,1,1,1,
S-009485,App,1,0,0,0,
S-009486,Web,1,1,1,1,
S-009487,Web,1,1,1,1,
S-009488,App,1,1,1,1,
S-009489,Web,1,0,0,0,
S-009490,Web,1,0,0,0,
S-009491,Store,1,1,1,1,
S-009492,App,1,1,0,0,payment_fail
S-009493,Web,1,1,0,0,shipping_cost
S-009494,Web,1,0,0,0,
S-009495,Web,1,1,1,1,
S-009496,Web,1,1,1,1,
S-009497,Web,1,1,1,1,
S-009498,Web,1,1,0,0,payment_fail
S-009499,Web,1,0,0,0,
S-009500,Web,1,1,0,0,payment_fail
S-009501,Web,1,1,1,1,
S-009502,Web,1,0,0,0,
S-009503,App,1,1,0,0,checkout_friction
S-009504,Store,1,1,0,0,payment_fail
S-009505,App,1,1,0,0,checkout_friction
S-009506,Web,1,0,0,0,
S-009507,Web,1,0,0,0,
S-009508,App,1,0,0,0,
S-009509,Web,1,1,1,1,
S-009510,Web,1,0,0,0,
S-009511,App,1,1,0,0,stock_out
S-009512,Web,1,1,1,1,
S-009513,App,1,1,0,0,changed_mind
S-009514,Web,1,0,0,0,
S-009515,Web,1,1,1,1,
S-009516,Web,1,0,0,0,
S-009517,Web,1,1,0,0,changed_mind
S-009518,Web,1,1,1,1,
S-009519,App,1,1,0,0,shipping_cost
S-009520,App,1,1,1,1,
S-009521,Web,1,1,0,0,changed_mind
S-009522,Web,1,1,0,0,payment_fail
S-009523,Web,1,1,1,1,
S-009524,App,1,1,1,1,
S-009525,Web,1,1,0,0,checkout_friction
S-009526,Web,1,1,1,1,
S-009527,Web,1,1,0,0,shipping_cost
S-009528,Web,1,1,0,0,payment_fail
S-009529,Store,1,1,1,1,
S-009530,App,1,1,1,1,
S-009531,Store,1,1,0,0,stock_out
S-009532,Web,1,1,1,1,
S-009533,App,1,1,0,0,changed_mind
S-009534,Web,1,0,0,0,
S-009535,Web,1,1,1,1,
S-009536,Web,1,0,0,0,
S-009537,Store,1,0,0,0,
S-009538,Web,1,1,1,1,
S-009539,App,1,0,0,0,
S-009540,Web,1,0,0,0,
S-009541,App,1,1,0,0,shipping_cost
S-009542,Web,1,0,0,0,
S-009543,Web,1,1,0,0,changed_mind
S-009544,App,1,1,1,1,
S-009545,Web,1,1,1,1,
S-009546,Web,1,0,0,0,
S-009547,Store,1,1,1,1,
S-009548,Web,1,1,0,0,payment_fail
S-009549,Web,1,0,0,0,
S-009550,App,1,1,1,1,
S-009551,Web,1,1,0,0,changed_mind
S-009552,App,1,1,1,1,
S-009553,App,1,1,1,1,
S-009554,Web,1,1,0,0,payment_fail
S-009555,Web,1,1,1,1,
S-009556,Web,1,0,0,0,
S-009557,Web,1,0,0,0,
S-009558,Web,1,0,0,0,
S-009559,Web,1,1,1,1,
S-009560,Web,1,1,0,0,payment_fail
S-009561,App,1,1,1,1,
S-009562,Web,1,0,0,0,
S-009563,Web,1,0,0,0,
S-009564,App,1,1,1,1,
S-009565,App,1,1,0,0,payment_fail
S-009566,Web,1,1,1,1,
S-009567,App,1,1,1,1,
S-009568,App,1,0,0,0,
S-009569,App,1,0,0,0,
S-009570,App,1,1,1,1,
S-009571,Web,1,0,0,0,
S-009572,Web,1,1,1,1,
S-009573,App,1,1,0,0,shipping_cost
S-009574,Web,1,1,1,1,
S-009575,Web,1,1,1,1,
S-009576,App,1,0,0,0,
S-009577,Web,1,1,1,1,
S-009578,App,1,1,0,0,shipping_cost
S-009579,Web,1,1,0,0,shipping_cost
S-009580,App,1,1,0,0,payment_fail
S-009581,App,1,0,0,0,
S-009582,App,1,1,0,0,payment_fail
S-009583,App,1,1,1,1,
S-009584,Web,1,1,1,1,
S-009585,Web,1,1,1,1,
S-009586,Web,1,1,0,0,changed_mind
S-009587,Store,1,1,1,1,
S-009588,Web,1,1,1,1,
S-009589,App,1,0,0,0,
S-009590,Web,1,1,1,1,
S-009591,App,1,1,0,0,payment_fail
S-009592,Store,1,0,0,0,
S-009593,Web,1,1,0,0,changed_mind
S-009594,Web,1,1,1,1,
S-009595,Web,1,1,1,1,
S-009596,Web,1,1,0,0,checkout_friction
S-009597,App,1,0,0,0,
S-009598,Web,1,1,1,1,
S-009599,Web,1,1,0,0,shipping_cost
S-009600,Web,1,1,1,1,
S-009601,Web,1,1,1,1,
S-009602,Web,1,1,0,0,checkout_friction
S-009603,App,1,1,1,1,
S-009604,Store,1,0,0,0,
S-009605,App,1,1,1,1,
S-009606,Web,1,1,1,1,
S-009607,Store,1,1,0,0,payment_fail
S-009608,Store,1,1,1,1,
S-009609,Web,1,1,0,0,payment_fail
S-009610,Web,1,1,1,1,
S-009611,Web,1,1,1,1,
S-009612,Web,1,1,1,1,
S-009613,App,1,1,0,0,stock_out
S-009614,App,1,0,0,0,
S-009615,App,1,0,0,0,
S-009616,Store,1,1,0,0,stock_out
S-009617,Web,1,1,0,0,stock_out
S-009618,Web,1,1,0,0,payment_fail
S-009619,App,1,0,0,0,
S-009620,Web,1,1,0,0,stock_out
S-009621,App,1,0,0,0,
S-009622,Web,1,1,0,0,shipping_cost
S-009623,Web,1,0,0,0,
S-009624,Store,1,0,0,0,
S-009625,App,1,1,1,1,
S-009626,App,1,1,0,0,shipping_cost
S-009627,Web,1,1,0,0,payment_fail
S-009628,App,1,0,0,0,
S-009629,App,1,1,1,1,
S-009630,App,1,0,0,0,
S-009631,Web,1,0,0,0,
S-009632,App,1,1,0,0,checkout_friction
S-009633,App,1,1,1,1,
S-009634,App,1,1,1,1,
S-009635,App,1,1,0,0,payment_fail
S-009636,App,1,1,0,0,stock_out
S-009637,Web,1,1,0,0,changed_mind
S-009638,Store,1,1,1,1,
S-009639,App,1,1,1,1,
S-009640,Web,1,1,0,0,stock_out
S-009641,Web,1,1,0,0,stock_out
S-009642,Web,1,1,1,1,
S-009643,Store,1,1,0,0,checkout_friction
S-009644,Store,1,1,1,1,
S-009645,Store,1,0,0,0,
S-009646,App,1,1,0,0,payment_fail
S-009647,Web,1,0,0,0,
S-009648,Web,1,1,1,1,
S-009649,App,1,1,1,1,
S-009650,App,1,1,0,0,payment_fail
S-009651,Web,1,0,0,0,
S-009652,App,1,1,1,1,
S-009653,App,1,1,1,1,
S-009654,App,1,1,0,0,changed_mind
S-009655,Web,1,1,1,1,
S-009656,Web,1,1,1,1,
S-009657,App,1,1,1,1,
S-009658,Web,1,1,1,1,
S-009659,App,1,1,0,0,shipping_cost
S-009660,Store,1,1,1,1,
S-009661,Web,1,1,1,1,
S-009662,Web,1,1,0,0,payment_fail
S-009663,Store,1,1,0,0,payment_fail
S-009664,App,1,0,0,0,
S-009665,Web,1,1,1,1,
S-009666,Web,1,1,1,1,
S-009667,Web,1,1,1,1,
S-009668,App,1,0,0,0,
S-009669,App,1,1,1,1,
S-009670,App,1,1,0,0,shipping_cost
S-009671,App,1,1,0,0,payment_fail
S-009672,Store,1,1,0,0,payment_fail
S-009673,Web,1,1,1,1,
S-009674,App,1,1,1,1,
S-009675,Web,1,1,0,0,checkout_friction
S-009676,Web,1,0,0,0,
S-009677,Web,1,1,0,0,shipping_cost
S-009678,Web,1,1,0,0,checkout_friction
S-009679,Web,1,0,0,0,
S-009680,Web,1,1,1,1,
S-009681,Web,1,1,0,0,checkout_friction
S-009682,App,1,0,0,0,
S-009683,Store,1,1,1,1,
S-009684,App,1,1,1,1,
S-009685,App,1,1,1,1,
S-009686,Store,1,0,0,0,
S-009687,App,1,0,0,0,
S-009688,Web,1,1,1,1,
S-009689,App,1,0,0,0,
S-009690,App,1,1,1,1,
S-009691,App,1,1,1,1,
S-009692,App,1,0,0,0,
S-009693,Web,1,0,0,0,
S-009694,Web,1,1,0,0,payment_fail
S-009695,Web,1,1,1,1,
S-009696,App,1,1,1,1,
S-009697,Web,1,0,0,0,
S-009698,Web,1,0,0,0,
S-009699,Web,1,0,0,0,
S-009700,App,1,1,0,0,stock_out
S-009701,App,1,1,1,1,
S-009702,App,1,1,0,0,changed_mind
S-009703,Web,1,0,0,0,
S-009704,App,1,0,0,0,
S-009705,Web,1,0,0,0,
S-009706,App,1,0,0,0,
S-009707,Web,1,1,1,1,
S-009708,App,1,1,0,0,changed_mind
S-009709,Web,1,1,0,0,payment_fail
S-009710,Web,1,1,0,0,payment_fail
S-009711,App,1,1,1,1,
S-009712,Web,1,1,0,0,payment_fail
S-009713,Web,1,1,1,1,
S-009714,Web,1,0,0,0,
S-009715,Web,1,1,0,0,changed_mind
S-009716,Web,1,0,0,0,
S-009717,App,1,1,0,0,checkout_friction
S-009718,Web,1,0,0,0,
S-009719,App,1,0,0,0,
S-009720,App,1,1,0,0,changed_mind
S-009721,App,1,1,0,0,stock_out
S-009722,Web,1,1,0,0,checkout_friction
S-009723,App,1,1,1,1,
S-009724,Store,1,1,0,0,changed_mind
S-009725,Web,1,1,1,1,
S-009726,Web,1,0,0,0,
S-009727,Web,1,0,0,0,
S-009728,Store,1,1,0,0,payment_fail
S-009729,Web,1,0,0,0,
S-009730,Web,1,0,0,0,
S-009731,Web,1,0,0,0,
S-009732,Web,1,1,1,1,
S-009733,Web,1,0,0,0,
S-009734,Web,1,1,1,1,
S-009735,App,1,1,1,1,
S-009736,App,1,1,0,0,checkout_friction
S-009737,Web,1,1,1,1,
S-009738,Web,1,1,0,0,shipping_cost
S-009739,Web,1,1,0,0,payment_fail
S-009740,Web,1,0,0,0,
S-009741,App,1,0,0,0,
S-009742,Web,1,1,0,0,changed_mind
S-009743,Store,1,1,1,1,
S-009744,Store,1,1,0,0,checkout_friction
S-009745,Web,1,0,0,0,
S-009746,App,1,0,0,0,
S-009747,Web,1,1,1,1,
S-009748,Web,1,1,1,1,
S-009749,App,1,1,0,0,payment_fail
S-009750,Web,1,1,0,0,shipping_cost
S-009751,Web,1,1,1,1,
S-009752,Web,1,1,1,1,
S-009753,Web,1,1,1,1,
S-009754,Web,1,1,0,0,payment_fail
S-009755,Store,1,0,0,0,
S-009756,Web,1,0,0,0,
S-009757,Web,1,1,0,0,payment_fail
S-009758,Web,1,1,1,1,
S-009759,Store,1,1,0,0,payment_fail
S-009760,App,1,0,0,0,
S-009761,Web,1,1,1,1,
S-009762,Web,1,1,0,0,stock_out
S-009763,Web,1,1,1,1,
S-009764,Web,1,1,0,0,checkout_friction
S-009765,App,1,1,1,1,
S-009766,Web,1,1,1,1,
S-009767,Store,1,0,0,0,
S-009768,Web,1,1,0,0,payment_fail
S-009769,Web,1,1,1,1,
S-009770,Store,1,1,0,0,shipping_cost
S-009771,App,1,1,1,1,
S-009772,App,1,1,0,0,payment_fail
S-009773,App,1,1,1,1,
S-009774,App,1,1,1,1,
S-009775,Web,1,0,0,0,
S-009776,App,1,0,0,0,
S-009777,Store,1,1,0,0,payment_fail
S-009778,Web,1,1,1,1,
S-009779,Web,1,0,0,0,
S-009780,App,1,1,1,1,
S-009781,Store,1,1,1,1,
S-009782,App,1,1,1,1,
S-009783,Store,1,1,1,1,
S-009784,App,1,0,0,0,
S-009785,Web,1,1,0,0,changed_mind
S-009786,App,1,1,1,1,
S-009787,App,1,0,0,0,
S-009788,App,1,0,0,0,
S-009789,Web,1,0,0,0,
S-009790,App,1,1,0,0,changed_mind
S-009791,Web,1,1,1,1,
S-009792,Web,1,1,0,0,changed_mind
S-009793,App,1,0,0,0,
S-009794,Web,1,1,1,1,
S-009795,App,1,0,0,0,
S-009796,App,1,1,0,0,shipping_cost
S-009797,App,1,0,0,0,
S-009798,App,1,1,0,0,changed_mind
S-009799,Web,1,1,1,1,
S-009800,Web,1,0,0,0,
S-009801,Web,1,0,0,0,
S-009802,App,1,0,0,0,
S-009803,App,1,0,0,0,
S-009804,App,1,0,0,0,
S-009805,Store,1,0,0,0,
S-009806,Web,1,0,0,0,
S-009807,App,1,0,0,0,
S-009808,App,1,1,1,1,
S-009809,Web,1,1,0,0,payment_fail
S-009810,Web,1,1,1,1,
S-009811,App,1,1,0,0,payment_fail
S-009812,App,1,1,1,1,
S-009813,Web,1,1,1,1,
S-009814,Web,1,1,0,0,checkout_friction
S-009815,Web,1,1,1,1,
S-009816,Web,1,1,1,1,
S-009817,Store,1,1,1,1,
S-009818,Web,1,0,0,0,
S-009819,Web,1,0,0,0,
S-009820,Web,1,1,1,1,
S-009821,Web,1,0,0,0,
S-009822,Web,1,1,0,0,stock_out
S-009823,Web,1,1,0,0,checkout_friction
S-009824,Web,1,0,0,0,
S-009825,Web,1,0,0,0,
S-009826,Web,1,1,1,1,
S-009827,Web,1,1,0,0,checkout_friction
S-009828,Web,1,1,0,0,changed_mind
S-009829,App,1,1,0,0,checkout_friction
S-009830,Web,1,1,0,0,shipping_cost
S-009831,App,1,1,1,1,
S-009832,Web,1,1,1,1,
S-009833,Web,1,1,1,1,
S-009834,Web,1,1,1,1,
S-009835,Web,1,1,0,0,payment_fail
S-009836,Web,1,0,0,0,
S-009837,Web,1,1,1,1,
S-009838,App,1,1,1,1,
S-009839,Web,1,0,0,0,
S-009840,Web,1,0,0,0,
S-009841,App,1,1,1,1,
S-009842,App,1,1,0,0,payment_fail
S-009843,Web,1,1,0,0,payment_fail
S-009844,App,1,0,0,0,
S-009845,App,1,1,0,0,payment_fail
S-009846,Web,1,1,1,1,
S-009847,Web,1,0,0,0,
S-009848,Web,1,0,0,0,
S-009849,Web,1,1,0,0,shipping_cost
S-009850,App,1,1,0,0,stock_out
S-009851,App,1,1,1,1,
S-009852,App,1,1,1,1,
S-009853,Web,1,1,1,1,
S-009854,Web,1,1,0,0,stock_out
S-009855,App,1,1,1,1,
S-009856,App,1,1,0,0,changed_mind
